Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6PC64|ELOV6_DANRE	Q6PC64	ELOV6_DANRE	elovl6	266	Danio rerio	2:Experimental evidence at transcript level	Very long chain fatty acid elongase 6	0.7373	0.9904	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PC69|RL10A_DANRE	Q6PC69	RL10A_DANRE	rpl10a	216	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL1	1.0	0.999	6	21	21	21	5	4	2	4	4	2	5	4	2	4	4	2	5	4	2	4	4	2	4.42911136E8	6.495655E8	2.91554272E8	4.23900608E8	4.53472416E8	3.48691808E8	2.46630144E8	3.7200672E8	2.91554272E8	2.37360816E8	2.877872E8	2.19090864E8	
sp|Q6PCR7|EIF3A_DANRE	Q6PCR7	EIF3A_DANRE	eif3a	1267	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit A	1.0	0.999	23	115	115	115	20	21	19	22	14	19	20	21	19	22	14	19	20	21	19	22	14	19	1.38032627E9	9.9862189E8	1.21397901E9	1.39811456E9	6.6458387E8	1.10731712E9	2.5747328E8	2.1351736E8	2.86036736E8	2.71918016E8	2.08272496E8	2.69060448E8	
sp|Q6PD83|5MP2A_DANRE	Q6PD83	5MP2A_DANRE	bzw1a	419	Danio rerio	2:Experimental evidence at transcript level	eIF5-mimic protein 2-A	1.0	0.9986	4	7	3	7	1	2	0	0	2	2	1	1	0	0	0	1	1	2	0	0	2	2	4756795.5	1.1384013E7	0.0	0.0	1.0945029E7	3633076.8	0.0	1.3793472E7	0.0	0.0	4772424.5	4402027.5	
sp|Q6PE18|P4K2A_DANRE	Q6PE18	P4K2A_DANRE	pi4k2a	447	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 4-kinase type 2-alpha	0.9633	0.9684	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1.417768E8	1.08310056E8	0.0	1.60823952E8	0.0	1.366748E8	1.417768E8	1.08310056E8	0.0	1.60823952E8	0.0	1.366748E8	
sp|Q6PE25|EF1G_DANRE	Q6PE25	EF1G_DANRE	eef1g	442	Danio rerio	2:Experimental evidence at transcript level	Elongation factor 1-gamma	1.0	0.999	23	135	135	135	21	24	20	21	27	22	21	24	20	21	27	22	21	24	20	21	27	22	8.3269478E9	4.4034867E9	3.58529792E9	4.7351946E9	4.9026785E9	5.2243492E9	1.13629338E9	1.21504832E9	1.09311258E9	1.19495859E9	1.18464E9	1.19635021E9	
sp|Q6PEH5|UB2V2_DANRE	Q6PEH5	UB2V2_DANRE	ube2v2	145	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-conjugating enzyme E2 variant 2	0.9873	0.995	1	4	4	4	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0.0	6.9837632E7	0.0	7.7042104E7	0.0	0.0	0.0	6.9837632E7	0.0	7.7042104E7	0.0	0.0	
sp|Q6PFJ7|NSMA3_DANRE	Q6PFJ7	NSMA3_DANRE	smpd4	791	Danio rerio	2:Experimental evidence at transcript level	Sphingomyelin phosphodiesterase 4	1.0	0.999	4	8	8	8	2	2	1	2	0	1	2	2	1	2	0	1	2	2	1	2	0	1	0.0	2.8039258E7	1.2978826E7	2.480338E7	0.0	1.7521574E7	0.0	2.0164E7	1.2978826E7	2.480338E7	0.0	1.7521574E7	
sp|Q6PFM4|LNPB_DANRE	Q6PFM4	LNPB_DANRE	lnpkb	402	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum junction formation protein lunapark-B	0.9439	0.9981	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1.0860086E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PFQ2|EIF3C_DANRE	Q6PFQ2	EIF3C_DANRE	eif3c	926	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C	1.0	0.999	15	55	55	55	9	8	8	10	7	13	9	8	8	10	7	13	9	8	8	10	7	13	5.9115034E8	3.8829376E8	2.9044192E8	7.4274886E8	1.49417344E8	5.14945344E8	1.43090704E8	1.7245376E8	1.24561592E8	1.64224544E8	1.38837136E8	1.81606224E8	
sp|Q6PGV1|VA0D1_DANRE	Q6PGV1	VA0D1_DANRE	atp6v0d1	350	Danio rerio	1:Experimental evidence at protein level	V-type proton ATPase subunit d 1	1.0	0.999	10	37	37	37	6	6	7	4	10	4	6	6	7	4	10	4	6	6	7	4	10	4	7.255369E8	7.5295923E8	6.5317472E8	5.2765264E8	7.3073971E8	6.521312E8	2.6192592E8	2.60144912E8	2.15809664E8	2.45688208E8	2.3620624E8	2.39581616E8	
sp|Q6PH18|N2F1B_DANRE	Q6PH18	N2F1B_DANRE	nr2f1b	389	Danio rerio	2:Experimental evidence at transcript level	Nuclear receptor subfamily 2 group F member 1-B	0.7412	0.9757	2	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PH19|GATM_DANRE	Q6PH19	GATM_DANRE	gatm	422	Danio rerio	2:Experimental evidence at transcript level	Glycine amidinotransferase, mitochondrial	1.0	0.999	9	59	59	59	7	9	13	9	10	11	7	9	13	9	10	11	7	9	13	9	10	11	1.2602144E8	3.8232624E8	2.1892808E8	2.58889264E8	1.82118768E8	3.30994176E8	8.2745112E7	1.22893904E8	1.09775872E8	1.27275096E8	9.7190424E7	1.04904576E8	
sp|Q6PH37|ST1S1_DANRE	Q6PH37	ST1S1_DANRE	sult1st1	299	Danio rerio	1:Experimental evidence at protein level	Cytosolic sulfotransferase 1	0.9476	0.9757	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1.0	0.999	15	181	181	181	29	35	33	20	35	29	29	35	33	20	35	29	29	35	33	20	35	29	4.11052954E9	3.89765504E9	4.00378266E9	4.7024451E9	5.2216704E9	4.28594714E9	1.2606336E9	1.10241395E9	1.21216819E9	9.4450483E8	1.1984256E9	9.4458835E8	
sp|Q6PHD9|SBP1_DANRE	Q6PHD9	SBP1_DANRE	selenbp1	457	Danio rerio	2:Experimental evidence at transcript level	Methanethiol oxidase	1.0	0.999	6	24	24	24	5	2	3	5	3	6	5	2	3	5	3	6	5	2	3	5	3	6	9.1500952E7	4.0310036E7	8.6176296E7	1.74119632E8	1.12812688E8	9.9573216E7	4.653392E7	4.4397356E7	4.9997412E7	5.7409176E7	1.0033684E8	5.643136E7	
sp|Q6PHK6|PURB_DANRE	Q6PHK6	PURB_DANRE	purb	297	Danio rerio	2:Experimental evidence at transcript level	Transcriptional regulator protein Pur-beta	1.0	0.999	6	36	36	36	4	6	7	7	7	5	4	6	7	7	7	5	4	6	7	7	7	5	1.48205344E8	2.42029248E8	1.84950512E8	1.99126656E8	2.44938448E8	2.12148496E8	5.2272516E7	6.9557272E7	6.4113576E7	6.7854528E7	7.9063728E7	7.772516E7	
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm1a	149	Danio rerio	2:Experimental evidence at transcript level	Calmodulin	1.0	0.999	5	22	22	22	3	3	5	3	4	4	3	3	5	3	4	4	3	3	5	3	4	4	5.2158692E7	7.7863392E7	2.1772746E7	0.0	0.0	1.0880491E7	2.3769972E7	5.028122E7	3.3717468E7	0.0	0.0	1.6849624E7	
sp|Q6Q420|RS15A_DANRE	Q6Q420	RS15A_DANRE	rps15a	130	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.999	5	18	18	18	3	3	3	1	6	2	3	3	3	1	6	2	3	3	3	1	6	2	7.3944464E7	1.85286432E8	2.470852E8	9.7871496E7	2.77603456E8	1.41659472E8	1.50730064E8	9.6038824E7	1.25616472E8	8.6918352E7	1.2614416E8	6.6708948E7	
sp|Q6Q7X9|KLH31_DANRE	Q6Q7X9	KLH31_DANRE	klhl31	635	Danio rerio	2:Experimental evidence at transcript level	Kelch-like protein 31	1.0	0.999	7	19	19	19	4	2	4	4	3	2	4	2	4	4	3	2	4	2	4	4	3	2	4.1380044E7	1.79397504E8	1.44646976E8	1.6930896E8	1.73656384E8	2.3496208E8	7.1582064E7	8.9615336E7	9.9389168E7	7.2493216E7	9.7593904E7	1.42990976E8	
sp|Q6QA33|DH12B_DANRE	Q6QA33	DH12B_DANRE	hsd17b12b	311	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-B	0.9947	0.9986	3	2	2	10	1	1	0	0	0	0	1	1	0	0	0	0	2	2	2	1	2	1	1.901549E7	1.294268E7	0.0	0.0	0.0	0.0	1.901549E7	1.294268E7	0.0	0.0	0.0	0.0	
sp|Q6TEN1|RAP1B_DANRE	Q6TEN1	RAP1B_DANRE	rap1b	184	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rap-1b	1.0	0.999	4	21	21	21	4	2	5	2	5	3	4	2	5	2	5	3	4	2	5	2	5	3	2.05572272E8	1.04405144E8	1.8876536E8	2.8111276E7	2.86280448E8	1.62842176E8	1.31542504E8	4.4731064E7	7.5833192E7	8.1193592E7	1.35042704E8	1.13015368E8	
sp|Q6TGS6|SYYC_DANRE	Q6TGS6	SYYC_DANRE	yars1	529	Danio rerio	2:Experimental evidence at transcript level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	6	22	22	22	5	3	3	5	2	4	5	3	3	5	2	4	5	3	3	5	2	4	1.21819664E8	2.1355324E7	4.0843992E7	1.44419296E8	5.5311668E7	9.0797536E7	6.4785772E7	3.0064428E7	3.7083216E7	4.8149904E7	5.6057928E7	2.0049682E7	
sp|Q6TGU2|SEH1_DANRE	Q6TGU2	SEH1_DANRE	seh1l	364	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin SEH1	0.9794	0.9778	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	7907702.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6TGY8|EMC2_DANRE	Q6TGY8	EMC2_DANRE	emc2	297	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 2	0.9767	0.9976	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	0.0	1.4134774E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6TH15|EIF3D_DANRE	Q6TH15	EIF3D_DANRE	eif3d	552	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.999	5	21	21	21	3	4	3	5	2	4	3	4	3	5	2	4	3	4	3	5	2	4	5770031.0	1.48532992E8	7.8151904E7	7198939.0	1.46664032E8	1.09852232E8	4.0033092E7	3.4267872E7	3.8761508E7	4.9947012E7	4.0177984E7	3.011935E7	
sp|Q6TH22|DDI2_DANRE	Q6TH22	DDI2_DANRE	ddi2	411	Danio rerio	2:Experimental evidence at transcript level	Protein DDI1 homolog 2	1.0	0.9985	7	15	15	15	1	4	2	3	3	2	1	4	2	3	3	2	1	4	2	3	3	2	6275299.0	2.307438E7	0.0	7.5415472E7	1.8249514E7	3.61333E7	8216321.0	2.1629198E7	0.0	3.30659E7	2.3894298E7	1.6417786E7	
sp|Q6TLF6|RGN_DANRE	Q6TLF6	RGN_DANRE	rgn	295	Danio rerio	2:Experimental evidence at transcript level	Regucalcin	0.6679	0.9867	1	4	4	4	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0.0	0.0	0.0	1.0393434E7	1.4915968E7	6166893.0	0.0	0.0	0.0	1.0393434E7	1.4915968E7	6166893.0	
sp|Q6TNP8|VP26A_DANRE	Q6TNP8	VP26A_DANRE	vps26a	327	Danio rerio	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26A	0.8302	0.9945	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	1.9808264E7	0.0	0.0	0.0	1.5085445E7	0.0	1.9808264E7	0.0	0.0	0.0	1.5085445E7	
sp|Q6TNS7|RABL3_DANRE	Q6TNS7	RABL3_DANRE	rabl3	233	Danio rerio	2:Experimental evidence at transcript level	Rab-like protein 3	0.8475	0.9951	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.43123968E8	1.10049976E8	1.52575472E8	1.08475152E8	1.10272576E8	1.02116272E8	1.43123968E8	1.10049976E8	1.52575472E8	1.08475152E8	1.10272576E8	1.02116272E8	
sp|Q6VN46|MYG_DANRE	Q6VN46	MYG_DANRE	mb	147	Danio rerio	2:Experimental evidence at transcript level	Myoglobin	1.0	0.9983	5	9	9	9	3	0	4	0	2	0	3	0	4	0	2	0	3	0	4	0	2	0	1.11860272E8	5.1638388E7	1.93714608E8	0.0	2.835556E7	0.0	4.8065068E7	5.0346352E7	6.4333412E7	0.0	3.8586448E7	0.0	
sp|Q6ZM19|IF6_DANRE	Q6ZM19	IF6_DANRE	eif6	245	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 6	1.0	0.999	3	16	16	16	3	1	4	2	4	2	3	1	4	2	4	2	3	1	4	2	4	2	0.0	0.0	5.109596E7	3.0429606E7	4.4812256E7	1.7666288E7	0.0	0.0	2.7819588E7	1.9917992E7	1.4392436E7	1.1615682E7	
sp|Q7SX99|FUMH_DANRE	Q7SX99	FUMH_DANRE	fh	509	Danio rerio	2:Experimental evidence at transcript level	Fumarate hydratase, mitochondrial	1.0	0.999	15	73	73	73	9	10	15	11	14	14	9	10	15	11	14	14	9	10	15	11	14	14	5.7987917E8	8.6997805E8	1.08661824E9	8.4396646E8	1.04255763E9	1.1411543E9	1.86596432E8	2.1398384E8	2.48532608E8	2.47707232E8	2.54218672E8	2.46483776E8	
sp|Q7SXG4|SAE2_DANRE	Q7SXG4	SAE2_DANRE	uba2	650	Danio rerio	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	5	16	16	16	2	2	2	3	2	5	2	2	2	3	2	5	2	2	2	3	2	5	3.3625752E7	9.786208E7	9084888.0	1.87018624E8	0.0	1.76345344E8	3.92895E7	3.8189584E7	6.8192168E7	8.9346856E7	0.0	8.1998216E7	
sp|Q7SXM7|PRP31_DANRE	Q7SXM7	PRP31_DANRE	prpf31	508	Danio rerio	2:Experimental evidence at transcript level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0	0.9986	3	8	8	8	2	2	0	2	1	1	2	2	0	2	1	1	2	2	0	2	1	1	1.1323948E7	2.1287488E7	0.0	2.1798744E7	4923838.0	2.5357508E7	1.1323948E7	2.1287488E7	0.0	2.1798744E7	0.0	2.5357508E7	
sp|Q7SXN5|DNM1L_DANRE	Q7SXN5	DNM1L_DANRE	dnm1l	691	Danio rerio	2:Experimental evidence at transcript level	Dynamin-1-like protein	1.0	0.999	8	38	38	38	7	5	7	8	5	6	7	5	7	8	5	6	7	5	7	8	5	6	1.32171328E8	5.8421588E7	7.614408E7	1.71488576E8	1.28260296E8	3.4242468E7	5.173304E7	7.0934208E7	2.8285168E7	3.7709292E7	7.295876E7	2.7049396E7	
sp|Q7SXP0|S22BB_DANRE	Q7SXP0	S22BB_DANRE	sec22bb	215	Danio rerio	2:Experimental evidence at transcript level	Vesicle-trafficking protein SEC22b-B	1.0	0.999	6	16	11	16	3	2	4	1	5	1	3	1	3	1	2	1	3	2	4	1	5	1	0.0	3.7900304E7	7.9329408E7	1.7757998E7	9.3658896E7	3.7443644E7	0.0	1.8377026E7	3.4731376E7	1.3933645E7	5.8890892E7	1.05151952E8	
sp|Q7SXP2|ULA1_DANRE	Q7SXP2	ULA1_DANRE	nae1	533	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 regulatory subunit	0.9999	0.9987	3	3	3	3	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0.0	0.0	0.0	5.4978452E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SXP4|SRS1A_DANRE	Q7SXP4	SRS1A_DANRE	srsf1a	257	Danio rerio	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 1A	1.0	0.999	13	38	2	38	4	8	5	6	9	6	1	0	0	0	1	0	4	8	5	6	9	6	2.09547088E8	6.573632E8	3.69559136E8	4.62497472E8	7.0179846E8	3.727776E8	1.31728976E8	2.22106016E8	1.54928992E8	1.86812864E8	2.24998208E8	1.76935792E8	
sp|Q7SXW6|ARP2A_DANRE	Q7SXW6	ARP2A_DANRE	actr2a	394	Danio rerio	2:Experimental evidence at transcript level	Actin-related protein 2-A	1.0	0.999	7	18	1	18	4	4	3	2	3	2	0	0	0	0	1	0	4	4	3	2	3	2	4.269008E7	1.8638176E8	5.4697648E7	1.49938208E8	7.9797288E7	8.0338856E7	2.4027954E7	7.1187512E7	4.3798172E7	6.2989728E7	6.931584E7	5.3460564E7	
sp|Q7SY23|AL4A1_DANRE	Q7SY23	AL4A1_DANRE	aldh4a1	556	Danio rerio	2:Experimental evidence at transcript level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0	0.999	17	92	92	92	14	12	17	16	14	19	14	12	17	16	14	19	14	12	17	16	14	19	5.6403718E8	7.5719206E8	6.9183661E8	7.8204064E8	5.27144992E8	8.151993E8	1.56836432E8	1.5100272E8	1.58610944E8	1.67968752E8	1.35115408E8	1.55104176E8	
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	0.9995	0.993	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYC9|CTL2_DANRE	Q7SYC9	CTL2_DANRE	slc44a2	697	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 2	0.8981	0.9887	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	0.999	0.9971	3	3	3	3	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0.0	0.0	4895825.0	0.0	0.0	4.43339E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	23	138	138	138	20	23	23	22	24	26	20	23	23	22	24	26	20	23	23	22	24	26	2.77911475E9	2.77127578E9	2.47959603E9	2.01244813E9	3.02357171E9	2.93858739E9	6.8141338E8	6.4935002E8	6.505152E8	5.5362419E8	6.7795008E8	6.818297E8	
sp|Q7SZC2|XPO2_DANRE	Q7SZC2	XPO2_DANRE	cse1l	971	Danio rerio	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	6	14	14	14	3	1	3	1	3	3	3	1	3	1	3	3	3	1	3	1	3	3	9.2106664E7	7.3572944E7	8.8049856E7	3.4293104E7	8.4962416E7	1.34315072E8	4.297548E7	4.3700372E7	5.3649848E7	6.184576E7	4.45657E7	5.8307308E7	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.9923	4	12	12	12	1	3	2	2	1	3	1	3	2	2	1	3	1	3	2	2	1	3	0.0	1.2856814E7	1780578.9	2.37347696E8	1384478.8	3078803.5	0.0	6520535.5	5296901.5	1.3474152E7	4118575.2	9158886.0	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.999	10	36	36	36	4	6	7	4	7	8	4	6	7	4	7	8	4	6	7	4	7	8	1.3328E7	1.15513E8	7.3182704E7	5.109104E7	7.6399464E7	1.45079568E8	3.198339E7	2.3517614E7	5.4323636E7	2.860429E7	6.9824632E7	4.5573196E7	
sp|Q7SZQ7|SURF4_DANRE	Q7SZQ7	SURF4_DANRE	surf4	269	Danio rerio	2:Experimental evidence at transcript level	Surfeit locus protein 4	1.0	0.999	2	4	4	4	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	0	6.8919216E7	0.0	0.0	0.0	3413277.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T163|KDISB_DANRE	Q7T163	KDISB_DANRE	kidins220b	1680	Danio rerio	1:Experimental evidence at protein level	Kinase D-interacting substrate of 220 kDa B	1.0	0.9967	4	5	5	5	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0.0	2.2755543E9	1.88403763E9	2.39153357E9	1.89239091E9	2.03178483E9	0.0	2.2755543E9	1.88403763E9	2.21418368E9	1.83953741E9	2.03178483E9	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	17	56	56	56	9	8	12	11	6	10	9	8	12	11	6	10	9	8	12	11	6	10	2.04445504E8	4.25577088E8	4.21635392E8	4.95045376E8	2.339632E8	2.4405552E8	9.1047064E7	1.16610192E8	8.469816E7	1.09641576E8	5.7832184E7	7.0508848E7	
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-B	1.0	0.999	19	177	51	177	23	33	26	27	36	32	8	7	8	8	11	9	23	33	26	27	36	32	6.0126812E9	6.6477599E9	6.3794202E9	5.6579645E9	6.3525304E9	5.2884132E9	1.91058394E9	2.21252531E9	2.6502336E9	1.99772685E9	2.24396698E9	1.88840307E9	
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	1.0	0.999	10	29	25	29	4	5	5	5	6	4	4	5	4	4	5	3	4	5	5	5	6	4	4.4115824E7	7.2762896E7	7.8363216E7	4.835488E7	6.8485512E7	4.5650524E7	1.403105E7	4.843208E7	4.229146E7	3.2629452E7	3.0502926E7	4.8622548E7	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.999	4	10	4	10	1	1	3	2	1	2	1	0	1	1	0	1	1	1	3	2	1	2	1.8770132E7	3.9689988E7	6.898348E7	5.9641548E7	5.3275632E7	4.7348416E7	0.0	3.9689988E7	3.6850888E7	5.9641548E7	5.3275632E7	4.7348416E7	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.9999	0.9988	3	11	11	11	2	1	3	2	2	1	2	1	3	2	2	1	2	1	3	2	2	1	3.62697888E8	4.39212288E8	2.6090952E8	3.24532352E8	2.15660288E8	3.48711744E8	3.62697888E8	2.54842736E8	2.6090952E8	1.86150448E8	2.15660288E8	1.86436384E8	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	4	22	22	22	3	4	3	3	5	4	3	4	3	3	5	4	3	4	3	3	5	4	7.9664328E7	1.0351864E8	1.14632168E8	1.00717336E8	1.19890336E8	5.9886176E7	1.8992618E7	6.8403152E7	1.7010992E8	1.49460816E8	5.209866E7	8.886888E7	
sp|Q7T3C7|RT4I1_DANRE	Q7T3C7	RT4I1_DANRE	rtn4ip1	387	Danio rerio	2:Experimental evidence at transcript level	Reticulon-4-interacting protein 1 homolog, mitochondrial	1.0	0.9972	3	7	7	7	2	1	1	1	2	0	2	1	1	1	2	0	2	1	1	1	2	0	1.2627347E7	4.5789328E7	0.0	0.0	0.0	2.6253352E7	1.2627347E7	4.5789328E7	0.0	0.0	0.0	2.6253352E7	
sp|Q7T3D1|ERO1A_DANRE	Q7T3D1	ERO1A_DANRE	ero1a	489	Danio rerio	2:Experimental evidence at transcript level	ERO1-like protein alpha	0.7081	0.9889	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T3H1|DCTN2_DANRE	Q7T3H1	DCTN2_DANRE	dctn2	405	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 2	1.0	0.999	4	10	10	10	1	2	2	1	3	1	1	2	2	1	3	1	1	2	2	1	3	1	2256640.5	5.3454812E7	2.0565976E7	1.2626788E7	8700488.0	8285042.5	6540110.5	0.0	1.4378551E7	1.1634515E7	8016762.0	7633964.0	
sp|Q7ZT42|SND1_DANRE	Q7ZT42	SND1_DANRE	snd1	897	Danio rerio	2:Experimental evidence at transcript level	Staphylococcal nuclease domain-containing protein 1	1.0	0.999	26	104	104	104	13	17	18	13	22	21	13	17	18	13	22	21	13	17	18	13	22	21	6.415591E8	8.6317555E8	7.593472E8	4.93767424E8	7.8858413E8	1.0627177E9	1.72843824E8	2.16023392E8	2.180108E8	1.8509248E8	1.92954912E8	2.31065408E8	
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	Danio rerio	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	15	60	54	63	7	10	15	8	10	10	6	9	14	7	9	9	7	11	15	9	10	11	4.85902848E8	1.54090637E9	1.27415526E9	1.02313216E9	1.22139635E9	1.43340109E9	4.64929504E8	6.6193434E8	5.01127392E8	5.3963782E8	5.5118131E8	6.1865101E8	
