Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	Hp_1 Spectral Count	Hp_2 Spectral Count	Hp_3 Spectral Count	Mx_1 Spectral Count	Mx_2 Spectral Count	Mx_3 Spectral Count	T_1 Spectral Count	T_2 Spectral Count	T_3 Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	Hp_1 Unique Spectral Count	Hp_2 Unique Spectral Count	Hp_3 Unique Spectral Count	Mx_1 Unique Spectral Count	Mx_2 Unique Spectral Count	Mx_3 Unique Spectral Count	T_1 Unique Spectral Count	T_2 Unique Spectral Count	T_3 Unique Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	Hp_1 Total Spectral Count	Hp_2 Total Spectral Count	Hp_3 Total Spectral Count	Mx_1 Total Spectral Count	Mx_2 Total Spectral Count	Mx_3 Total Spectral Count	T_1 Total Spectral Count	T_2 Total Spectral Count	T_3 Total Spectral Count	C_1 Intensity	C_2 Intensity	C_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	Hp_1 Intensity	Hp_2 Intensity	Hp_3 Intensity	Mx_1 Intensity	Mx_2 Intensity	Mx_3 Intensity	T_1 Intensity	T_2 Intensity	T_3 Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Hp_1 MaxLFQ Intensity	Hp_2 MaxLFQ Intensity	Hp_3 MaxLFQ Intensity	Mx_1 MaxLFQ Intensity	Mx_2 MaxLFQ Intensity	Mx_3 MaxLFQ Intensity	T_1 MaxLFQ Intensity	T_2 MaxLFQ Intensity	T_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6IQ73|CHM4C_DANRE	Q6IQ73	CHM4C_DANRE	chmp4c	224	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 4c	1.0	0.999	7	39	39	50	2	4	2	2	4	2	1	4	3	1	5	3	2	3	1	2	4	2	2	4	2	1	4	3	1	5	3	2	3	1	2	6	2	2	5	3	1	6	3	1	7	3	2	5	2	1.1830101E7	5.3426928E7	3.1888144E7	1.2033184E7	5.429172E7	1.4438262E7	4073782.2	4.2273132E7	3800291.0	6844912.0	5.2377272E7	1.8414582E7	1.484951E7	4.2663152E7	2.9716816E7	8598036.0	1.9520122E7	1.1342327E7	7628820.0	2.281457E7	9076584.0	9553454.0	2.3382344E7	2410616.0	5951654.5	1.8873656E7	8272404.5	9680471.0	1.9305924E7	1.5392734E7	
sp|Q6IQ86|BRK1_DANRE	Q6IQ86	BRK1_DANRE	brk1	75	Danio rerio	3:Protein inferred from homology	Probable protein BRICK1	1.0	0.9989	4	17	17	17	1	1	1	1	2	3	1	0	0	1	3	1	1	1	0	1	1	1	1	2	3	1	0	0	1	3	1	1	1	0	1	1	1	1	2	3	1	0	0	1	3	1	1	1	0	2.8888688E7	9148440.0	4.3636168E7	3.7037056E7	8326008.5	2.8307964E7	4.6780928E7	0.0	0.0	0.0	1218670.5	6061617.5	5.1046368E7	2.949113E7	3.3049986E7	1.6317674E7	5321939.0	2.0364798E7	2.0827416E7	2.3364874E7	1.9454976E7	3.88404E7	0.0	0.0	0.0	1.6948942E7	1.7010424E7	2.4087024E7	0.0	2.3868542E7	
sp|Q6IQ97|RBM41_DANRE	Q6IQ97	RBM41_DANRE	rbm4.1	419	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein 4.1	1.0	0.999	7	58	58	58	5	5	4	6	6	5	3	3	3	1	5	2	5	4	1	5	5	4	6	6	5	3	3	3	1	5	2	5	4	1	5	5	4	6	6	5	3	3	3	1	5	2	5	4	1	2.0689762E7	3.1104386E7	3.6487176E7	4.0606816E7	3.659728E7	1.9580232E7	1.1753082E7	1.6430735E7	6.372136E7	6206863.5	7.775192E7	1.6800168E7	2.3844312E7	2.5721836E7	1.6322209E7	1.1424445E7	1.6155392E7	1.1198753E7	1.2127765E7	1.9758594E7	1.1411794E7	1.0334452E7	1.464394E7	1.2526968E7	4212165.0	2.0686556E7	9423358.0	1.3678456E7	1.5792919E7	1.1736805E7	
sp|Q6IQE5|GET3_DANRE	Q6IQE5	GET3_DANRE	get3	341	Danio rerio	1:Experimental evidence at protein level	ATPase GET3	0.5915	0.9891	1	5	5	5	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0.0	0.0	3504898.5	4661484.0	0.0	3844608.8	5182910.5	0.0	0.0	0.0	0.0	0.0	3763998.0	0.0	0.0	0.0	0.0	3504898.5	4661484.0	0.0	3844608.8	5182910.5	0.0	0.0	0.0	0.0	0.0	3763998.0	0.0	0.0	
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	Danio rerio	3:Protein inferred from homology	Cytochrome c	1.0	0.999	9	131	94	131	8	7	7	9	7	7	12	9	7	17	7	7	11	7	9	6	5	5	6	5	5	8	7	4	15	4	5	8	4	7	8	7	7	9	7	7	12	9	7	17	7	7	11	7	9	4.46303328E8	3.791968E8	1.5514752E8	4.60076672E8	3.41876448E8	1.55612656E8	3.91715232E8	2.97339616E8	9.3916968E7	1.12971264E9	2.81424352E8	1.8215384E8	5.8207117E8	2.80570432E8	2.91267872E8	1.42981024E8	1.1095612E8	4.901356E7	1.39187536E8	1.00007976E8	5.7775436E7	1.08447464E8	8.894668E7	3.2206286E7	2.8545984E8	9.8513336E7	5.9529596E7	1.57921472E8	8.856788E7	7.4611976E7	
sp|Q6IQP3|CALUA_DANRE	Q6IQP3	CALUA_DANRE	calua	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-A	1.0	0.999	12	101	82	101	7	10	2	9	9	3	4	12	6	3	10	5	6	10	5	6	9	1	8	7	2	4	9	4	3	7	4	5	9	4	7	10	2	9	9	3	4	12	6	3	10	5	6	10	5	1.67941952E8	2.74683136E8	1.69917424E8	2.07024272E8	2.84657024E8	9.4833112E7	9.4666368E7	3.21393184E8	1.87664288E8	1.06740848E8	2.3254952E8	1.69353808E8	1.49978112E8	3.47106464E8	2.29747568E8	4.1898336E7	6.425432E7	5.0241528E7	3.6744772E7	7.7609632E7	4.0998668E7	4.1901012E7	6.6092196E7	4.9210768E7	4.5971484E7	6.9117024E7	5.0840796E7	3.5926456E7	7.222756E7	4.799554E7	
sp|Q6IQS6|SAE1_DANRE	Q6IQS6	SAE1_DANRE	sae1	348	Danio rerio	2:Experimental evidence at transcript level	SUMO-activating enzyme subunit 1	0.9515	0.9976	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3334325.2	0.0	5141748.5	3881447.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3580343.8	0.0	0.0	3334325.2	0.0	5141748.5	3881447.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3580343.8	0.0	0.0	
sp|Q6NSN5|PURA1_DANRE	Q6NSN5	PURA1_DANRE	adss1	456	Danio rerio	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 1	1.0	0.999	13	92	90	92	6	8	5	8	7	5	7	6	2	7	4	5	9	6	7	6	8	5	8	6	5	7	6	2	7	4	5	9	6	6	6	8	5	8	7	5	7	6	2	7	4	5	9	6	7	7.2761832E7	1.34783696E8	1.10655232E8	1.02886816E8	1.40124096E8	6.0401884E7	4.2987532E7	1.02584784E8	2.6335304E7	9.4388848E7	9.0620464E7	8.3873656E7	1.0180968E8	1.08349512E8	1.29745136E8	2.0756424E7	3.3350806E7	2.5953304E7	1.8128018E7	4.1154448E7	2.4102872E7	1.427145E7	3.1462206E7	2.4226658E7	3.8630076E7	3.7422488E7	2.4909928E7	2.009553E7	2.8713096E7	2.5054562E7	
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	Danio rerio	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.0	0.999	11	198	198	198	13	19	11	12	16	10	11	12	15	16	14	10	10	14	15	13	19	11	12	16	10	11	12	15	16	14	10	10	14	15	13	19	11	12	16	10	11	12	15	16	14	10	10	14	15	1.07414643E9	1.79687974E9	6.8392269E8	6.4658586E8	1.24232653E9	6.192953E8	6.7674054E8	1.26443571E9	6.7314074E8	2.11435725E9	1.15998259E9	6.9356339E8	6.8761907E8	7.3518982E8	1.98015155E9	2.97803648E8	7.2033901E8	2.50506368E8	2.08842176E8	4.10769472E8	2.40507568E8	2.06527952E8	3.86697568E8	2.1876976E8	6.427943E8	4.23779136E8	2.67021968E8	2.19003504E8	3.3914256E8	7.4636499E8	
sp|Q6NUX8|RHOAA_DANRE	Q6NUX8	RHOAA_DANRE	rhoaa	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-A	0.9967	0.999	6	50	0	50	2	3	3	5	3	3	4	4	2	4	1	4	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	5	3	3	4	4	2	4	1	4	6	2	4	7.5964448E7	6.583084E7	8.0587352E7	1.32271544E8	1.02721472E8	7.4070016E7	8.476072E7	3.1827624E7	4.1692704E7	1.11646016E8	2.6535552E7	1.25092096E8	1.45530672E8	6.9644176E7	1.06594416E8	4.1417848E7	2.5054208E7	4.1557128E7	4.741904E7	3.5017372E7	3.8700804E7	3.4233428E7	2.913136E7	4.3536216E7	4.2556836E7	2.9504624E7	4.060696E7	5.0407588E7	3.742062E7	3.4596004E7	sp|Q7T2E8|RHOAC_DANRE
sp|Q6NV31|WDR82_DANRE	Q6NV31	WDR82_DANRE	wdr82	313	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 82	1.0	0.9989	2	5	5	5	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3273597.2	0.0	0.0	6462337.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3812152.0	0.0	1048730.2	3273597.2	0.0	0.0	3490781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3812152.0	0.0	1048730.2	
sp|Q6NV32|PTMAA_DANRE	Q6NV32	PTMAA_DANRE	ptmaa	105	Danio rerio	2:Experimental evidence at transcript level	Prothymosin alpha-A	1.0	0.999	2	18	18	18	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1.70795952E8	1.8230456E8	1.30345888E8	1.24047104E8	1.24001504E8	1.0003828E8	1.41986224E8	1.42097216E8	1.06517888E8	1.98085824E8	1.1960264E8	8.9843384E7	1.45632912E8	1.6108728E8	1.49459408E8	1.70795952E8	1.8230456E8	1.30345888E8	1.24047104E8	1.24001504E8	1.0003828E8	1.41986224E8	1.42097216E8	1.06517888E8	1.71071264E8	1.1960264E8	8.9843384E7	1.45632912E8	1.6108728E8	1.49459408E8	
sp|Q6NV34|DECR2_DANRE	Q6NV34	DECR2_DANRE	decr2	300	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	0.8845	0.9979	1	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2020630.2	0.0	0.0	0.0	0.0	0.0	771396.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020630.2	0.0	0.0	0.0	0.0	0.0	771396.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NVC5|MIRO1_DANRE	Q6NVC5	MIRO1_DANRE	rhot1a	619	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 1-A	0.6637	0.992	1	8	8	8	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	2.28793328E8	0.0	0.0	2.22276432E8	0.0	0.0	2.86995872E8	1.85666272E8	0.0	2.45932976E8	3.3952332E7	2.16477376E8	1.77289088E8	0.0	1.8961272E8	2.28793328E8	0.0	0.0	2.22276432E8	0.0	0.0	2.86995872E8	1.85666272E8	0.0	2.45932976E8	3.3952332E7	2.16477376E8	1.77289088E8	0.0	1.8961272E8	
sp|Q6NVJ5|DI2BA_DANRE	Q6NVJ5	DI2BA_DANRE	dip2ba	1577	Danio rerio	2:Experimental evidence at transcript level	Disco-interacting protein 2 homolog B-A	0.3032	0.9647	1	4	4	4	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0.0	1.2348977E7	0.0	0.0	0.0	0.0	0.0	3.7101868E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2348977E7	0.0	0.0	0.0	0.0	0.0	3.7101868E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NW52|MSRB2_DANRE	Q6NW52	MSRB2_DANRE	msrb2	180	Danio rerio	2:Experimental evidence at transcript level	Methionine-R-sulfoxide reductase B2, mitochondrial	0.996	0.999	1	4	4	4	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0.0	0.0	1.1239908E7	0.0	0.0	1.023324E7	0.0	0.0	0.0	0.0	0.0	1.1173034E7	0.0	1.0357454E7	1.0033359E7	0.0	0.0	1.1239908E7	0.0	0.0	1.023324E7	0.0	0.0	0.0	0.0	0.0	1.1173034E7	0.0	1.0357454E7	1.0033359E7	
sp|Q6NWC6|CPSF6_DANRE	Q6NWC6	CPSF6_DANRE	cpsf6	545	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 6	1.0	0.999	5	69	69	69	6	7	3	4	6	4	2	6	3	5	7	3	3	5	5	6	7	3	4	6	4	2	6	3	5	7	3	3	5	5	6	7	3	4	6	4	2	6	3	5	7	3	3	5	5	5.9018956E7	1.5038816E8	4.5020888E7	3.958396E7	8.6054488E7	3.3188704E7	1.7379212E7	7.6929792E7	1.7939032E7	1.67429136E8	8.214172E7	4.1334872E7	4.211026E7	5.686532E7	7.4932568E7	3.0949748E7	7.810468E7	1.994137E7	2.0179016E7	4.5754544E7	2.1116842E7	1.4713414E7	5.2397416E7	1.2844047E7	1.33722064E8	4.0773812E7	2.0938332E7	2.2674398E7	3.9939012E7	2.7150952E7	
sp|Q6NWC9|GKAP1_DANRE	Q6NWC9	GKAP1_DANRE	gkap1	368	Danio rerio	2:Experimental evidence at transcript level	G kinase-anchoring protein 1	1.0	0.999	3	9	9	9	1	1	0	0	0	0	0	0	0	1	3	1	0	1	1	1	1	0	0	0	0	0	0	0	1	3	1	0	1	1	1	1	0	0	0	0	0	0	0	1	3	1	0	1	1	1.4425404E7	2.8830348E7	9749338.0	0.0	1.2672317E7	0.0	0.0	0.0	0.0	7314603.5	3.014944E7	9125805.0	0.0	1.8616228E7	2.3929984E7	1.2962527E7	1.49919E7	1.2874405E7	0.0	1.673432E7	0.0	0.0	0.0	0.0	6572831.0	1.2094909E7	1.2051004E7	0.0	1.672836E7	1.2674725E7	
sp|Q6NWD4|TIM50_DANRE	Q6NWD4	TIM50_DANRE	timm50	387	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit TIM50	0.983	0.993	2	3	3	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	3503702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	834769.7	0.0	3503702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	834769.7	
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	Danio rerio	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	45	671	553	671	43	45	47	42	49	45	36	50	47	59	40	37	43	43	45	35	36	38	35	40	36	28	40	38	53	33	32	37	35	37	43	45	47	42	49	45	36	50	47	59	40	37	43	43	45	8.0154122E9	8.9086597E9	1.03556393E10	9.0072812E9	8.9692518E9	9.5558984E9	8.3924209E9	7.1279652E9	8.0593408E9	1.44500285E10	6.5754701E9	8.3681147E9	9.1035576E9	9.6375347E9	1.2563457E10	1.62300429E9	1.96832448E9	1.65906714E9	1.43730714E9	1.78493504E9	1.57695219E9	1.3580608E9	1.68691699E9	1.52947226E9	1.83174707E9	1.81372531E9	1.62407258E9	1.47968896E9	1.90246579E9	1.84336026E9	
sp|Q6NWG0|TSN36_DANRE	Q6NWG0	TSN36_DANRE	tspan36	243	Danio rerio	1:Experimental evidence at protein level	Tetraspanin-36	0.9408	0.999	1	7	7	7	1	0	0	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	1	0	0	0	0	0	1	0	1	2	0	1	8753317.0	0.0	0.0	2672188.5	0.0	0.0	0.0	0.0	0.0	1.4358025E7	0.0	6308330.0	2494453.8	0.0	1.5639092E7	8753317.0	0.0	0.0	2672188.5	0.0	0.0	0.0	0.0	0.0	1.4358025E7	0.0	6308330.0	2494453.8	0.0	1.5639092E7	
sp|Q6NWH2|MRPB_DANRE	Q6NWH2	MRPB_DANRE	marcksl1b	207	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-B	1.0	0.999	13	261	261	261	18	18	13	22	16	17	21	15	13	22	17	17	21	16	15	18	18	13	22	16	17	21	15	13	22	17	17	21	16	15	18	18	13	22	16	17	21	15	13	22	17	17	21	16	15	2.92168602E9	2.06479526E9	2.0105303E9	3.0989719E9	2.26174797E9	1.6354711E9	2.99264051E9	1.93276813E9	1.88382899E9	2.64526106E9	1.54647578E9	1.93314573E9	2.91885901E9	2.90185702E9	1.6990944E9	9.0412544E8	6.6499642E8	6.4714426E8	8.1029024E8	6.4271437E8	5.3640864E8	8.0419795E8	6.1990765E8	5.5747738E8	7.7489037E8	6.436144E8	5.5286272E8	7.8676397E8	8.2244237E8	5.6803674E8	
sp|Q6NWJ4|DNJC2_DANRE	Q6NWJ4	DNJC2_DANRE	dnajc2	618	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 2	1.0	0.999	5	15	15	15	0	4	0	0	1	2	0	3	1	0	2	0	0	0	2	0	4	0	0	1	2	0	3	1	0	2	0	0	0	2	0	4	0	0	1	2	0	3	1	0	2	0	0	0	2	0.0	4.8130628E7	1.7800652E7	5224047.5	1.2427192E7	2.2381914E7	0.0	1.3125876E7	4843539.5	0.0	1.3414875E7	4393834.5	0.0	0.0	6.3937568E7	0.0	1.5458329E7	6610220.0	4810767.5	1.2226007E7	9988096.0	0.0	1.2822301E7	8305946.0	0.0	7527185.0	7534769.0	0.0	0.0	1.185805E7	
sp|Q6NX08|WDR12_DANRE	Q6NX08	WDR12_DANRE	wdr12	422	Danio rerio	2:Experimental evidence at transcript level	Ribosome biogenesis protein wdr12	0.9955	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1526788.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NX89|IF5A1_DANRE	Q6NX89	IF5A1_DANRE	eif5a	155	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	10	84	84	84	3	13	6	3	8	3	5	8	3	7	6	4	5	6	4	3	13	6	3	8	3	5	8	3	7	6	4	5	6	4	3	13	6	3	8	3	5	8	3	7	6	4	5	6	4	2.36804768E8	6.9444358E8	3.75072448E8	3.18563712E8	7.4047245E8	3.22872224E8	2.47996896E8	6.3896915E8	1.2864824E8	3.86134944E8	8.4093427E8	2.1949152E8	2.91012672E8	8.5042099E8	3.1117888E8	8.8577696E7	3.11146656E8	1.44639216E8	1.36798432E8	2.86358944E8	1.38040752E8	1.00886808E8	2.533644E8	6.5182672E7	1.15152824E8	3.137256E8	1.46812288E8	1.280468E8	2.75160544E8	1.41887984E8	
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	Danio rerio	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 homolog	1.0	0.999	15	102	102	102	11	7	5	6	8	6	5	10	4	5	7	5	10	8	5	11	7	5	6	8	6	5	10	4	5	7	5	10	8	5	11	7	5	6	8	6	5	10	4	5	7	5	10	8	5	2.7548608E8	2.96077184E8	3.03981184E8	3.07673152E8	3.34658496E8	2.01478384E8	2.36394208E8	3.08740544E8	8.1262728E7	1.83676048E8	2.3966696E8	1.79080144E8	2.79050464E8	3.9608928E8	1.88598608E8	6.9679432E7	6.4270628E7	5.7685808E7	7.0388248E7	7.7147128E7	5.9171664E7	6.1782988E7	6.7597592E7	5.1052612E7	7.1548256E7	7.5468056E7	5.5942424E7	7.6060088E7	7.5283328E7	5.7465196E7	
sp|Q6NXA9|UBXN1_DANRE	Q6NXA9	UBXN1_DANRE	ubxn1	294	Danio rerio	2:Experimental evidence at transcript level	UBX domain-containing protein 1	1.0	0.999	6	45	45	45	3	4	2	3	4	3	3	3	2	0	4	3	4	5	2	3	4	2	3	4	3	3	3	2	0	4	3	4	5	2	3	4	2	3	4	3	3	3	2	0	4	3	4	5	2	2.5058584E7	5.7951856E7	2.9790654E7	3.5405696E7	6.3907496E7	2.2420812E7	2.754244E7	4.1797776E7	7957331.0	2.3378826E7	3.0870416E7	2.72336E7	3.2860982E7	5.0538296E7	4.3269288E7	1.5117409E7	1.7359218E7	1.3306828E7	1.172084E7	1.4670719E7	9328221.0	1.2312951E7	1.7789334E7	1.034012E7	3.8880548E7	1.4872323E7	1.2272216E7	1.1054212E7	1.188588E7	1.3271617E7	
sp|Q6NY64|2ABD_DANRE	Q6NY64	2ABD_DANRE	ppp2r2d	447	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	0.9328	0.9755	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1016601.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6NYD7|OCAD1_DANRE	Q6NYD7	OCAD1_DANRE	ociad1	266	Danio rerio	2:Experimental evidence at transcript level	OCIA domain-containing protein 1	1.0	0.9982	3	9	9	9	0	1	1	0	2	0	0	2	0	0	1	0	0	2	0	0	1	1	0	2	0	0	2	0	0	1	0	0	2	0	0	1	1	0	2	0	0	2	0	0	1	0	0	2	0	0.0	7562382.5	6613710.5	0.0	9026371.0	0.0	0.0	2950516.0	0.0	0.0	4518513.0	0.0	0.0	1.1997391E7	4752049.0	0.0	7008328.5	6129160.5	0.0	8365058.5	0.0	0.0	4483951.0	0.0	0.0	6866864.0	0.0	0.0	6906757.0	4403892.5	
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	Danio rerio	2:Experimental evidence at transcript level	Protein RCC2 homolog	0.8767	0.9512	2	4	4	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	2093384.2	1.0098012E7	0.0	2315561.0	0.0	0.0	0.0	0.0	0.0	0.0	9562055.0	0.0	2108594.2	0.0	0.0	2093384.2	8179455.0	0.0	2315561.0	0.0	0.0	0.0	0.0	0.0	0.0	7723652.5	0.0	2108594.2	
sp|Q6NYF0|LACB2_DANRE	Q6NYF0	LACB2_DANRE	lactb2	289	Danio rerio	2:Experimental evidence at transcript level	Endoribonuclease LACTB2	1.0	0.999	4	8	8	8	3	1	0	2	0	0	0	0	0	1	0	0	1	0	0	3	1	0	2	0	0	0	0	0	1	0	0	1	0	0	3	1	0	2	0	0	0	0	0	1	0	0	1	0	0	8516180.0	1938835.9	4371720.0	1.1891061E7	0.0	0.0	0.0	0.0	0.0	4674444.5	0.0	0.0	7130217.5	0.0	2220487.2	3386392.0	7530058.0	1937048.0	2982813.0	0.0	0.0	0.0	0.0	0.0	1.8154626E7	0.0	0.0	3159299.8	0.0	8623937.0	
sp|Q6NYG8|DPYD_DANRE	Q6NYG8	DPYD_DANRE	dpyd	1022	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidine dehydrogenase [NADP(+)]	0.368	0.9734	1	4	4	4	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2983381.5	0.0	0.0	5393314.0	0.0	0.0	0.0	0.0	0.0	5639785.5	0.0	0.0	3796171.8	0.0	1997724.0	2983381.5	0.0	0.0	5393314.0	0.0	0.0	0.0	0.0	0.0	5639785.5	0.0	0.0	3796171.8	0.0	1997724.0	
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	Danio rerio	2:Experimental evidence at transcript level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.999	5	64	64	64	4	5	5	5	5	5	4	2	6	2	5	6	4	2	4	4	5	5	5	5	5	4	2	6	2	5	6	4	2	4	4	5	5	5	5	5	4	2	6	2	5	6	4	2	4	8.4360272E7	1.8185536E8	1.56412064E8	1.01600776E8	1.14212312E8	1.0635764E8	6.7650104E7	6.1852712E7	1.2497768E8	7.3029424E7	1.0387768E8	1.40705472E8	9.7931064E7	4.6917152E7	2.47134624E8	3.2600722E7	4.6276264E7	3.7359888E7	2.8342196E7	3.5248236E7	4.183146E7	2.6748884E7	3.7158924E7	3.4172364E7	6.139604E7	3.2270594E7	3.4864636E7	2.7430578E7	2.7332826E7	4.6053428E7	
