Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_1 Intensity	5dpf_2 Intensity	Indistinguishable Proteins
sp|Q6DI05|SUMO3_DANRE	Q6DI05	SUMO3_DANRE	sumo3	94	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 3	1.0	0.999	7	104	0	104	53	51	0	0	53	51	3.7115085E10	1.530961E10	sp|Q6NV25|SMO3L_DANRE
sp|Q6DI06|TIM10_DANRE	Q6DI06	TIM10_DANRE	timm10	88	Danio rerio	3:Protein inferred from homology	Mitochondrial import inner membrane translocase subunit Tim10	1.0	0.999	7	13	13	13	8	5	8	5	8	5	8.6594899E8	6.0303693E8	
sp|Q6DI35|TFP11_DANRE	Q6DI35	TFP11_DANRE	tfip11	832	Danio rerio	1:Experimental evidence at protein level	Tuftelin-interacting protein 11	1.0	0.999	5	6	6	6	4	2	4	2	4	2	8.7960752E7	2.00618768E8	
sp|Q6DI37|UBCP1_DANRE	Q6DI37	UBCP1_DANRE	ublcp1	318	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-like domain-containing CTD phosphatase 1	1.0	0.999	11	29	29	29	15	14	15	14	15	14	2.99989453E9	1.21585997E9	
sp|Q6DI40|TTC33_DANRE	Q6DI40	TTC33_DANRE	ttc33	268	Danio rerio	2:Experimental evidence at transcript level	Tetratricopeptide repeat protein 33	0.9999	0.999	2	2	2	2	2	0	2	0	2	0	4.4696392E7	0.0	
sp|Q6DRB1|GLE1_DANRE	Q6DRB1	GLE1_DANRE	gle1	695	Danio rerio	2:Experimental evidence at transcript level	mRNA export factor GLE1	0.9803	0.9931	3	3	3	3	3	0	3	0	3	0	2.1463368E8	0.0	
sp|Q6DRC0|SYSC_DANRE	Q6DRC0	SYSC_DANRE	sars1	515	Danio rerio	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	23	78	78	78	41	37	41	37	41	37	4.7442478E9	4.02858701E9	
sp|Q6DRC4|EIF3G_DANRE	Q6DRC4	EIF3G_DANRE	eif3g	293	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0	0.999	14	56	56	56	26	30	26	30	26	30	3.37778355E9	2.73294669E9	
sp|Q6DRD3|DPOLB_DANRE	Q6DRD3	DPOLB_DANRE	polb	336	Danio rerio	2:Experimental evidence at transcript level	DNA polymerase beta	1.0	0.999	14	35	35	35	21	14	21	14	21	14	1.56749568E9	7.593575E8	
sp|Q6DRD9|ABHDB_DANRE	Q6DRD9	ABHDB_DANRE	abhd11	317	Danio rerio	2:Experimental evidence at transcript level	sn-1-specific diacylglycerol lipase ABHD11	1.0	0.9962	7	11	10	11	8	3	7	3	8	3	6.0903027E8	1.21476816E8	
sp|Q6DRF3|PSB1_DANRE	Q6DRF3	PSB1_DANRE	psmb1	237	Danio rerio	2:Experimental evidence at transcript level	Proteasome subunit beta type-1	1.0	0.999	12	127	127	127	67	60	67	60	67	60	1.88791235E10	1.36499456E10	
sp|Q6DRF9|WDR55_DANRE	Q6DRF9	WDR55_DANRE	wdr55	387	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 55	0.7127	0.9883	1	1	1	1	1	0	1	0	1	0	3.246182E7	0.0	
sp|Q6DRG1|RBM42_DANRE	Q6DRG1	RBM42_DANRE	rbm42	402	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 42	0.9998	0.999	3	5	5	5	3	2	3	2	3	2	3.08463616E8	1.68314272E8	
sp|Q6DRG7|MYPT1_DANRE	Q6DRG7	MYPT1_DANRE	ppp1r12a	1049	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 12A	1.0	0.999	7	19	19	19	8	11	8	11	8	11	6.0972947E8	4.2106208E8	
sp|Q6DRI1|EI3EA_DANRE	Q6DRI1	EI3EA_DANRE	eif3ea	446	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit E-A	1.0	0.999	17	42	34	42	25	17	20	14	25	17	2.35616486E9	1.91181171E9	
sp|Q6DRI4|RPAC2_DANRE	Q6DRI4	RPAC2_DANRE	polr1d	112	Danio rerio	3:Protein inferred from homology	DNA-directed RNA polymerases I and III subunit RPAC2	0.9014	0.9968	1	2	2	2	1	1	1	1	1	1	4.678914E7	3.2883862E7	
sp|Q6DRJ4|KRI1_DANRE	Q6DRJ4	KRI1_DANRE	kri1	765	Danio rerio	2:Experimental evidence at transcript level	Protein KRI1 homolog	0.8903	0.9723	3	3	3	3	2	1	2	1	2	1	2.8629198E7	1.45462118E9	
sp|Q6DRJ9|RIC8B_DANRE	Q6DRJ9	RIC8B_DANRE	ric8b	536	Danio rerio	2:Experimental evidence at transcript level	Synembryn-B	1.0	0.999	9	13	13	13	8	5	8	5	8	5	3.26628384E8	3.4116176E8	
sp|Q6DRL5|MBB1A_DANRE	Q6DRL5	MBB1A_DANRE	mybbp1a	1269	Danio rerio	1:Experimental evidence at protein level	Myb-binding protein 1A-like protein	0.9948	0.9965	2	2	2	2	2	0	2	0	2	0	5.2537664E7	0.0	
sp|Q6DRP2|GNL3_DANRE	Q6DRP2	GNL3_DANRE	gnl3	561	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein-like 3	0.3955	0.9571	1	1	1	1	1	0	1	0	1	0	0.0	0.0	
sp|Q6DRP4|CCM2_DANRE	Q6DRP4	CCM2_DANRE	ccm2	455	Danio rerio	1:Experimental evidence at protein level	Cerebral cavernous malformations protein 2 homolog	0.9465	0.9983	2	3	3	3	1	2	1	2	1	2	1.05144648E8	6.7598048E7	
sp|Q6E2N3|TRI33_DANRE	Q6E2N3	TRI33_DANRE	trim33	1163	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase TRIM33	1.0	0.999	7	11	11	11	6	5	6	5	6	5	2.30537456E8	1.31971672E8	
sp|Q6EIG3|CP26B_DANRE	Q6EIG3	CP26B_DANRE	cyp26b1	511	Danio rerio	1:Experimental evidence at protein level	Cytochrome P450 26B1	0.9913	0.989	3	3	3	3	3	0	3	0	3	0	7.1218152E7	0.0	
sp|Q6EWH2|FYNA_DANRE	Q6EWH2	FYNA_DANRE	fyna	537	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase fyna	1.0	0.999	13	6	6	35	4	2	4	2	19	16	1.53310464E8	1.1474836E8	
sp|Q6GMH0|PRP18_DANRE	Q6GMH0	PRP18_DANRE	prpf18	342	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing factor 18	1.0	0.9987	5	9	9	9	6	3	6	3	6	3	2.50327792E8	2.83020416E8	
sp|Q6GMH3|TWF2_DANRE	Q6GMH3	TWF2_DANRE	twf2	347	Danio rerio	2:Experimental evidence at transcript level	Twinfilin-2	1.0	0.999	12	44	44	44	20	24	20	24	20	24	3.90135629E9	2.53234048E9	
sp|Q6GMI7|ENOPH_DANRE	Q6GMI7	ENOPH_DANRE	enoph1	261	Danio rerio	2:Experimental evidence at transcript level	Enolase-phosphatase E1	1.0	0.999	15	41	41	41	26	15	26	15	26	15	2.44172211E9	1.28192742E9	
sp|Q6GMK7|SH3L2_DANRE	Q6GMK7	SH3L2_DANRE	sh3bgrl2	105	Danio rerio	3:Protein inferred from homology	SH3 domain-binding glutamic acid-rich-like protein 2	0.9989	0.999	2	3	3	3	2	1	2	1	2	1	1.00171032E8	4.9397072E7	
sp|Q6GMK8|GMPAA_DANRE	Q6GMK8	GMPAA_DANRE	gmppaa	422	Danio rerio	2:Experimental evidence at transcript level	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-A	1.0	0.999	11	19	11	19	11	8	6	5	11	8	6.9267731E8	5.5965901E8	
sp|Q6GML1|CMAH_DANRE	Q6GML1	CMAH_DANRE	cmah	591	Danio rerio	2:Experimental evidence at transcript level	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	1.0	0.999	12	19	19	19	11	8	11	8	11	8	1.53742669E9	6.8026182E8	
sp|Q6GML7|TATD1_DANRE	Q6GML7	TATD1_DANRE	tatdn1	298	Danio rerio	1:Experimental evidence at protein level	Deoxyribonuclease TATDN1	1.0	0.999	11	22	22	22	13	9	13	9	13	9	7.652407E8	4.55964192E8	
sp|Q6GQM0|MREG_DANRE	Q6GQM0	MREG_DANRE	mreg	234	Danio rerio	2:Experimental evidence at transcript level	Melanoregulin	0.967	0.999	1	2	2	2	1	1	1	1	1	1	3.8634504E7	4.2400744E7	
sp|Q6GQN8|MECR_DANRE	Q6GQN8	MECR_DANRE	mecr	377	Danio rerio	2:Experimental evidence at transcript level	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.0	0.999	6	12	12	12	7	5	7	5	7	5	2.98055104E8	1.44436144E8	
sp|Q6IMK3|DJC27_DANRE	Q6IMK3	DJC27_DANRE	dnajc27	273	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 27	1.0	0.999	5	7	7	7	5	2	5	2	5	2	2.3031936E8	1.15322096E8	
sp|Q6IQ73|CHM4C_DANRE	Q6IQ73	CHM4C_DANRE	chmp4c	224	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 4c	0.9999	0.9989	4	6	4	6	3	3	2	2	3	3	2.89490688E8	1.87400256E8	
sp|Q6IQ85|YIPF6_DANRE	Q6IQ85	YIPF6_DANRE	yipf6	240	Danio rerio	2:Experimental evidence at transcript level	Protein YIPF6	0.7362	0.9896	1	3	3	3	1	2	1	2	1	2	4.1380884E7	3.7624184E7	
sp|Q6IQ86|BRK1_DANRE	Q6IQ86	BRK1_DANRE	brk1	75	Danio rerio	3:Protein inferred from homology	Probable protein BRICK1	0.9953	0.9982	2	5	5	5	3	2	3	2	3	2	1.58178048E8	1.59312224E8	
sp|Q6IQ97|RBM41_DANRE	Q6IQ97	RBM41_DANRE	rbm4.1	419	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein 4.1	1.0	0.999	16	74	74	74	41	33	41	33	41	33	4.3644554E9	3.7913769E9	
sp|Q6IQC7|TMX2B_DANRE	Q6IQC7	TMX2B_DANRE	tmx2b	307	Danio rerio	2:Experimental evidence at transcript level	Thioredoxin-related transmembrane protein 2-B	1.0	0.999	10	20	20	20	12	8	12	8	12	8	1.30968269E9	6.7890336E8	
sp|Q6IQE0|PU60B_DANRE	Q6IQE0	PU60B_DANRE	puf60b	516	Danio rerio	2:Experimental evidence at transcript level	Poly(U)-binding-splicing factor PUF60-B	1.0	0.999	21	129	129	129	68	61	68	61	68	61	1.42912737E10	7.3137178E9	
sp|Q6IQE1|PI42C_DANRE	Q6IQE1	PI42C_DANRE	pip4k2c	416	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	0.9995	0.9989	4	5	5	5	2	3	2	3	2	3	6.2528584E7	1.67287008E8	
sp|Q6IQE5|GET3_DANRE	Q6IQE5	GET3_DANRE	get3	341	Danio rerio	1:Experimental evidence at protein level	ATPase GET3	1.0	0.999	10	22	22	22	13	9	13	9	13	9	1.1751296E9	7.9481101E8	
sp|Q6IQE9|ALKB6_DANRE	Q6IQE9	ALKB6_DANRE	alkbh6	234	Danio rerio	2:Experimental evidence at transcript level	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6	0.852	0.9863	1	4	4	4	2	2	2	2	2	2	2.8407782E7	2.6461156E7	
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	Danio rerio	3:Protein inferred from homology	Cytochrome c	1.0	0.999	11	139	84	139	70	69	44	40	70	69	3.6608668E10	2.80478597E10	
sp|Q6IQP3|CALUA_DANRE	Q6IQP3	CALUA_DANRE	calua	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-A	1.0	0.999	20	122	108	122	68	54	59	49	68	54	1.20107254E10	7.0215224E9	
sp|Q6IQS6|SAE1_DANRE	Q6IQS6	SAE1_DANRE	sae1	348	Danio rerio	2:Experimental evidence at transcript level	SUMO-activating enzyme subunit 1	1.0	0.999	33	149	149	149	78	71	78	71	78	71	1.09846139E10	8.7697746E9	
sp|Q6IQT4|CSN2_DANRE	Q6IQT4	CSN2_DANRE	cops2	443	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 2	1.0	0.999	29	87	87	87	46	41	46	41	46	41	4.9021368E9	3.56755584E9	
sp|Q6IQU4|CWC15_DANRE	Q6IQU4	CWC15_DANRE	cwc15	243	Danio rerio	2:Experimental evidence at transcript level	Protein CWC15 homolog	0.9834	0.9975	3	3	3	5	1	2	1	2	2	3	2.4250576E7	4.586112E7	
sp|Q6IV56|RN141_DANRE	Q6IV56	RN141_DANRE	rnf141	222	Danio rerio	2:Experimental evidence at transcript level	RING finger protein 141	0.9748	0.9986	2	4	4	4	2	2	2	2	2	2	2186599.5	3.6878292E7	
sp|Q6IWL4|TRAF6_DANRE	Q6IWL4	TRAF6_DANRE	traf6	542	Danio rerio	1:Experimental evidence at protein level	TNF receptor-associated factor 6	1.0	0.999	7	11	11	11	9	2	9	2	9	2	1.69922112E8	1.8172886E7	
sp|Q6NSM8|SIK3_DANRE	Q6NSM8	SIK3_DANRE	zgc:66101	1187	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase SIK3 homolog	0.4519	0.9656	1	1	1	1	0	1	0	1	0	1	0.0	1.6597682E7	
sp|Q6NSN1|LS12B_DANRE	Q6NSN1	LS12B_DANRE	lsm12b	196	Danio rerio	2:Experimental evidence at transcript level	Protein LSM12 homolog B	0.9996	0.9984	3	3	3	8	2	1	2	1	6	2	1.1922728E8	4.1929952E7	
sp|Q6NSN2|AOF_DANRE	Q6NSN2	AOF_DANRE	mao	522	Danio rerio	1:Experimental evidence at protein level	Amine oxidase [flavin-containing]	1.0	0.999	21	52	52	52	31	21	31	21	31	21	3.88961715E9	1.80533235E9	
sp|Q6NSN5|PURA1_DANRE	Q6NSN5	PURA1_DANRE	adss1	456	Danio rerio	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 1	1.0	0.999	35	183	168	183	95	88	85	83	95	88	1.65334692E10	1.2064852E10	
sp|Q6NUT7|SORT1_DANRE	Q6NUT7	SORT1_DANRE	sort1	814	Danio rerio	2:Experimental evidence at transcript level	Sortilin	1.0	0.9989	6	8	8	8	5	3	5	3	5	3	3.11086848E8	1.58899488E8	
sp|Q6NUV0|RB3GP_DANRE	Q6NUV0	RB3GP_DANRE	rab3gap1	969	Danio rerio	2:Experimental evidence at transcript level	Rab3 GTPase-activating protein catalytic subunit	1.0	0.999	4	9	9	9	7	2	7	2	7	2	1.93694864E8	5.3647672E7	
sp|Q6NUW5|AN32E_DANRE	Q6NUW5	AN32E_DANRE	anp32e	250	Danio rerio	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.0	0.999	13	143	143	143	76	67	76	67	76	67	4.1236922E10	1.7127465E10	
sp|Q6NUW9|FGGY_DANRE	Q6NUW9	FGGY_DANRE	fggy	545	Danio rerio	2:Experimental evidence at transcript level	FGGY carbohydrate kinase domain-containing protein	1.0	0.9989	6	9	9	9	6	3	6	3	6	3	1.80445072E8	1.3871952E8	
sp|Q6NUX8|RHOAA_DANRE	Q6NUX8	RHOAA_DANRE	rhoaa	193	Danio rerio	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoA-A	1.0	0.999	12	13	8	88	9	4	6	2	48	40	9.6824915E8	2.87898944E8	
sp|Q6NV04|HACL2_DANRE	Q6NV04	HACL2_DANRE	ilvbl	621	Danio rerio	2:Experimental evidence at transcript level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	17	32	32	32	19	13	19	13	19	13	1.60702771E9	9.2309344E8	
sp|Q6NV24|PXL2B_DANRE	Q6NV24	PXL2B_DANRE	prxl2b	201	Danio rerio	2:Experimental evidence at transcript level	Prostamide/prostaglandin F synthase	1.0	0.999	8	21	21	21	11	10	11	10	11	10	8.8644987E9	3.64069453E9	
sp|Q6NV31|WDR82_DANRE	Q6NV31	WDR82_DANRE	wdr82	313	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 82	1.0	0.999	23	126	126	126	64	62	64	62	64	62	1.0232022E10	6.576362E9	
sp|Q6NV32|PTMAA_DANRE	Q6NV32	PTMAA_DANRE	ptmaa	105	Danio rerio	2:Experimental evidence at transcript level	Prothymosin alpha-A	1.0	0.999	6	99	99	99	57	42	57	42	57	42	1.73149676E10	6.1926743E9	
sp|Q6NV34|DECR2_DANRE	Q6NV34	DECR2_DANRE	decr2	300	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1.0	0.999	12	33	33	33	17	16	17	16	17	16	1.19108032E9	8.6836736E8	
sp|Q6NVC5|MIRO1_DANRE	Q6NVC5	MIRO1_DANRE	rhot1a	619	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 1-A	0.9664	0.999	2	1	1	3	1	0	1	0	2	1	3.2536388E7	0.0	
sp|Q6NW52|MSRB2_DANRE	Q6NW52	MSRB2_DANRE	msrb2	180	Danio rerio	2:Experimental evidence at transcript level	Methionine-R-sulfoxide reductase B2, mitochondrial	1.0	0.999	3	8	8	8	4	4	4	4	4	4	6.5076685E8	3.36185056E8	
sp|Q6NW85|ARI1L_DANRE	Q6NW85	ARI1L_DANRE	arih1l	533	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase arih1l	0.9968	0.9986	19	1	1	34	1	0	1	0	21	13	3.1464536E7	0.0	
sp|Q6NWC6|CPSF6_DANRE	Q6NWC6	CPSF6_DANRE	cpsf6	545	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 6	1.0	0.999	12	39	39	39	24	15	24	15	24	15	2.54894387E9	1.48469274E9	
sp|Q6NWC9|GKAP1_DANRE	Q6NWC9	GKAP1_DANRE	gkap1	368	Danio rerio	2:Experimental evidence at transcript level	G kinase-anchoring protein 1	1.0	0.9974	4	6	6	6	4	2	4	2	4	2	2.54163168E8	1.03735016E8	
sp|Q6NWD4|TIM50_DANRE	Q6NWD4	TIM50_DANRE	timm50	387	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit TIM50	1.0	0.9985	6	10	10	10	6	4	6	4	6	4	1.78912464E8	1.62590784E8	
sp|Q6NWE0|CK054_DANRE	Q6NWE0	CK054_DANRE	zgc:85789	319	Danio rerio	2:Experimental evidence at transcript level	Ester hydrolase C11orf54 homolog	1.0	0.999	13	53	53	53	30	23	30	23	30	23	2.8228393E9	2.09611085E9	
sp|Q6NWE1|PHF10_DANRE	Q6NWE1	PHF10_DANRE	phf10	490	Danio rerio	2:Experimental evidence at transcript level	PHD finger protein 10	0.9866	0.9989	2	2	2	2	2	0	2	0	2	0	6.6123404E7	0.0	
sp|Q6NWF4|VPS25_DANRE	Q6NWF4	VPS25_DANRE	vps25	174	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein-sorting-associated protein 25	1.0	0.999	6	14	14	14	8	6	8	6	8	6	5.11852576E8	4.82824768E8	
sp|Q6NWF6|K2C8_DANRE	Q6NWF6	K2C8_DANRE	krt8	520	Danio rerio	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	69	1508	1359	1680	754	754	680	679	833	847	6.438349E11	5.5905531E11	
sp|Q6NWG0|TSN36_DANRE	Q6NWG0	TSN36_DANRE	tspan36	243	Danio rerio	1:Experimental evidence at protein level	Tetraspanin-36	1.0	0.999	3	24	24	24	11	13	11	13	11	13	2.24525107E9	2.23714048E9	
sp|Q6NWG1|LRC59_DANRE	Q6NWG1	LRC59_DANRE	lrrc59	314	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 59	1.0	0.999	10	23	23	23	13	10	13	10	13	10	7.2775526E8	3.76727904E8	
sp|Q6NWG4|ANM6_DANRE	Q6NWG4	ANM6_DANRE	prmt6	349	Danio rerio	2:Experimental evidence at transcript level	Protein arginine N-methyltransferase 6	1.0	0.999	6	9	9	9	7	2	7	2	7	2	6.0626547E8	5.861506E7	
sp|Q6NWH0|CK068_DANRE	Q6NWH0	CK068_DANRE	P5436	249	Danio rerio	2:Experimental evidence at transcript level	UPF0696 protein C11orf68 homolog	1.0	0.999	6	7	7	11	5	2	5	2	7	4	2.16145904E8	7.5467464E7	
sp|Q6NWH1|DCA10_DANRE	Q6NWH1	DCA10_DANRE	dcaf10	508	Danio rerio	2:Experimental evidence at transcript level	DDB1- and CUL4-associated factor 10	0.943	0.9773	2	2	2	2	0	2	0	2	0	2	0.0	1.2450428E8	
sp|Q6NWH2|MRPB_DANRE	Q6NWH2	MRPB_DANRE	marcksl1b	207	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-B	1.0	0.999	9	57	57	57	31	26	31	26	31	26	3.31557043E9	1.94080973E9	
sp|Q6NWJ4|DNJC2_DANRE	Q6NWJ4	DNJC2_DANRE	dnajc2	618	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 2	0.9999	0.9987	4	7	7	7	4	3	4	3	4	3	2.0982096E8	1.93129792E8	
sp|Q6NWK2|AP2MA_DANRE	Q6NWK2	AP2MA_DANRE	ap2m1a	436	Danio rerio	2:Experimental evidence at transcript level	AP-2 complex subunit mu-A	1.0	0.999	26	52	0	52	31	21	0	0	31	21	2.13808E9	1.47547917E9	sp|Q7ZW98|AP2MB_DANRE
sp|Q6NWL1|PD10B_DANRE	Q6NWL1	PD10B_DANRE	pdcd10b	210	Danio rerio	1:Experimental evidence at protein level	Programmed cell death protein 10-B	1.0	0.999	10	4	4	26	2	2	2	2	17	9	1.80478768E8	4.0147596E7	
sp|Q6NWL4|CNOT9_DANRE	Q6NWL4	CNOT9_DANRE	cnot9	298	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 9	1.0	0.9989	7	15	15	15	9	6	9	6	9	6	3.91101536E8	2.88698528E8	
sp|Q6NWX7|NTM1A_DANRE	Q6NWX7	NTM1A_DANRE	ntmt1	223	Danio rerio	2:Experimental evidence at transcript level	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.0	0.999	6	8	8	8	6	2	6	2	6	2	3.59642016E8	2.06090672E8	
sp|Q6NWZ9|CDO1_DANRE	Q6NWZ9	CDO1_DANRE	cdo1	201	Danio rerio	2:Experimental evidence at transcript level	Cysteine dioxygenase type 1	0.9993	0.9974	4	8	8	8	5	3	5	3	5	3	3.06527552E8	1.53694512E8	
sp|Q6NX08|WDR12_DANRE	Q6NX08	WDR12_DANRE	wdr12	422	Danio rerio	2:Experimental evidence at transcript level	Ribosome biogenesis protein wdr12	1.0	0.999	18	43	43	43	23	20	23	20	23	20	2.85785856E9	2.18740813E9	
sp|Q6NX89|IF5A1_DANRE	Q6NX89	IF5A1_DANRE	eif5a	155	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	7	144	144	144	72	72	72	72	72	72	4.1863934E10	2.83136246E10	
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	Danio rerio	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 homolog	1.0	0.999	40	201	201	201	101	100	101	100	101	100	1.71500339E10	1.3261909E10	
sp|Q6NXA9|UBXN1_DANRE	Q6NXA9	UBXN1_DANRE	ubxn1	294	Danio rerio	2:Experimental evidence at transcript level	UBX domain-containing protein 1	1.0	0.999	11	40	40	40	20	20	20	20	20	20	2.11523584E9	1.54104141E9	
sp|Q6NXB2|PDZ11_DANRE	Q6NXB2	PDZ11_DANRE	pdzd11	142	Danio rerio	2:Experimental evidence at transcript level	PDZ domain-containing protein 11	0.7043	0.9878	1	1	1	1	1	0	1	0	1	0	5139495.5	0.0	
sp|Q6NXD2|CHM2B_DANRE	Q6NXD2	CHM2B_DANRE	chmp2b	214	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 2b	0.373	0.953	2	3	3	3	2	1	2	1	2	1	7.0593216E7	2.5123922E7	
sp|Q6NY34|AS1BB_DANRE	Q6NY34	AS1BB_DANRE	asf1bb	197	Danio rerio	2:Experimental evidence at transcript level	Histone chaperone asf1b-B	0.9515	0.9973	2	2	0	2	2	0	0	0	2	0	1.28667544E8	0.0	sp|Q6NYY4|AS1BA_DANRE
sp|Q6NY52|THOC5_DANRE	Q6NY52	THOC5_DANRE	thoc5	684	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 5 homolog	1.0	0.999	9	13	13	13	9	4	9	4	9	4	2.13995024E8	7.4830832E7	
sp|Q6NY64|2ABD_DANRE	Q6NY64	2ABD_DANRE	ppp2r2d	447	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.0	0.999	22	66	66	66	36	30	36	30	36	30	5.5690921E9	3.93915341E9	
sp|Q6NY73|L3BPB_DANRE	Q6NY73	L3BPB_DANRE	lgals3bpb	572	Danio rerio	2:Experimental evidence at transcript level	Galectin-3-binding protein B	0.9891	0.9908	3	5	3	5	2	3	1	2	2	3	4.7723336E7	8.382108E7	
sp|Q6NY74|RFA1_DANRE	Q6NY74	RFA1_DANRE	rpa1	601	Danio rerio	1:Experimental evidence at protein level	Replication protein A 70 kDa DNA-binding subunit	1.0	0.999	31	114	114	114	57	57	57	57	57	57	6.763607E9	4.15243366E9	
sp|Q6NY77|HOGA1_DANRE	Q6NY77	HOGA1_DANRE	zgc:77082	324	Danio rerio	2:Experimental evidence at transcript level	4-hydroxy-2-oxoglutarate aldolase, mitochondrial	1.0	0.999	20	85	85	85	48	37	48	37	48	37	6.7844547E9	4.6423859E9	
sp|Q6NY82|UBE2F_DANRE	Q6NY82	UBE2F_DANRE	ube2f	185	Danio rerio	2:Experimental evidence at transcript level	NEDD8-conjugating enzyme UBE2F	1.0	0.999	3	12	12	12	8	4	8	4	8	4	9.6396954E8	1.74587008E9	
sp|Q6NY88|CHMP3_DANRE	Q6NY88	CHMP3_DANRE	chmp3	221	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 3	1.0	0.999	13	43	43	43	24	19	24	19	24	19	3.22619213E9	2.14381875E9	
sp|Q6NY89|LSG1_DANRE	Q6NY89	LSG1_DANRE	lsg1	640	Danio rerio	2:Experimental evidence at transcript level	Large subunit GTPase 1 homolog	0.7303	0.9659	1	1	1	1	1	0	1	0	1	0	1416174.5	0.0	
sp|Q6NY98|MCE1_DANRE	Q6NY98	MCE1_DANRE	rngtt	598	Danio rerio	2:Experimental evidence at transcript level	mRNA-capping enzyme	1.0	0.9989	7	8	8	8	7	1	7	1	7	1	9.3487226E8	5.1013748E7	
sp|Q6NYB4|MB211_DANRE	Q6NYB4	MB211_DANRE	mab21l1	359	Danio rerio	2:Experimental evidence at transcript level	Putative nucleotidyltransferase MAB21L1	1.0	0.999	10	20	5	20	13	7	3	2	13	7	1.23687539E9	7.6736941E8	
sp|Q6NYD1|ROMO1_DANRE	Q6NYD1	ROMO1_DANRE	romo1	80	Danio rerio	3:Protein inferred from homology	Reactive oxygen species modulator 1	0.9811	0.9973	2	4	4	4	2	2	2	2	2	2	1.79153216E8	1.2124684E8	
