Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	6hpf Spectral Count	6hpf Unique Spectral Count	6hpf Total Spectral Count	6hpf Intensity	Indistinguishable Proteins
sp|Q6NWH0|CK068_DANRE	Q6NWH0	CK068_DANRE	P5436	249	Danio rerio	2:Experimental evidence at transcript level	UPF0696 protein C11orf68 homolog	1.0	0.999	8	14	14	14	14	14	14	2.24000179E9	
sp|Q6NWH1|DCA10_DANRE	Q6NWH1	DCA10_DANRE	dcaf10	508	Danio rerio	2:Experimental evidence at transcript level	DDB1- and CUL4-associated factor 10	1.0	0.9989	5	8	8	8	8	8	8	2.00224432E8	
sp|Q6NWH2|MRPB_DANRE	Q6NWH2	MRPB_DANRE	marcksl1b	207	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-B	1.0	0.999	25	267	264	267	267	264	267	4.04785791E11	
sp|Q6NWH5|TMM11_DANRE	Q6NWH5	TMM11_DANRE	tmem11	187	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 11, mitochondrial	1.0	0.999	10	58	58	58	58	58	58	3.2165634E10	
sp|Q6NWI1|RSRC2_DANRE	Q6NWI1	RSRC2_DANRE	rsrc2	407	Danio rerio	2:Experimental evidence at transcript level	Arginine/serine-rich coiled-coil protein 2	1.0	0.9989	7	11	11	11	11	11	11	2.0270487E9	
sp|Q6NWJ0|BC7BA_DANRE	Q6NWJ0	BC7BA_DANRE	bcl7ba	203	Danio rerio	2:Experimental evidence at transcript level	B-cell CLL/lymphoma 7 protein family member B-A	0.9997	0.9987	6	5	5	9	5	5	9	1.36093888E9	
sp|Q6NWJ4|DNJC2_DANRE	Q6NWJ4	DNJC2_DANRE	dnajc2	618	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 2	1.0	0.999	41	174	174	174	174	174	174	7.8724923E10	
sp|Q6NWK2|AP2MA_DANRE	Q6NWK2	AP2MA_DANRE	ap2m1a	436	Danio rerio	2:Experimental evidence at transcript level	AP-2 complex subunit mu-A	1.0	0.999	26	183	1	183	183	1	183	8.0760553E10	
sp|Q6NWL1|PD10B_DANRE	Q6NWL1	PD10B_DANRE	pdcd10b	210	Danio rerio	1:Experimental evidence at protein level	Programmed cell death protein 10-B	1.0	0.9989	7	10	3	10	10	3	10	1.4678752E9	
sp|Q6NWL4|CNOT9_DANRE	Q6NWL4	CNOT9_DANRE	cnot9	298	Danio rerio	2:Experimental evidence at transcript level	CCR4-NOT transcription complex subunit 9	1.0	0.999	13	31	31	31	31	31	31	5.9491062E9	
sp|Q6NWX7|NTM1A_DANRE	Q6NWX7	NTM1A_DANRE	ntmt1	223	Danio rerio	2:Experimental evidence at transcript level	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1.0	0.999	10	37	37	37	37	37	37	5.9673713E9	
sp|Q6NX08|WDR12_DANRE	Q6NX08	WDR12_DANRE	wdr12	422	Danio rerio	2:Experimental evidence at transcript level	Ribosome biogenesis protein wdr12	1.0	0.999	20	85	85	85	85	85	85	3.23551437E10	
sp|Q6NX89|IF5A1_DANRE	Q6NX89	IF5A1_DANRE	eif5a	155	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5A-1	1.0	0.999	18	408	408	408	408	408	408	2.45998977E11	
sp|Q6NXA4|ILF3_DANRE	Q6NXA4	ILF3_DANRE	ilf3	833	Danio rerio	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 3 homolog	1.0	0.999	46	259	259	259	259	259	259	1.22876797E11	
sp|Q6NXA9|UBXN1_DANRE	Q6NXA9	UBXN1_DANRE	ubxn1	294	Danio rerio	2:Experimental evidence at transcript level	UBX domain-containing protein 1	1.0	0.999	19	50	50	50	50	50	50	1.77581793E10	
sp|Q6NXB2|PDZ11_DANRE	Q6NXB2	PDZ11_DANRE	pdzd11	142	Danio rerio	2:Experimental evidence at transcript level	PDZ domain-containing protein 11	1.0	0.999	4	5	5	5	5	5	5	1.38349517E9	
sp|Q6NXD2|CHM2B_DANRE	Q6NXD2	CHM2B_DANRE	chmp2b	214	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 2b	1.0	0.9988	19	85	85	85	85	85	85	5.8668884E10	
sp|Q6NXD8|DEN5B_DANRE	Q6NXD8	DEN5B_DANRE	dennd5b	1311	Danio rerio	2:Experimental evidence at transcript level	DENN domain-containing protein 5B	1.0	0.9986	12	13	13	13	13	13	13	8.6234803E8	
sp|Q6NY34|AS1BB_DANRE	Q6NY34	AS1BB_DANRE	asf1bb	197	Danio rerio	2:Experimental evidence at transcript level	Histone chaperone asf1b-B	1.0	0.999	6	25	25	29	25	25	29	3.58181888E9	
sp|Q6NY52|THOC5_DANRE	Q6NY52	THOC5_DANRE	thoc5	684	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 5 homolog	1.0	0.999	17	42	42	42	42	42	42	1.26039071E10	
sp|Q6NY64|2ABD_DANRE	Q6NY64	2ABD_DANRE	ppp2r2d	447	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1.0	0.999	20	83	83	83	83	83	83	3.33521285E10	
sp|Q6NY74|RFA1_DANRE	Q6NY74	RFA1_DANRE	rpa1	601	Danio rerio	1:Experimental evidence at protein level	Replication protein A 70 kDa DNA-binding subunit	1.0	0.999	42	299	299	299	299	299	299	1.59015223E11	
sp|Q6NY77|HOGA1_DANRE	Q6NY77	HOGA1_DANRE	zgc:77082	324	Danio rerio	2:Experimental evidence at transcript level	4-hydroxy-2-oxoglutarate aldolase, mitochondrial	1.0	0.999	9	12	12	12	12	12	12	1.74032102E9	
sp|Q6NY82|UBE2F_DANRE	Q6NY82	UBE2F_DANRE	ube2f	185	Danio rerio	2:Experimental evidence at transcript level	NEDD8-conjugating enzyme UBE2F	1.0	0.999	8	22	22	22	22	22	22	2.61319091E9	
sp|Q6NY88|CHMP3_DANRE	Q6NY88	CHMP3_DANRE	chmp3	221	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 3	1.0	0.9989	7	14	14	14	14	14	14	8.1551421E9	
sp|Q6NY89|LSG1_DANRE	Q6NY89	LSG1_DANRE	lsg1	640	Danio rerio	2:Experimental evidence at transcript level	Large subunit GTPase 1 homolog	1.0	0.999	20	41	41	41	41	41	41	1.39662397E10	
sp|Q6NY98|MCE1_DANRE	Q6NY98	MCE1_DANRE	rngtt	598	Danio rerio	2:Experimental evidence at transcript level	mRNA-capping enzyme	1.0	0.999	19	31	31	31	31	31	31	4.3630141E9	
sp|Q6NYA0|SRS1B_DANRE	Q6NYA0	SRS1B_DANRE	srsf1b	245	Danio rerio	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 1B	1.0	0.999	21	12	12	145	12	12	145	2.26920474E9	
sp|Q6NYD1|ROMO1_DANRE	Q6NYD1	ROMO1_DANRE	romo1	80	Danio rerio	3:Protein inferred from homology	Reactive oxygen species modulator 1	1.0	0.999	4	28	28	28	28	28	28	2.10159698E10	
sp|Q6NYD4|MAK16_DANRE	Q6NYD4	MAK16_DANRE	mak16	303	Danio rerio	2:Experimental evidence at transcript level	Protein MAK16 homolog	1.0	0.999	7	19	19	19	19	19	19	1.39724608E9	
sp|Q6NYD7|OCAD1_DANRE	Q6NYD7	OCAD1_DANRE	ociad1	266	Danio rerio	2:Experimental evidence at transcript level	OCIA domain-containing protein 1	1.0	0.999	16	214	214	214	214	214	214	1.70670211E11	
sp|Q6NYE2|RCC2_DANRE	Q6NYE2	RCC2_DANRE	rcc2	495	Danio rerio	2:Experimental evidence at transcript level	Protein RCC2 homolog	1.0	0.999	36	177	177	177	177	177	177	8.1807196E10	
sp|Q6NYE7|TM192_DANRE	Q6NYE7	TM192_DANRE	tmem192	271	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 192	1.0	0.9988	9	21	21	21	21	21	21	7.5434993E9	
sp|Q6NYF0|LACB2_DANRE	Q6NYF0	LACB2_DANRE	lactb2	289	Danio rerio	2:Experimental evidence at transcript level	Endoribonuclease LACTB2	1.0	0.999	14	75	75	75	75	75	75	2.9283756E10	
sp|Q6NYF1|YIPF4_DANRE	Q6NYF1	YIPF4_DANRE	yipf4	237	Danio rerio	2:Experimental evidence at transcript level	Protein YIPF4	0.9986	0.9979	2	5	5	5	5	5	5	1.90443635E9	
sp|Q6NYG6|TDRD3_DANRE	Q6NYG6	TDRD3_DANRE	tdrd3	733	Danio rerio	2:Experimental evidence at transcript level	Tudor domain-containing protein 3	1.0	0.999	30	50	50	50	50	50	50	1.18842245E10	
sp|Q6NYG8|DPYD_DANRE	Q6NYG8	DPYD_DANRE	dpyd	1022	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidine dehydrogenase [NADP(+)]	1.0	0.999	49	203	203	203	203	203	203	5.7224532E10	
sp|Q6NYH1|IF122_DANRE	Q6NYH1	IF122_DANRE	ift122	1187	Danio rerio	2:Experimental evidence at transcript level	Intraflagellar transport protein 122 homolog	1.0	0.999	16	19	19	19	19	19	19	1.40444045E9	
sp|Q6NYI0|HERP2_DANRE	Q6NYI0	HERP2_DANRE	herpud2	397	Danio rerio	2:Experimental evidence at transcript level	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	0.9417	0.9982	1	1	1	1	1	1	1	4.5961224E7	
sp|Q6NYJ3|TE2IP_DANRE	Q6NYJ3	TE2IP_DANRE	terf2ip	616	Danio rerio	2:Experimental evidence at transcript level	Telomeric repeat-binding factor 2-interacting protein 1	1.0	0.999	12	24	24	24	24	24	24	4.1533929E9	
sp|Q6NYK8|MARH5_DANRE	Q6NYK8	MARH5_DANRE	marchf5	289	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase MARCHF5	1.0	0.9989	6	12	12	12	12	12	12	1.01316998E9	
sp|Q6NYL3|ECHP_DANRE	Q6NYL3	ECHP_DANRE	ehhadh	718	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal bifunctional enzyme	1.0	0.999	40	116	116	116	116	116	116	3.06937528E10	
sp|Q6NYP0|TM208_DANRE	Q6NYP0	TM208_DANRE	tmem208	175	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 208	0.9945	0.998	2	3	3	3	3	3	3	5.19252928E8	
sp|Q6NYP8|EFMT1_DANRE	Q6NYP8	EFMT1_DANRE	eef1akmt1	166	Danio rerio	2:Experimental evidence at transcript level	EEF1A lysine methyltransferase 1	1.0	0.9989	8	19	19	19	19	19	19	4.16055731E9	
sp|Q6NYS8|OST48_DANRE	Q6NYS8	OST48_DANRE	ddost	441	Danio rerio	2:Experimental evidence at transcript level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.999	19	368	368	368	368	368	368	4.59564024E11	
sp|Q6NYT1|MED8_DANRE	Q6NYT1	MED8_DANRE	med8	267	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 8	1.0	0.999	13	22	22	22	22	22	22	3.38850918E9	
sp|Q6NYU2|HELZ_DANRE	Q6NYU2	HELZ_DANRE	helz	1860	Danio rerio	2:Experimental evidence at transcript level	Probable helicase with zinc finger domain	1.0	0.999	7	11	11	11	11	11	11	5.26442688E8	
sp|Q6NYU6|MIDN_DANRE	Q6NYU6	MIDN_DANRE	midn	509	Danio rerio	2:Experimental evidence at transcript level	Midnolin	0.6486	0.9843	1	2	2	2	2	2	2	2.01286656E8	
sp|Q6NYU7|UPP_DANRE	Q6NYU7	UPP_DANRE	uprt	257	Danio rerio	2:Experimental evidence at transcript level	Uracil phosphoribosyltransferase homolog	1.0	0.9987	6	8	8	8	8	8	8	6.8199066E8	
sp|Q6NYV5|SP30L_DANRE	Q6NYV5	SP30L_DANRE	sap30l	178	Danio rerio	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP30L	0.9998	0.9962	5	9	9	9	9	9	9	1.54877939E9	
sp|Q6NYV8|LCLT1_DANRE	Q6NYV8	LCLT1_DANRE	lclat1	388	Danio rerio	1:Experimental evidence at protein level	Lysocardiolipin acyltransferase 1	0.9814	0.9986	1	3	3	3	3	3	3	9.1470352E7	
sp|Q6NYV9|LEO1_DANRE	Q6NYV9	LEO1_DANRE	leo1	696	Danio rerio	1:Experimental evidence at protein level	RNA polymerase-associated protein LEO1	1.0	0.999	16	26	26	26	26	26	26	2.42066596E10	
sp|Q6NYW6|CLAP2_DANRE	Q6NYW6	CLAP2_DANRE	clasp2	1288	Danio rerio	2:Experimental evidence at transcript level	CLIP-associating protein 2	1.0	0.999	39	67	67	67	67	67	67	1.01447229E10	
sp|Q6NYX8|PITH1_DANRE	Q6NYX8	PITH1_DANRE	pithd1	210	Danio rerio	2:Experimental evidence at transcript level	PITH domain-containing protein 1	1.0	0.999	18	143	143	143	143	143	143	8.7346495E10	
sp|Q6NYY4|AS1BA_DANRE	Q6NYY4	AS1BA_DANRE	asf1ba	197	Danio rerio	2:Experimental evidence at transcript level	Histone chaperone asf1b-A	1.0	0.999	8	99	95	99	99	95	99	3.04645202E10	
sp|Q6NYY9|VMP1_DANRE	Q6NYY9	VMP1_DANRE	vmp1	406	Danio rerio	2:Experimental evidence at transcript level	Vacuole membrane protein 1	1.0	0.9987	9	21	21	21	21	21	21	5.9946465E9	
sp|Q6NYZ6|SCM2A_DANRE	Q6NYZ6	SCM2A_DANRE	slc25a25a	469	Danio rerio	2:Experimental evidence at transcript level	Calcium-binding mitochondrial carrier protein SCaMC-2-A	0.9514	0.9891	6	2	2	13	2	2	13	4.45735744E8	
sp|Q6NZ03|FBSP1_DANRE	Q6NZ03	FBSP1_DANRE	fbxo45	291	Danio rerio	2:Experimental evidence at transcript level	F-box/SPRY domain-containing protein 1	0.9419	0.9974	2	2	2	2	2	2	2	4.8061024E7	
sp|Q6NZ06|ILF2_DANRE	Q6NZ06	ILF2_DANRE	ilf2	387	Danio rerio	2:Experimental evidence at transcript level	Interleukin enhancer-binding factor 2 homolog	1.0	0.999	23	163	163	163	163	163	163	6.7350946E10	
sp|Q6NZ07|NCLN_DANRE	Q6NZ07	NCLN_DANRE	ncln	572	Danio rerio	2:Experimental evidence at transcript level	BOS complex subunit ncln	1.0	0.999	27	249	249	249	249	249	249	2.10565366E11	
sp|Q6NZ09|ADRM1_DANRE	Q6NZ09	ADRM1_DANRE	adrm1b	410	Danio rerio	1:Experimental evidence at protein level	Proteasomal ubiquitin receptor ADRM1	1.0	0.999	17	90	90	90	90	90	90	6.3338918E10	
sp|Q6NZ18|KHDC4_DANRE	Q6NZ18	KHDC4_DANRE	khdc4	570	Danio rerio	2:Experimental evidence at transcript level	KH homology domain-containing protein 4	1.0	0.9989	8	10	10	10	10	10	10	1.27369677E9	
sp|Q6NZ21|RNFT1_DANRE	Q6NZ21	RNFT1_DANRE	rnft1	419	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNFT1	1.0	0.999	3	10	10	10	10	10	10	1.55375232E9	
sp|Q6NZ22|MET14_DANRE	Q6NZ22	MET14_DANRE	mettl14	455	Danio rerio	2:Experimental evidence at transcript level	N6-adenosine-methyltransferase non-catalytic subunit	1.0	0.999	9	12	12	12	12	12	12	3.04266138E9	
sp|Q6NZS4|RTCB_DANRE	Q6NZS4	RTCB_DANRE	rtcb	505	Danio rerio	2:Experimental evidence at transcript level	RNA-splicing ligase RtcB homolog	1.0	0.999	37	248	248	248	248	248	248	9.1662344E10	
sp|Q6NZT2|CDR2L_DANRE	Q6NZT2	CDR2L_DANRE	cdr2l	464	Danio rerio	2:Experimental evidence at transcript level	Cerebellar degeneration-related protein 2-like	1.0	0.999	17	26	26	26	26	26	26	9.5408077E9	
sp|Q6NZT6|I2B2A_DANRE	Q6NZT6	I2B2A_DANRE	irf2bp2a	491	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 2-A	0.9943	0.9875	7	7	4	8	7	4	8	5.4031322E8	
sp|Q6NZW0|C102A_DANRE	Q6NZW0	C102A_DANRE	ccdc102a	581	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 102A	1.0	0.9985	10	14	14	14	14	14	14	2.45742899E9	
sp|Q6NZW8|AR8BA_DANRE	Q6NZW8	AR8BA_DANRE	arl8ba	186	Danio rerio	2:Experimental evidence at transcript level	ADP-ribosylation factor-like protein 8B-A	1.0	0.999	11	83	83	83	83	83	83	5.1398214E10	
sp|Q6NZZ3|CF120_DANRE	Q6NZZ3	CF120_DANRE	zgc:77929	186	Danio rerio	2:Experimental evidence at transcript level	UPF0669 protein C6orf120 homolog	1.0	0.999	4	15	15	15	15	15	15	7.6106844E9	
sp|Q6NZZ9|RBM22_DANRE	Q6NZZ9	RBM22_DANRE	rbm22	425	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing factor RBM22	1.0	0.999	22	50	50	50	50	50	50	1.43092582E10	
sp|Q6P011|EMC4_DANRE	Q6P011	EMC4_DANRE	emc4	189	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 4	1.0	0.999	7	32	32	32	32	32	32	6.9449564E9	
sp|Q6P026|BAF_DANRE	Q6P026	BAF_DANRE	banf1	90	Danio rerio	1:Experimental evidence at protein level	Barrier-to-autointegration factor	1.0	0.999	10	108	108	108	108	108	108	8.0287039E10	
sp|Q6P036|S2533_DANRE	Q6P036	S2533_DANRE	slc25a33	314	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 25 member 33	1.0	0.9986	7	6	6	10	6	6	10	5.8825382E8	
sp|Q6P0B1|CELF2_DANRE	Q6P0B1	CELF2_DANRE	celf2	514	Danio rerio	2:Experimental evidence at transcript level	CUGBP Elav-like family member 2	0.9856	0.9966	6	2	2	12	2	2	12	1986602.8	
sp|Q6P0C6|LHPL2_DANRE	Q6P0C6	LHPL2_DANRE	lhfpl2a	225	Danio rerio	2:Experimental evidence at transcript level	LHFPL tetraspan subfamily member 2a protein	0.3919	0.9563	1	2	2	2	2	2	2	1.20475226E9	
sp|Q6P0C7|SCAM5_DANRE	Q6P0C7	SCAM5_DANRE	scamp5	230	Danio rerio	2:Experimental evidence at transcript level	Secretory carrier-associated membrane protein 5	0.9675	0.9982	1	2	2	2	2	2	2	2.38618208E8	
sp|Q6P0D0|QKIA_DANRE	Q6P0D0	QKIA_DANRE	qkia	341	Danio rerio	2:Experimental evidence at transcript level	Protein quaking-A	1.0	0.999	12	24	20	24	24	20	24	4.7411016E9	
sp|Q6P0D1|ZNT6_DANRE	Q6P0D1	ZNT6_DANRE	slc30a6	486	Danio rerio	2:Experimental evidence at transcript level	Zinc transporter 6	1.0	0.999	4	9	9	9	9	9	9	9.3948512E8	
sp|Q6P0D5|WBP11_DANRE	Q6P0D5	WBP11_DANRE	wbp11	640	Danio rerio	1:Experimental evidence at protein level	WW domain-binding protein 11	1.0	0.999	16	33	33	33	33	33	33	1.048226E10	
sp|Q6P0D7|MPP7_DANRE	Q6P0D7	MPP7_DANRE	mpp7	576	Danio rerio	1:Experimental evidence at protein level	MAGUK p55 subfamily member 7	1.0	0.9952	8	8	8	8	8	8	8	2.20544589E9	
sp|Q6P0D9|CIAO1_DANRE	Q6P0D9	CIAO1_DANRE	ciao1	330	Danio rerio	2:Experimental evidence at transcript level	Probable cytosolic iron-sulfur protein assembly protein ciao1	1.0	0.999	18	41	41	41	41	41	41	1.07118008E10	
sp|Q6P0E1|SOX2_DANRE	Q6P0E1	SOX2_DANRE	sox2	315	Danio rerio	2:Experimental evidence at transcript level	Transcription factor Sox-2	0.9936	0.9907	9	3	2	13	3	2	13	1.67174938E9	
sp|Q6P0E5|DDRGK_DANRE	Q6P0E5	DDRGK_DANRE	ddrgk1	300	Danio rerio	2:Experimental evidence at transcript level	DDRGK domain-containing protein 1	1.0	0.999	17	67	67	67	67	67	67	3.7094011E10	
sp|Q6P0E7|AP2E_DANRE	Q6P0E7	AP2E_DANRE	tfap2e	423	Danio rerio	2:Experimental evidence at transcript level	Transcription factor AP-2-epsilon	0.9977	0.999	2	3	2	3	3	2	3	1.48055706E9	
sp|Q6P0F0|EMC6_DANRE	Q6P0F0	EMC6_DANRE	emc6	110	Danio rerio	3:Protein inferred from homology	ER membrane protein complex subunit 6	1.0	0.9989	3	22	22	22	22	22	22	1.67427E10	
sp|Q6P0F4|RBM7_DANRE	Q6P0F4	RBM7_DANRE	rbm7	252	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 7	1.0	0.9989	7	12	12	12	12	12	12	1.36321139E9	
sp|Q6P0G6|MYL1_DANRE	Q6P0G6	MYL1_DANRE	myl1	190	Danio rerio	2:Experimental evidence at transcript level	Myosin, light chain 1, alkali; skeletal, fast	1.0	0.999	3	31	31	31	31	31	31	3.28858419E10	
sp|Q6P0H6|CSN4_DANRE	Q6P0H6	CSN4_DANRE	cops4	406	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 4	1.0	0.999	25	113	113	113	113	113	113	3.6304368E10	
sp|Q6P0H7|CBR4_DANRE	Q6P0H7	CBR4_DANRE	cbr4	237	Danio rerio	2:Experimental evidence at transcript level	Carbonyl reductase family member 4	1.0	0.999	8	20	20	20	20	20	20	7.5504041E9	
sp|Q6P0I6|ZN830_DANRE	Q6P0I6	ZN830_DANRE	znf830	326	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein 830	1.0	0.999	7	16	16	16	16	16	16	2.8106199E9	
sp|Q6P0I8|EXOS6_DANRE	Q6P0I8	EXOS6_DANRE	exosc6	271	Danio rerio	2:Experimental evidence at transcript level	Exosome complex component MTR3	1.0	0.999	14	35	35	35	35	35	35	9.4166876E9	
sp|Q6P0R8|SHOT1_DANRE	Q6P0R8	SHOT1_DANRE	shtn1	544	Danio rerio	2:Experimental evidence at transcript level	Shootin-1	1.0	0.999	9	15	15	15	15	15	15	1.48063314E10	
sp|Q6P0T2|TAF8_DANRE	Q6P0T2	TAF8_DANRE	taf8	308	Danio rerio	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 8	0.9999	0.999	4	7	7	7	7	7	7	3.81105088E8	
sp|Q6P0U0|NAGA_DANRE	Q6P0U0	NAGA_DANRE	amdhd2	404	Danio rerio	2:Experimental evidence at transcript level	N-acetylglucosamine-6-phosphate deacetylase	0.9477	0.9984	2	3	3	3	3	3	3	1.50366208E9	
sp|Q6P0U9|NUP42_DANRE	Q6P0U9	NUP42_DANRE	nup42	414	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin NUP42	1.0	0.999	8	16	16	16	16	16	16	2.68680192E9	
sp|Q6P0V6|RL8_DANRE	Q6P0V6	RL8_DANRE	rpl8	257	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2	1.0	0.999	25	420	420	420	420	420	420	5.8861709E11	
sp|Q6P116|RCOR2_DANRE	Q6P116	RCOR2_DANRE	rcor2	536	Danio rerio	2:Experimental evidence at transcript level	REST corepressor 2	1.0	0.999	19	31	31	31	31	31	31	4.6246103E9	
sp|Q6P121|HYCCI_DANRE	Q6P121	HYCCI_DANRE	hycc1	518	Danio rerio	2:Experimental evidence at transcript level	Hyccin	1.0	0.9989	5	7	7	7	7	7	7	6.9660218E8	
sp|Q6P132|TXB1B_DANRE	Q6P132	TXB1B_DANRE	tax1bp1b	823	Danio rerio	2:Experimental evidence at transcript level	Tax1-binding protein 1 homolog B	1.0	0.9977	2	2	2	2	2	2	2	3.30610496E8	
sp|Q6P135|TMUB1_DANRE	Q6P135	TMUB1_DANRE	tmub1	292	Danio rerio	2:Experimental evidence at transcript level	Transmembrane and ubiquitin-like domain-containing protein 1	1.0	0.999	7	19	19	19	19	19	19	6.4843663E9	
sp|Q6P268|PDCL3_DANRE	Q6P268	PDCL3_DANRE	pdcl3	239	Danio rerio	2:Experimental evidence at transcript level	Phosducin-like protein 3	1.0	0.999	12	28	28	28	28	28	28	1.22902661E10	
sp|Q6P298|NUBP1_DANRE	Q6P298	NUBP1_DANRE	nubp1	321	Danio rerio	2:Experimental evidence at transcript level	Cytosolic Fe-S cluster assembly factor nubp1	1.0	0.999	10	48	48	48	48	48	48	1.02115779E10	
sp|Q6P2T7|CD033_DANRE	Q6P2T7	CD033_DANRE	zgc:77739	197	Danio rerio	2:Experimental evidence at transcript level	UPF0462 protein C4orf33 homolog	0.9984	0.9986	3	5	5	5	5	5	5	1.84145488E8	
sp|Q6P2U9|CSN3_DANRE	Q6P2U9	CSN3_DANRE	cops3	423	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 3	1.0	0.999	21	77	77	77	77	77	77	3.31010601E10	
sp|Q6P3H7|RBBP4_DANRE	Q6P3H7	RBBP4_DANRE	rbbp4	424	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP4	1.0	0.999	17	136	53	136	136	53	136	1.14153636E11	
sp|Q6P3J5|EF2_DANRE	Q6P3J5	EF2_DANRE	eef2b	858	Danio rerio	1:Experimental evidence at protein level	Elongation factor 2b	1.0	0.999	82	2052	2052	2052	2052	2052	2052	2.25518079E12	
sp|Q6P3K7|KC1DB_DANRE	Q6P3K7	KC1DB_DANRE	csnk1db	409	Danio rerio	2:Experimental evidence at transcript level	Casein kinase I isoform delta-B	1.0	0.999	11	25	5	25	25	5	25	1.07285965E10	
sp|Q6P3L0|MVP_DANRE	Q6P3L0	MVP_DANRE	mvp	863	Danio rerio	2:Experimental evidence at transcript level	Major vault protein	1.0	0.999	60	366	366	366	366	366	366	1.69663382E11	
sp|Q6P3L6|DH12A_DANRE	Q6P3L6	DH12A_DANRE	hsd17b12a	319	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-A	1.0	0.999	14	141	116	141	141	116	141	2.6385349E11	
sp|Q6P5I8|YIPF5_DANRE	Q6P5I8	YIPF5_DANRE	yipf5	257	Danio rerio	2:Experimental evidence at transcript level	Protein YIPF5	0.9951	0.9981	1	5	5	5	5	5	5	1.81128845E9	
sp|Q6P5J6|LRC42_DANRE	Q6P5J6	LRC42_DANRE	lrrc42	407	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 42	0.9545	0.9986	1	1	1	1	1	1	1	5.5380004E7	
sp|Q6P5L3|RL19_DANRE	Q6P5L3	RL19_DANRE	rpl19	196	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	16	175	175	175	175	175	175	2.84728852E11	
sp|Q6P5L7|ARGLA_DANRE	Q6P5L7	ARGLA_DANRE	arglu1a	251	Danio rerio	2:Experimental evidence at transcript level	Arginine and glutamate-rich protein 1-A	1.0	0.9906	9	19	11	26	19	11	26	3.0220183E9	
sp|Q6P5L8|HSDL2_DANRE	Q6P5L8	HSDL2_DANRE	hsdl2	415	Danio rerio	2:Experimental evidence at transcript level	Hydroxysteroid dehydrogenase-like protein 2	1.0	0.999	37	998	998	998	998	998	998	8.2093644E11	
sp|Q6P5M2|SKI8_DANRE	Q6P5M2	SKI8_DANRE	skic8	305	Danio rerio	2:Experimental evidence at transcript level	Superkiller complex protein 8	1.0	0.999	15	84	84	84	84	84	84	2.74757878E10	
sp|Q6P698|PLSL_DANRE	Q6P698	PLSL_DANRE	lcp1	624	Danio rerio	1:Experimental evidence at protein level	Plastin-2	1.0	0.9989	6	6	4	6	6	4	6	2.5531976E8	
sp|Q6P6E6|CSN9_DANRE	Q6P6E6	CSN9_DANRE	cops9	57	Danio rerio	3:Protein inferred from homology	COP9 signalosome complex subunit 9	0.9963	0.9986	1	2	2	2	2	2	2	1.93773776E8	
