Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6DBV4|PHOP1_DANRE	Q6DBV4	PHOP1_DANRE	phospho1	279	Danio rerio	2:Experimental evidence at transcript level	Probable phosphatase phospho1	0.9636	0.9984	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2250040.8	3275109.5	2153274.0	0.0	0.0	0.0	2250040.8	3275109.5	2153274.0	0.0	0.0	0.0	
sp|Q6DBY0|NUP85_DANRE	Q6DBY0	NUP85_DANRE	nup85	649	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup85	0.9998	0.9943	5	6	6	6	1	3	1	0	1	0	1	3	1	0	1	0	1	3	1	0	1	0	8.1339776E7	8.6887168E7	9.1865488E7	8.0526256E7	5794088.0	5832225.5	3.0066308E7	2.5705358E7	3.2684082E7	3.6544664E7	3.6310004E7	3.6549E7	
sp|Q6DBY2|NAA50_DANRE	Q6DBY2	NAA50_DANRE	naa50	168	Danio rerio	1:Experimental evidence at protein level	N-alpha-acetyltransferase 50	0.9933	0.9983	2	22	22	22	5	7	5	1	1	3	5	7	5	1	1	3	5	7	5	1	1	3	3108407.5	2691780.0	3100786.5	3426362.0	2735694.8	3206996.0	2579444.0	1610211.1	2344515.2	3546578.2	2735694.8	3322377.8	
sp|Q6DC02|KCD15_DANRE	Q6DC02	KCD15_DANRE	kctd15	257	Danio rerio	1:Experimental evidence at protein level	BTB/POZ domain-containing protein kctd15	0.9848	0.9975	3	24	21	24	6	5	6	2	2	3	5	5	6	2	1	2	6	5	6	2	2	3	857121.75	787568.0	867019.75	1798535.5	1444269.6	1963820.8	908771.0	835026.0	919265.44	917503.1	895483.06	1054361.2	
sp|Q6DC04|CARM1_DANRE	Q6DC04	CARM1_DANRE	carm1	588	Danio rerio	2:Experimental evidence at transcript level	Histone-arginine methyltransferase CARM1	1.0	0.999	13	179	179	179	27	32	22	35	29	34	27	32	22	35	29	34	27	32	22	35	29	34	1.8911088E8	1.92150912E8	1.81639904E8	8.0051904E7	8.6610464E7	8.66956E7	8.0521024E7	7.8389736E7	8.4188496E7	7.8105016E7	7.7666896E7	7.9595776E7	
sp|Q6DC37|HNMT_DANRE	Q6DC37	HNMT_DANRE	hnmt	292	Danio rerio	2:Experimental evidence at transcript level	Histamine N-methyltransferase	0.872	0.9938	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1293123.9	668543.5	807290.3	0.0	0.0	0.0	1293123.9	668543.5	807290.3	0.0	0.0	0.0	
sp|Q6DC93|PEF1_DANRE	Q6DC93	PEF1_DANRE	pef1	270	Danio rerio	2:Experimental evidence at transcript level	Peflin	0.9977	0.999	2	13	13	13	0	1	3	4	3	2	0	1	3	4	3	2	0	1	3	4	3	2	1791495.1	1769544.8	1615296.2	2138171.5	2348522.8	2173611.8	1791495.1	1769544.8	1615296.2	2138171.5	2348522.8	2173611.8	
sp|Q6DEH3|KC2D1_DANRE	Q6DEH3	KC2D1_DANRE	camk2d1	491	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 1 chain	1.0	0.999	12	77	77	190	9	10	9	16	15	18	9	10	9	16	15	18	23	26	25	37	35	44	6.1372796E7	6.85466E7	7.3752248E7	1.19876312E8	1.1720588E8	1.23365192E8	4.4072784E7	4.7658844E7	5.4022088E7	9.4641672E7	9.2172352E7	9.3021176E7	
sp|Q6DEJ5|AASD1_DANRE	Q6DEJ5	AASD1_DANRE	aarsd1	412	Danio rerio	2:Experimental evidence at transcript level	Alanyl-tRNA editing protein Aarsd1	0.8841	0.9905	2	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1538858.1	0.0	0.0	0.0	576906.3	696812.5	0.0	0.0	0.0	0.0	576906.3	696812.5	
sp|Q6DEL2|CLPT1_DANRE	Q6DEL2	CLPT1_DANRE	clptm1	631	Danio rerio	2:Experimental evidence at transcript level	Putative lipid scramblase CLPTM1	1.0	0.999	9	176	176	176	36	39	39	25	17	20	36	39	39	25	17	20	36	39	39	25	17	20	3.3461612E7	4.4275316E7	4.3391876E7	1.7515648E7	1.7043908E7	1.8399082E7	1.0775884E7	1.2632685E7	1.1315372E7	6770414.5	6571749.5	6379348.0	
sp|Q6DG22|ADA_DANRE	Q6DG22	ADA_DANRE	ada	359	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase	1.0	0.999	19	374	374	374	65	65	61	57	63	63	65	65	61	57	63	63	65	65	61	57	63	63	1.26390968E8	1.2434356E8	1.29216368E8	1.42530608E8	1.414352E8	1.35720944E8	2.911402E7	2.698685E7	2.7029286E7	2.9134644E7	2.9216168E7	2.7800156E7	
sp|Q6DG32|S2536_DANRE	Q6DG32	S2536_DANRE	slc25a36a	311	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 25 member 36-A	0.9069	0.9922	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	3484915.2	3337766.8	3591847.2	0.0	0.0	0.0	3484915.2	3337766.8	3591847.2	
sp|Q6DG81|PLST_DANRE	Q6DG81	PLST_DANRE	pls3	627	Danio rerio	2:Experimental evidence at transcript level	Plastin-3	1.0	0.999	38	1108	824	1108	176	169	180	199	198	186	128	119	138	148	148	143	176	169	180	199	198	186	9.4903546E8	9.1197766E8	9.3034317E8	1.26575578E9	1.25711974E9	1.24975104E9	3.1892368E8	3.04747968E8	3.05349088E8	3.59119488E8	3.65988512E8	3.545664E8	
sp|Q6DG85|URIC_DANRE	Q6DG85	URIC_DANRE	uox	298	Danio rerio	1:Experimental evidence at protein level	Uricase	1.0	0.999	13	207	207	207	31	33	37	33	37	36	31	33	37	33	37	36	31	33	37	33	37	36	1.04984016E8	9.4143664E7	1.06770944E8	6.9992312E7	6.9541904E7	7.3268648E7	1.5830925E7	1.5327756E7	1.58046E7	1.3447956E7	1.346618E7	1.4013518E7	
sp|Q6DG91|PSMG1_DANRE	Q6DG91	PSMG1_DANRE	psmg1	277	Danio rerio	2:Experimental evidence at transcript level	Proteasome assembly chaperone 1	1.0	0.9987	3	18	18	18	3	3	3	4	4	1	3	3	3	4	4	1	3	3	3	4	4	1	4794190.5	1566524.5	5746072.0	4530711.0	4617273.5	4229108.5	2257280.5	1957497.6	2983611.8	2833746.8	2138074.0	2885875.0	
sp|Q6DGA7|CYBC1_DANRE	Q6DGA7	CYBC1_DANRE	cybc1	206	Danio rerio	2:Experimental evidence at transcript level	Cytochrome b-245 chaperone 1 homolog	1.0	0.9987	4	30	30	30	7	6	8	2	2	5	7	6	8	2	2	5	7	6	8	2	2	5	5108215.0	5484783.0	5609080.0	5716978.0	5861976.5	7115910.5	2327512.8	2664564.0	2583304.2	3522012.2	3090893.2	4240776.5	
sp|Q6DGE9|UN45B_DANRE	Q6DGE9	UN45B_DANRE	unc45b	934	Danio rerio	1:Experimental evidence at protein level	Protein unc-45 homolog B	1.0	0.9987	4	12	12	12	0	0	1	2	3	6	0	0	1	2	3	6	0	0	1	2	3	6	0.0	143411.8	4384260.5	7607822.0	7870252.0	8444006.0	0.0	464192.38	2521146.0	3968802.2	3846306.5	3880750.5	
sp|Q6DGJ1|GRIFN_DANRE	Q6DGJ1	GRIFN_DANRE	grifin	139	Danio rerio	1:Experimental evidence at protein level	Grifin	1.0	0.9989	3	8	8	8	1	0	0	2	2	3	1	0	0	2	2	3	1	0	0	2	2	3	3696547.5	2791989.2	2773792.8	8137015.5	6728648.5	7317751.0	2134757.5	1654760.1	1650075.9	4634365.0	3912269.2	4269574.5	
sp|Q6DGJ3|TIM13_DANRE	Q6DGJ3	TIM13_DANRE	timm13	95	Danio rerio	3:Protein inferred from homology	Mitochondrial import inner membrane translocase subunit Tim13	0.9992	0.999	2	41	41	41	8	7	8	6	6	6	8	7	8	6	6	6	8	7	8	6	6	6	8798013.0	1.0727426E7	9060573.0	7446727.5	6304557.5	5509370.0	7077578.5	8215629.0	7450824.0	5803590.0	6304557.5	5509370.0	
sp|Q6DGK2|LDHBB_DANRE	Q6DGK2	LDHBB_DANRE	ldhbb	334	Danio rerio	2:Experimental evidence at transcript level	L-lactate dehydrogenase B-B chain	1.0	0.9983	8	7	7	172	1	0	1	1	1	3	1	0	1	1	1	3	30	26	25	28	31	32	5451643.0	4990235.0	4418821.5	6429827.5	7391986.0	6382688.0	3957136.5	3624047.0	3171686.0	6429827.5	6047258.5	5214259.5	
sp|Q6DGP2|SYF2_DANRE	Q6DGP2	SYF2_DANRE	syf2	238	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing factor syf2	0.787	0.9786	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGS3|KC2D2_DANRE	Q6DGS3	KC2D2_DANRE	camk2d2	554	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 2 chain	1.0	0.999	19	292	179	292	40	41	35	56	61	59	26	25	19	35	41	33	40	41	35	56	61	59	1.27335216E8	1.14148664E8	1.4171368E8	3.35757184E8	3.56630592E8	3.38516768E8	3.6437108E7	3.2847118E7	3.3704952E7	8.2978696E7	8.6142808E7	8.3878304E7	
sp|Q6DGV1|CELF4_DANRE	Q6DGV1	CELF4_DANRE	celf4	520	Danio rerio	2:Experimental evidence at transcript level	CUGBP Elav-like family member 4	0.8583	0.993	2	9	9	20	1	2	2	2	1	1	1	2	2	2	1	1	5	5	5	3	1	1	613893.1	840472.4	790121.7	1570582.8	1476728.0	1244046.9	613893.1	840472.4	790121.7	1570582.8	1476728.0	1244046.9	
sp|Q6DGY7|CRGNB_DANRE	Q6DGY7	CRGNB_DANRE	crygnb	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-B	1.0	0.999	12	1252	1236	1252	203	194	202	222	211	220	200	192	200	219	208	217	203	194	202	222	211	220	3.90393882E9	3.99066035E9	3.88440499E9	4.7261143E9	4.7420728E9	4.6907361E9	5.8299674E8	5.9928736E8	5.7638208E8	7.1446093E8	7.3085101E8	7.0335117E8	
sp|Q6DH02|RM24_DANRE	Q6DH02	RM24_DANRE	mrpl24	216	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL24m	1.0	0.9988	4	30	30	30	10	6	9	1	1	3	10	6	9	1	1	3	10	6	9	1	1	3	1.2815113E7	1.3385692E7	1.2644189E7	7972759.0	6689441.5	8707657.0	5057993.0	5416868.5	5069664.0	3937787.0	3087297.0	4384708.5	
sp|Q6DH23|V26BL_DANRE	Q6DH23	V26BL_DANRE	vps26bl	329	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 26B-like	0.9998	0.9989	5	10	10	31	0	1	2	3	2	2	0	1	2	3	2	2	5	5	7	4	5	5	0.0	0.0	0.0	387108.2	416246.12	335206.3	0.0	0.0	0.0	387108.2	416246.12	335206.3	
sp|Q6DH65|DENR_DANRE	Q6DH65	DENR_DANRE	denr	208	Danio rerio	1:Experimental evidence at protein level	Density-regulated protein	0.9813	0.9983	2	7	7	7	1	0	0	1	1	4	1	0	0	1	1	4	1	0	0	1	1	4	0.0	0.0	0.0	229981.11	190531.34	0.0	0.0	0.0	0.0	229981.11	190531.34	0.0	
sp|Q6DHC1|RB18B_DANRE	Q6DHC1	RB18B_DANRE	rab18b	205	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-18-B	0.9996	0.9989	2	25	25	25	3	3	1	6	6	6	3	3	1	6	6	6	3	3	1	6	6	6	3844924.5	4661436.0	1942782.9	1.0283534E7	1.127761E7	8633676.0	2428374.2	2733701.2	2906121.8	5693535.5	6191379.5	4971397.5	
sp|Q6DHI5|SIR5_DANRE	Q6DHI5	SIR5_DANRE	sirt5	305	Danio rerio	1:Experimental evidence at protein level	NAD-dependent protein deacylase sirtuin-5, mitochondrial	1.0	0.999	4	44	44	44	9	10	6	6	6	7	9	10	6	6	6	7	9	10	6	6	6	7	7619333.0	7451717.0	7512773.0	9396323.0	8690859.0	9092956.0	4163982.5	3945528.2	3506304.2	5430944.0	4922598.5	5182008.5	
sp|Q6DHK1|NNRE_DANRE	Q6DHK1	NNRE_DANRE	naxe	283	Danio rerio	1:Experimental evidence at protein level	NAD(P)H-hydrate epimerase	1.0	0.999	6	77	77	77	15	11	11	13	14	13	15	11	11	13	14	13	15	11	11	13	14	13	2.278905E7	1.6352318E7	3.6192964E7	2.9521432E7	2.9510628E7	2.9718616E7	9338097.0	7727469.0	1.0169886E7	8521895.0	8779551.0	8753819.0	
sp|Q6DHL4|SUMO2_DANRE	Q6DHL4	SUMO2_DANRE	sumo2	96	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 2	0.879	0.9942	2	6	6	40	0	1	2	3	0	0	0	1	2	3	0	0	6	7	8	8	5	6	438815.03	787316.0	469044.06	722110.06	680300.0	285371.9	438815.03	787316.0	469044.06	722110.06	680300.0	285371.9	
sp|Q6DHL5|LRC57_DANRE	Q6DHL5	LRC57_DANRE	lrrc57	238	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 57	0.9901	0.9984	2	3	3	3	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0.0	0.0	0.0	5295810.0	3677627.5	5046042.5	0.0	0.0	0.0	3324705.5	2603682.0	3170330.5	
sp|Q6DHQ3|ACY3B_DANRE	Q6DHQ3	ACY3B_DANRE	acy3.2	314	Danio rerio	2:Experimental evidence at transcript level	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) B	1.0	0.999	12	241	219	241	44	47	37	40	34	39	41	43	33	36	30	36	44	47	37	40	34	39	6.4950972E7	6.6420488E7	6.6212636E7	6.020494E7	6.4128452E7	5.3837788E7	1.4475222E7	1.4500482E7	1.4790881E7	1.3661318E7	1.2760197E7	1.251788E7	
sp|Q6DHU4|PR38A_DANRE	Q6DHU4	PR38A_DANRE	prpf38a	313	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing factor 38A	1.0	0.9987	4	13	13	13	1	1	4	2	4	1	1	1	4	2	4	1	1	1	4	2	4	1	2.5616044E7	2.5686174E7	2.3525216E7	1.2564283E7	1.1259647E7	1.2420076E7	2.5616044E7	2.392193E7	2.3154526E7	1.2564283E7	1.1259647E7	1.2420076E7	
sp|Q6DI05|SUMO3_DANRE	Q6DI05	SUMO3_DANRE	sumo3	94	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 3	0.984	0.999	3	59	0	59	9	8	8	12	10	12	0	0	0	0	0	0	9	8	8	12	10	12	1.7702246E7	1.914125E7	2.0714958E7	1.78974E7	1.900258E7	1.77648E7	1.5686159E7	1.7704166E7	1.9187062E7	1.3518502E7	1.6917136E7	1.610307E7	sp|Q6NV25|SMO3L_DANRE
sp|Q6DI35|TFP11_DANRE	Q6DI35	TFP11_DANRE	tfip11	832	Danio rerio	1:Experimental evidence at protein level	Tuftelin-interacting protein 11	0.9469	0.9941	1	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	511573.6	561238.7	491580.16	787005.6	0.0	0.0	511573.6	561238.7	491580.16	787005.6	0.0	0.0	
sp|Q6DRC0|SYSC_DANRE	Q6DRC0	SYSC_DANRE	sars1	515	Danio rerio	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	22	525	525	525	81	90	98	86	84	86	81	90	98	86	84	86	81	90	98	86	84	86	2.76900576E8	2.68892864E8	2.8296928E8	3.15204672E8	3.02676416E8	3.1344416E8	3.7255E7	3.6237212E7	3.818024E7	4.19274E7	4.1001652E7	4.2957276E7	
sp|Q6DRC4|EIF3G_DANRE	Q6DRC4	EIF3G_DANRE	eif3g	293	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit G	1.0	0.999	10	213	213	213	28	32	31	43	38	41	28	32	31	43	38	41	28	32	31	43	38	41	2.5308292E7	2.5589568E7	2.3336836E7	2.5692606E7	2.8929348E7	2.7128288E7	5821335.0	5605653.0	4924026.0	7116192.0	8119622.5	6968857.0	
sp|Q6DRD3|DPOLB_DANRE	Q6DRD3	DPOLB_DANRE	polb	336	Danio rerio	2:Experimental evidence at transcript level	DNA polymerase beta	0.9789	0.9955	3	3	3	3	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	3515799.5	3584315.0	4245396.5	1175472.0	1801345.0	0.0	3471520.5	3584315.0	4245396.5	1175472.0	1801345.0	0.0	
sp|Q6DRD9|ABHDB_DANRE	Q6DRD9	ABHDB_DANRE	abhd11	317	Danio rerio	2:Experimental evidence at transcript level	sn-1-specific diacylglycerol lipase ABHD11	0.9998	0.9969	3	12	12	12	2	0	1	2	4	3	2	0	1	2	4	3	2	0	1	2	4	3	941800.56	802828.8	908304.94	5470940.0	5440754.0	4683742.0	1578679.2	1345729.9	1522532.6	2017185.8	1820560.6	1706725.8	
sp|Q6DRF3|PSB1_DANRE	Q6DRF3	PSB1_DANRE	psmb1	237	Danio rerio	2:Experimental evidence at transcript level	Proteasome subunit beta type-1	1.0	0.999	10	306	306	306	49	50	52	55	50	50	49	50	52	55	50	50	49	50	52	55	50	50	1.27354224E8	1.29778664E8	1.2681276E8	1.13329656E8	1.16851784E8	1.11773576E8	2.9176812E7	3.2449532E7	3.2078718E7	3.129547E7	3.4595528E7	3.0773324E7	
sp|Q6DRG1|RBM42_DANRE	Q6DRG1	RBM42_DANRE	rbm42	402	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 42	0.8558	0.9911	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	6118899.5	5990113.5	0.0	0.0	0.0	0.0	6118899.5	5990113.5	0.0	
sp|Q6DRH5|NOP10_DANRE	Q6DRH5	NOP10_DANRE	nop10	64	Danio rerio	3:Protein inferred from homology	H/ACA ribonucleoprotein complex subunit 3	0.8458	0.9923	1	5	5	5	1	2	1	0	0	1	1	2	1	0	0	1	1	2	1	0	0	1	2818373.5	3275918.5	3325440.8	2852949.2	2846792.0	3118114.8	2818373.5	3275918.5	3325440.8	2852949.2	2846792.0	3118114.8	
sp|Q6DRI1|EI3EA_DANRE	Q6DRI1	EI3EA_DANRE	eif3ea	446	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit E-A	1.0	0.999	17	438	158	438	66	63	63	82	82	82	20	18	21	32	34	33	66	63	63	82	82	82	1.45820592E8	1.50334032E8	1.58088192E8	2.38197424E8	2.22537856E8	2.23137408E8	1.5223639E7	1.5182599E7	1.6134725E7	2.3934572E7	2.2412086E7	2.2504766E7	
sp|Q6DRJ9|RIC8B_DANRE	Q6DRJ9	RIC8B_DANRE	ric8b	536	Danio rerio	2:Experimental evidence at transcript level	Synembryn-B	1.0	0.999	3	11	11	11	0	0	0	5	5	1	0	0	0	5	5	1	0	0	0	5	5	1	0.0	0.0	0.0	1.6542665E7	1.7575166E7	1.7230228E7	0.0	0.0	0.0	1.4758082E7	1.4584969E7	1.3835121E7	
sp|Q6DRL5|MBB1A_DANRE	Q6DRL5	MBB1A_DANRE	mybbp1a	1269	Danio rerio	1:Experimental evidence at protein level	Myb-binding protein 1A-like protein	1.0	0.999	5	55	55	55	8	13	7	10	7	10	8	13	7	10	7	10	8	13	7	10	7	10	1.3235601E7	9354357.0	1.0433697E7	4365446.5	2350660.5	2130887.5	4231159.0	3662328.5	3733078.8	4176091.2	3694952.8	3330258.8	
sp|Q6EIG3|CP26B_DANRE	Q6EIG3	CP26B_DANRE	cyp26b1	511	Danio rerio	1:Experimental evidence at protein level	Cytochrome P450 26B1	0.9991	0.9885	3	18	18	18	2	1	1	5	4	5	2	1	1	5	4	5	2	1	1	5	4	5	1.2050199E7	1.2804639E7	1.403453E7	1.9455508E7	2.054681E7	2.0204898E7	8520235.0	8962987.0	6342559.0	1.0836321E7	1.0261027E7	9187885.0	
sp|Q6EWH2|FYNA_DANRE	Q6EWH2	FYNA_DANRE	fyna	537	Danio rerio	1:Experimental evidence at protein level	Tyrosine-protein kinase fyna	0.9832	0.9889	6	6	1	48	0	0	0	1	2	3	0	0	0	0	1	0	3	7	5	12	11	10	0.0	0.0	0.0	2193677.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6GMG6|S5A3B_DANRE	Q6GMG6	S5A3B_DANRE	slc52a3b	452	Danio rerio	2:Experimental evidence at transcript level	Solute carrier family 52, riboflavin transporter, member 3-B	0.8025	0.9897	1	36	36	36	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2.0898538E7	2.0284186E7	2.2354968E7	3.9195556E7	3.778284E7	3.8545688E7	2.0898538E7	2.0284186E7	2.2354968E7	3.9195556E7	3.778284E7	3.8545688E7	
sp|Q6GMH3|TWF2_DANRE	Q6GMH3	TWF2_DANRE	twf2	347	Danio rerio	2:Experimental evidence at transcript level	Twinfilin-2	1.0	0.999	8	58	58	58	3	3	3	17	17	15	3	3	3	17	17	15	3	3	3	17	17	15	7259399.5	6223383.0	8706593.0	2.863606E7	2.967045E7	2.7897464E7	1906147.2	2226351.2	2590450.2	8147109.5	8407284.0	7623536.0	
sp|Q6GMI7|ENOPH_DANRE	Q6GMI7	ENOPH_DANRE	enoph1	261	Danio rerio	2:Experimental evidence at transcript level	Enolase-phosphatase E1	1.0	0.999	7	27	27	27	0	0	1	11	9	6	0	0	1	11	9	6	0	0	1	11	9	6	496266.06	1962269.2	3522623.0	2.3475152E7	1.9645194E7	2.0687016E7	514351.97	2033782.1	2506224.8	7522212.0	6379801.0	7225754.0	
sp|Q6GMK8|GMPAA_DANRE	Q6GMK8	GMPAA_DANRE	gmppaa	422	Danio rerio	2:Experimental evidence at transcript level	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-A	1.0	0.9989	8	128	59	128	20	22	23	21	22	20	8	10	11	10	11	9	20	22	23	21	22	20	2.6785036E7	2.9279206E7	2.691459E7	1.8814342E7	1.8344944E7	1.7201456E7	6060653.5	6741863.5	6494919.0	6446589.5	6444692.0	5502241.5	
sp|Q6GML1|CMAH_DANRE	Q6GML1	CMAH_DANRE	cmah	591	Danio rerio	2:Experimental evidence at transcript level	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase	1.0	0.9985	4	41	41	41	8	11	10	5	4	3	8	11	10	5	4	3	8	11	10	5	4	3	8350305.0	8553557.0	9655054.0	6022743.5	6730811.0	7410336.5	6204680.0	6346175.5	6850972.5	4527928.0	5296154.5	5254227.0	
sp|Q6GQN8|MECR_DANRE	Q6GQN8	MECR_DANRE	mecr	377	Danio rerio	2:Experimental evidence at transcript level	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	0.9856	0.9883	2	9	9	9	0	2	1	3	0	3	0	2	1	3	0	3	0	2	1	3	0	3	1684689.8	2263790.8	1832748.5	813384.0	944287.4	850718.56	917648.75	975344.1	870575.94	1039341.3	1206609.5	1087047.4	
sp|Q6IQ73|CHM4C_DANRE	Q6IQ73	CHM4C_DANRE	chmp4c	224	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 4c	0.9975	0.999	2	28	27	28	3	5	3	5	6	6	3	5	3	5	5	6	3	5	3	5	6	6	1006845.3	1026629.2	1190711.6	2933860.0	2955824.0	2731093.5	1011355.5	1031228.0	1196045.4	1775952.2	1770747.0	1482988.5	
sp|Q6IQ97|RBM41_DANRE	Q6IQ97	RBM41_DANRE	rbm4.1	419	Danio rerio	1:Experimental evidence at protein level	RNA-binding protein 4.1	1.0	0.999	10	198	198	198	22	23	21	41	44	47	22	23	21	41	44	47	22	23	21	41	44	47	4.2966168E7	3.45493E7	4.1906712E7	1.11072536E8	1.09601304E8	1.03357736E8	1.2297945E7	1.0168009E7	1.1525418E7	2.350766E7	2.4390476E7	2.3756848E7	
sp|Q6IQE0|PU60B_DANRE	Q6IQE0	PU60B_DANRE	puf60b	516	Danio rerio	2:Experimental evidence at transcript level	Poly(U)-binding-splicing factor PUF60-B	1.0	0.999	9	174	174	174	30	34	29	28	23	30	30	34	29	28	23	30	30	34	29	28	23	30	1.14961424E8	1.13666624E8	1.07879464E8	1.07355808E8	1.06240456E8	1.13377912E8	2.6421882E7	2.6154428E7	2.5243482E7	2.82234E7	2.8706786E7	2.9593944E7	
sp|Q6IQE1|PI42C_DANRE	Q6IQE1	PI42C_DANRE	pip4k2c	416	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	1.0	0.999	5	37	37	37	7	3	7	6	7	7	7	3	7	6	7	7	7	3	7	6	7	7	1.5498944E7	1.6261397E7	1.4179279E7	2.3145478E7	2.3029654E7	2.3822622E7	8910955.0	8433943.0	7715842.0	1.4355103E7	1.5458175E7	1.5168082E7	
sp|Q6IQE5|GET3_DANRE	Q6IQE5	GET3_DANRE	get3	341	Danio rerio	1:Experimental evidence at protein level	ATPase GET3	0.9967	0.9865	3	20	20	20	3	3	6	2	4	2	3	3	6	2	4	2	3	3	6	2	4	2	6748317.5	6657632.5	9073814.0	8768298.0	9851228.0	9424620.0	5978815.0	6657632.5	8619724.0	6654848.0	7478359.0	7148577.0	
sp|Q6IQM2|CYC_DANRE	Q6IQM2	CYC_DANRE	cyc	104	Danio rerio	3:Protein inferred from homology	Cytochrome c	1.0	0.999	5	169	134	169	28	29	29	29	30	24	22	23	23	23	24	19	28	29	29	29	30	24	6.024916E7	5.9145472E7	1.73484704E8	6.3073528E7	5.9465672E7	6.2931128E7	3.040835E7	3.08437E7	3.265272E7	3.3634608E7	2.864766E7	3.203122E7	
sp|Q6IQP3|CALUA_DANRE	Q6IQP3	CALUA_DANRE	calua	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-A	0.9924	0.999	1	21	21	21	4	3	2	4	4	4	4	3	2	4	4	4	4	3	2	4	4	4	2523545.0	2470471.0	2577841.0	5174979.5	4968653.0	4489284.5	2523545.0	2470471.0	2577841.0	5174979.5	4968653.0	4489284.5	
sp|Q6IQS6|SAE1_DANRE	Q6IQS6	SAE1_DANRE	sae1	348	Danio rerio	2:Experimental evidence at transcript level	SUMO-activating enzyme subunit 1	1.0	0.999	15	306	306	306	62	49	59	47	45	44	62	49	59	47	45	44	62	49	59	47	45	44	1.5825824E8	1.48484736E8	1.56487776E8	1.50042944E8	1.53498176E8	1.64393136E8	2.4562756E7	2.3252268E7	2.345122E7	2.3404148E7	2.3118774E7	2.4159874E7	
