Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	120h_1 Spectral Count	120h_10 Spectral Count	120h_11 Spectral Count	120h_12 Spectral Count	120h_2 Spectral Count	120h_3 Spectral Count	120h_4 Spectral Count	120h_5 Spectral Count	120h_6 Spectral Count	120h_7 Spectral Count	120h_8 Spectral Count	120h_9 Spectral Count	72h_1 Spectral Count	72h_10 Spectral Count	72h_11 Spectral Count	72h_12 Spectral Count	72h_2 Spectral Count	72h_3 Spectral Count	72h_4 Spectral Count	72h_5 Spectral Count	72h_6 Spectral Count	72h_7 Spectral Count	72h_8 Spectral Count	72h_9 Spectral Count	120h_1 Unique Spectral Count	120h_10 Unique Spectral Count	120h_11 Unique Spectral Count	120h_12 Unique Spectral Count	120h_2 Unique Spectral Count	120h_3 Unique Spectral Count	120h_4 Unique Spectral Count	120h_5 Unique Spectral Count	120h_6 Unique Spectral Count	120h_7 Unique Spectral Count	120h_8 Unique Spectral Count	120h_9 Unique Spectral Count	72h_1 Unique Spectral Count	72h_10 Unique Spectral Count	72h_11 Unique Spectral Count	72h_12 Unique Spectral Count	72h_2 Unique Spectral Count	72h_3 Unique Spectral Count	72h_4 Unique Spectral Count	72h_5 Unique Spectral Count	72h_6 Unique Spectral Count	72h_7 Unique Spectral Count	72h_8 Unique Spectral Count	72h_9 Unique Spectral Count	120h_1 Total Spectral Count	120h_10 Total Spectral Count	120h_11 Total Spectral Count	120h_12 Total Spectral Count	120h_2 Total Spectral Count	120h_3 Total Spectral Count	120h_4 Total Spectral Count	120h_5 Total Spectral Count	120h_6 Total Spectral Count	120h_7 Total Spectral Count	120h_8 Total Spectral Count	120h_9 Total Spectral Count	72h_1 Total Spectral Count	72h_10 Total Spectral Count	72h_11 Total Spectral Count	72h_12 Total Spectral Count	72h_2 Total Spectral Count	72h_3 Total Spectral Count	72h_4 Total Spectral Count	72h_5 Total Spectral Count	72h_6 Total Spectral Count	72h_7 Total Spectral Count	72h_8 Total Spectral Count	72h_9 Total Spectral Count	120h_1 Intensity	120h_10 Intensity	120h_11 Intensity	120h_12 Intensity	120h_2 Intensity	120h_3 Intensity	120h_4 Intensity	120h_5 Intensity	120h_6 Intensity	120h_7 Intensity	120h_8 Intensity	120h_9 Intensity	72h_1 Intensity	72h_10 Intensity	72h_11 Intensity	72h_12 Intensity	72h_2 Intensity	72h_3 Intensity	72h_4 Intensity	72h_5 Intensity	72h_6 Intensity	72h_7 Intensity	72h_8 Intensity	72h_9 Intensity	120h_1 MaxLFQ Intensity	120h_10 MaxLFQ Intensity	120h_11 MaxLFQ Intensity	120h_12 MaxLFQ Intensity	120h_2 MaxLFQ Intensity	120h_3 MaxLFQ Intensity	120h_4 MaxLFQ Intensity	120h_5 MaxLFQ Intensity	120h_6 MaxLFQ Intensity	120h_7 MaxLFQ Intensity	120h_8 MaxLFQ Intensity	120h_9 MaxLFQ Intensity	72h_1 MaxLFQ Intensity	72h_10 MaxLFQ Intensity	72h_11 MaxLFQ Intensity	72h_12 MaxLFQ Intensity	72h_2 MaxLFQ Intensity	72h_3 MaxLFQ Intensity	72h_4 MaxLFQ Intensity	72h_5 MaxLFQ Intensity	72h_6 MaxLFQ Intensity	72h_7 MaxLFQ Intensity	72h_8 MaxLFQ Intensity	72h_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7ZU29|NUP93_DANRE	Q7ZU29	NUP93_DANRE	dye	820	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup93	1.0	0.999	24	368	368	368	14	16	11	15	12	17	15	19	10	14	14	14	17	16	22	19	17	18	21	18	3	14	15	17	14	16	11	15	12	17	15	19	10	14	14	14	17	16	22	19	17	18	21	18	3	14	15	17	14	16	11	15	12	17	15	19	10	14	14	14	17	16	22	19	17	18	21	18	3	14	15	17	3.30728448E8	4.13051008E8	3.73711168E8	4.68221536E8	3.56284928E8	3.52591136E8	3.52386048E8	4.73854784E8	4.57214432E8	3.88787296E8	3.40910464E8	3.41792832E8	5.929993E8	6.6908224E8	7.447319E8	6.5192224E8	5.5946464E8	5.6906502E8	5.9171686E8	5.7799488E8	4.13331584E8	6.255399E8	6.398791E8	6.8633926E8	1.93766416E8	2.1095184E8	1.86463216E8	2.05686496E8	1.98697232E8	1.93837936E8	2.08051008E8	2.10189424E8	2.01543872E8	2.01211264E8	1.8747784E8	1.7775056E8	2.32361216E8	2.505384E8	2.279212E8	2.60917104E8	2.25214096E8	2.1917144E8	2.52825392E8	2.35550912E8	2.28382976E8	2.34305488E8	2.3782728E8	2.46847616E8	
sp|Q7ZU42|OLA1_DANRE	Q7ZU42	OLA1_DANRE	ola1	396	Danio rerio	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	19	381	381	381	12	12	12	13	13	14	11	16	14	17	12	10	19	22	19	15	18	20	20	19	9	23	23	18	12	12	12	13	13	14	11	16	14	17	12	10	19	22	19	15	18	20	20	19	9	23	23	18	12	12	12	13	13	14	11	16	14	17	12	10	19	22	19	15	18	20	20	19	9	23	23	18	5.9847232E8	6.9212762E8	7.0434387E8	5.4488429E8	4.6519776E8	5.5980422E8	5.32925952E8	5.6131002E8	6.0536736E8	6.7921242E8	6.9813062E8	6.0035878E8	9.4178112E8	1.0396233E9	8.1689107E8	9.0041126E8	7.8804E8	8.7225971E8	1.04269728E9	1.0019863E9	1.00957152E9	8.7262611E8	8.2532326E8	9.1018259E8	1.00956928E8	1.0757156E8	1.03844952E8	1.10557424E8	9.55138E7	9.613844E7	1.06477696E8	1.07467976E8	9.5565152E7	1.04514576E8	1.0641224E8	9.5298296E7	1.5973584E8	1.75115712E8	1.51431328E8	1.6368848E8	1.39245344E8	1.48987792E8	1.74438384E8	1.70562544E8	1.59674592E8	1.52353248E8	1.5016464E8	1.59225408E8	
sp|Q7ZU80|LNPA_DANRE	Q7ZU80	LNPA_DANRE	lnpka	393	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum junction formation protein lunapark-A	0.9994	0.9989	3	14	14	17	0	0	0	1	1	0	0	2	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	2	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	2	0	1	2	0	0	0	0	1	1	2	1	1	1	1	0	0	1	1	1	0.0	0.0	0.0	0.0	7098791.5	0.0	1.2692076E7	1.1035957E7	0.0	0.0	0.0	2250970.5	6919053.5	1514388.6	0.0	1.0550105E7	1.1430306E7	904427.2	7414307.5	1.3503117E7	0.0	886615.75	0.0	0.0	0.0	0.0	0.0	0.0	5676735.5	0.0	1.0149553E7	8110283.0	0.0	0.0	0.0	1800047.9	5533003.5	1211020.8	0.0	7937109.5	8869879.0	8089283.0	5929046.5	9079152.0	0.0	7929976.0	0.0	0.0	
sp|Q7ZU90|CHD1L_DANRE	Q7ZU90	CHD1L_DANRE	chd1l	1026	Danio rerio	2:Experimental evidence at transcript level	Chromodomain-helicase-DNA-binding protein 1-like	1.0	0.999	7	55	55	55	2	3	1	3	3	1	1	1	2	1	1	1	2	3	3	6	1	2	5	2	0	5	3	3	2	3	1	3	3	1	1	1	2	1	1	1	2	3	3	6	1	2	5	2	0	5	3	3	2	3	1	3	3	1	1	1	2	1	1	1	2	3	3	6	1	2	5	2	0	5	3	3	4.1598256E7	4.5624928E7	4.6833864E7	4.2461436E7	4.6116288E7	4.3345908E7	4.7957052E7	4.0263368E7	3.1887622E7	3.8879912E7	4.2156264E7	4.5158624E7	6.8710048E7	6.9245328E7	4.2549644E7	7.486696E7	6.0791044E7	5.599828E7	5.8987988E7	5.9904968E7	7412836.0	6.636688E7	5.7665136E7	6.6278768E7	3.5895568E7	3.2063304E7	3.8669544E7	4.2773276E7	3.5570376E7	3.2371002E7	3.1786486E7	3.1490776E7	3.1524534E7	3.1155056E7	3.1609774E7	3.1996128E7	5.5320528E7	6.10146E7	9.6094616E7	5.2783556E7	4.1776936E7	3.7761192E7	5.3587536E7	4.5132444E7	7039125.5	4.9290968E7	4.816442E7	4.727478E7	
sp|Q7ZU92|PARN_DANRE	Q7ZU92	PARN_DANRE	parn	660	Danio rerio	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0	0.999	10	93	93	93	4	3	3	2	3	3	2	2	4	4	2	4	8	6	2	5	5	5	6	5	1	6	3	5	4	3	3	2	3	3	2	2	4	4	2	4	8	6	2	5	5	5	6	5	1	6	3	5	4	3	3	2	3	3	2	2	4	4	2	4	8	6	2	5	5	5	6	5	1	6	3	5	5.2681968E7	4.3435728E7	4.0362588E7	2.7735832E7	5.9366528E7	4.4935784E7	3.8529396E7	2.4729066E7	4.7635196E7	4.1197584E7	2.570856E7	4.4088772E7	8.6525344E7	8.315652E7	5.028012E7	6.9840304E7	7.1422088E7	8.1505272E7	7.0378872E7	7.5466936E7	3.0618784E7	8.5605208E7	8.449604E7	8.3893288E7	2.0378468E7	1.6692569E7	1.6242013E7	1.756359E7	2.3068468E7	1.7516476E7	1.5108233E7	1.6261465E7	1.8479564E7	1.4048211E7	1.6871302E7	1.6624437E7	2.6580548E7	2.6067452E7	2.4179454E7	2.3820252E7	2.1864768E7	2.503867E7	2.110898E7	2.3514282E7	2.0097232E7	2.6502746E7	2.6368486E7	2.6360448E7	
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	Danio rerio	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	65	2272	2272	2272	92	84	78	90	88	92	79	82	85	75	81	85	104	112	108	122	104	117	112	114	49	103	107	109	92	84	78	90	88	92	79	82	85	75	81	85	104	112	108	122	104	117	112	114	49	103	107	109	92	84	78	90	88	92	79	82	85	75	81	85	104	112	108	122	104	117	112	114	49	103	107	109	9.901186E9	9.8677156E9	9.6810332E9	1.00351826E10	1.13765294E10	1.00313713E10	9.9898511E9	1.05525023E10	9.5596421E9	9.4072832E9	9.6053453E9	9.6170035E9	1.10639237E10	1.14593516E10	1.1096278E10	1.12636344E10	1.05101281E10	1.1357822E10	1.09185812E10	1.11035372E10	9.9208786E9	1.06092165E10	1.09229537E10	1.04029317E10	5.3996582E8	5.4193824E8	5.18956672E8	5.33954944E8	6.0294106E8	5.4985133E8	5.36287936E8	5.7239533E8	5.34998656E8	5.29391584E8	5.25397472E8	5.32957792E8	5.9422688E8	6.2327494E8	6.1834163E8	6.2875942E8	5.8544742E8	6.2094477E8	5.9247341E8	6.098921E8	4.93186496E8	5.8982464E8	6.0701146E8	5.8009517E8	
sp|Q7ZUB3|TSN31_DANRE	Q7ZUB3	TSN31_DANRE	tspan31	212	Danio rerio	2:Experimental evidence at transcript level	Tetraspanin-31	0.9573	0.9955	2	5	5	5	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	4293484.0	3737659.5	3910104.5	3965420.5	0.0	4393087.5	7631333.5	0.0	0.0	3911836.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4293484.0	3737659.5	3910104.5	3965420.5	0.0	4393087.5	7631333.5	0.0	0.0	3911836.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUC2|CAB45_DANRE	Q7ZUC2	CAB45_DANRE	sdf4	356	Danio rerio	2:Experimental evidence at transcript level	45 kDa calcium-binding protein	1.0	0.999	7	32	32	32	0	0	0	0	0	0	0	0	0	1	2	0	1	4	2	2	1	3	2	4	2	2	3	3	0	0	0	0	0	0	0	0	0	1	2	0	1	4	2	2	1	3	2	4	2	2	3	3	0	0	0	0	0	0	0	0	0	1	2	0	1	4	2	2	1	3	2	4	2	2	3	3	0.0	4663768.0	7408816.0	6230550.5	9439512.0	5329252.0	5453861.0	1.1223406E7	7784979.0	1.5987832E7	1.5767003E7	4165265.0	3.8520932E7	3.464276E7	2.8674484E7	1.850431E7	1.6133058E7	2.7351132E7	3.95464E7	2.463502E7	1.29029528E8	2.193929E7	2.5365022E7	2.2062908E7	0.0	8668599.0	1.0447581E7	8786043.0	5302245.0	7515072.5	7690790.5	9712129.0	1.0978029E7	1.3024484E7	1.1303223E7	7742026.0	8379106.5	9375897.0	1.3578381E7	1.0419953E7	1.3130822E7	1.4055069E7	1.334055E7	1.2709592E7	3.880954E7	1.1350783E7	1.3775052E7	1.196524E7	
sp|Q7ZUC7|PGES2_DANRE	Q7ZUC7	PGES2_DANRE	ptges2	377	Danio rerio	2:Experimental evidence at transcript level	Prostaglandin E synthase 2	1.0	0.999	13	202	202	202	8	9	7	8	9	9	7	6	5	4	7	8	9	11	14	10	11	11	9	10	2	11	9	8	8	9	7	8	9	9	7	6	5	4	7	8	9	11	14	10	11	11	9	10	2	11	9	8	8	9	7	8	9	9	7	6	5	4	7	8	9	11	14	10	11	11	9	10	2	11	9	8	2.08311584E8	1.9223056E8	1.58315456E8	1.73244368E8	2.2174296E8	2.09565024E8	2.08201952E8	1.74492528E8	1.62435856E8	1.3321672E8	1.67271408E8	1.57746864E8	2.04428176E8	1.8895976E8	2.128708E8	1.43993472E8	2.42521856E8	1.88366192E8	1.66425136E8	1.71715136E8	5.107252E7	1.47403488E8	1.51489968E8	1.56205856E8	4.8753916E7	4.9803948E7	4.6310308E7	4.4304784E7	5.9126552E7	4.9627264E7	5.4590948E7	4.4828828E7	4.1818948E7	3.7273912E7	4.3976064E7	4.1841136E7	4.834594E7	3.7005644E7	3.2522058E7	3.2497248E7	4.5624396E7	4.1332752E7	3.9191552E7	3.9825376E7	4.6256128E7	3.3564392E7	3.767576E7	3.5572776E7	
sp|Q7ZUF2|BRD9_DANRE	Q7ZUF2	BRD9_DANRE	brd9	631	Danio rerio	2:Experimental evidence at transcript level	Bromodomain-containing protein 9	0.9982	0.999	2	19	19	19	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	1	1	1	3	0	0	2	3	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	1	1	1	3	0	0	2	3	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	1	1	1	3	0	0	2	3	0.0	0.0	0.0	0.0	2536256.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2303840.8	2943804.5	1980233.9	5319139.0	1543920.8	2180962.8	1569999.4	4716077.5	0.0	1825200.5	2015437.5	1364428.0	0.0	0.0	0.0	0.0	2568386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2333026.2	1705300.8	2005319.9	2648259.8	1563479.5	2208591.8	1589888.5	2335892.0	0.0	1848322.5	2040969.5	1381712.9	
sp|Q7ZUG0|RUXE_DANRE	Q7ZUG0	RUXE_DANRE	snrpe	92	Danio rerio	3:Protein inferred from homology	Small nuclear ribonucleoprotein E	1.0	0.999	5	165	165	165	5	5	6	9	4	6	7	5	5	2	5	5	8	9	9	11	10	7	12	12	3	6	6	8	5	5	6	9	4	6	7	5	5	2	5	5	8	9	9	11	10	7	12	12	3	6	6	8	5	5	6	9	4	6	7	5	5	2	5	5	8	9	9	11	10	7	12	12	3	6	6	8	2.50583184E8	2.51196448E8	2.48884048E8	2.44420144E8	3.92318464E8	2.68286064E8	2.5182416E8	2.39800848E8	1.54081232E8	1.52312768E8	2.37526816E8	1.8649952E8	4.50787296E8	3.36547936E8	4.25290336E8	4.5471616E8	4.3434304E8	3.36139776E8	4.1431616E8	4.79458688E8	4.89513408E8	3.0096176E8	3.9319568E8	3.1018608E8	1.66550944E8	2.21174272E8	2.276552E8	2.62899856E8	1.96886032E8	2.00957072E8	1.8024936E8	1.72878672E8	1.29830424E8	1.28636424E8	2.35997968E8	1.8490224E8	2.7283728E8	2.42715984E8	2.2467696E8	2.34401344E8	2.33398048E8	2.70716064E8	2.76785472E8	2.41084608E8	6.8359571E8	2.18446096E8	2.45754064E8	2.30693104E8	
sp|Q7ZUG5|RS21_DANRE	Q7ZUG5	RS21_DANRE	rps21	81	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	1.0	0.999	9	240	240	240	8	8	7	7	10	8	7	12	13	13	9	10	7	10	10	12	8	7	12	12	23	8	10	9	8	8	7	7	10	8	7	12	13	13	9	10	7	10	10	12	8	7	12	12	23	8	10	9	8	8	7	7	10	8	7	12	13	13	9	10	7	10	10	12	8	7	12	12	23	8	10	9	1.57149146E9	1.05818176E9	1.17675878E9	1.32859021E9	1.40516774E9	1.53119757E9	1.20304832E9	1.67521344E9	1.8142679E9	2.11233574E9	1.98666765E9	1.69064909E9	1.86885555E9	1.60631475E9	1.50985254E9	1.78951181E9	1.79374118E9	2.02923379E9	1.69259802E9	1.72111552E9	1.10475909E10	1.86837709E9	1.88365056E9	2.15788902E9	5.7698394E8	4.90387392E8	4.37712096E8	5.12164608E8	5.33859072E8	5.6186662E8	4.23102112E8	5.7940755E8	6.5084397E8	7.3386099E8	6.8447898E8	6.4576448E8	6.8680826E8	6.1264186E8	6.7889984E8	6.4127443E8	6.6332051E8	7.0790381E8	6.8936262E8	6.2364186E8	4.3013565E9	6.9235949E8	6.9030138E8	7.4951142E8	
sp|Q7ZUH1|RTRAF_DANRE	Q7ZUH1	RTRAF_DANRE	rtraf	242	Danio rerio	2:Experimental evidence at transcript level	RNA transcription, translation and transport factor protein	1.0	0.999	10	150	150	150	7	5	6	6	8	6	5	9	6	7	5	5	7	5	6	8	6	7	8	7	4	5	7	5	7	5	6	6	8	6	5	9	6	7	5	5	7	5	6	8	6	7	8	7	4	5	7	5	7	5	6	6	8	6	5	9	6	7	5	5	7	5	6	8	6	7	8	7	4	5	7	5	1.50495296E8	1.6719776E8	3.21640416E8	1.90317072E8	3.23776128E8	2.06526096E8	1.57468896E8	2.99350336E8	1.81724864E8	2.01235968E8	2.81353728E8	2.01604E8	2.62786784E8	1.72773536E8	1.87229088E8	2.33213152E8	2.04131712E8	2.10047552E8	2.08906976E8	2.04110432E8	2.44565088E8	1.77694976E8	1.82924256E8	1.93568096E8	5.3247844E7	4.6116212E7	5.9211652E7	5.6059996E7	5.938654E7	5.8562872E7	5.3134556E7	5.5761092E7	5.3821792E7	5.8266864E7	6.31552E7	5.7554196E7	5.2781156E7	4.8866208E7	5.0797428E7	5.2954984E7	5.5622572E7	5.9582284E7	5.5817248E7	5.3270268E7	7.553912E7	4.8610652E7	4.9982364E7	5.1978168E7	
sp|Q7ZUH5|RM14_DANRE	Q7ZUH5	RM14_DANRE	mrpl14	141	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL14m	0.9959	0.999	3	22	22	22	2	1	1	1	3	2	0	2	1	1	1	2	0	0	1	2	1	0	0	0	0	0	1	0	2	1	1	1	3	2	0	2	1	1	1	2	0	0	1	2	1	0	0	0	0	0	1	0	2	1	1	1	3	2	0	2	1	1	1	2	0	0	1	2	1	0	0	0	0	0	1	0	9622543.0	9067952.0	1.4624813E7	1.1234527E7	9612637.0	5276332.5	0.0	1.0024516E7	1.3418324E7	1.3508577E7	1.0219625E7	7959185.0	7166670.0	6884829.5	4465816.5	5194906.5	8547925.0	0.0	0.0	3724217.5	0.0	1.704598E7	7195829.0	7679254.0	9525509.0	8976511.0	1.4477337E7	1.1121238E7	9515703.0	5223126.0	0.0	9923429.0	1.3283014E7	1.3372357E7	1.0116571E7	7878924.5	7819451.0	6815403.0	4420783.5	5142521.0	9326519.0	0.0	0.0	4063440.2	0.0	8847336.0	7851266.0	8378724.0	
sp|Q7ZUK7|WAC_DANRE	Q7ZUK7	WAC_DANRE	waca	558	Danio rerio	2:Experimental evidence at transcript level	WW domain-containing adapter protein with coiled-coil	1.0	0.999	5	36	36	36	1	1	2	0	1	0	1	1	0	1	1	0	3	2	1	1	3	4	1	3	0	5	3	1	1	1	2	0	1	0	1	1	0	1	1	0	3	2	1	1	3	4	1	3	0	5	3	1	1	1	2	0	1	0	1	1	0	1	1	0	3	2	1	1	3	4	1	3	0	5	3	1	6729641.5	8500803.0	3436668.8	1.3943744E7	2.2505118E7	6834448.5	0.0	8306374.5	1.2423688E7	1.2876966E7	1.3279393E7	1.576752E7	1.7323818E7	8895966.0	1.453081E7	8645682.0	1.7988694E7	2.0023806E7	1.0716305E7	8729292.0	0.0	1.2785038E7	1.7281732E7	1.90158E7	6729641.5	8500803.0	3436668.8	9031236.0	1.3978729E7	6834448.5	0.0	5496668.0	8054559.0	7218530.5	8616001.0	1.0455945E7	9758962.0	7542734.5	9638482.0	8645682.0	1.1924511E7	1.3104595E7	7099527.0	8729292.0	0.0	1.066592E7	1.0109387E7	1.2608474E7	
sp|Q7ZUL9|MGRN1_DANRE	Q7ZUL9	MGRN1_DANRE	mgrn1	529	Danio rerio	2:Experimental evidence at transcript level	Probable E3 ubiquitin-protein ligase MGRN1	0.9718	0.9968	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUM8|UBP44_DANRE	Q7ZUM8	UBP44_DANRE	usp44	695	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin carboxyl-terminal hydrolase 44	0.8686	0.9935	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	963657.5	0.0	0.0	801600.5	0.0	0.0	0.0	0.0	0.0	0.0	1899764.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	963657.5	0.0	0.0	801600.5	0.0	0.0	0.0	0.0	0.0	0.0	1899764.2	0.0	
sp|Q7ZUN8|YKT6_DANRE	Q7ZUN8	YKT6_DANRE	ykt6	198	Danio rerio	2:Experimental evidence at transcript level	Synaptobrevin homolog YKT6	1.0	0.999	5	65	65	65	1	1	1	2	2	1	1	4	0	0	0	2	6	4	5	4	4	5	5	3	0	4	5	5	1	1	1	2	2	1	1	4	0	0	0	2	6	4	5	4	4	5	5	3	0	4	5	5	1	1	1	2	2	1	1	4	0	0	0	2	6	4	5	4	4	5	5	3	0	4	5	5	3.8778956E7	2.3811852E7	8779230.0	1.6011988E7	5.7967984E7	3.7736732E7	2.4293982E7	3.4283256E7	2929856.2	1.962576E7	1.1814365E7	1.4875898E7	8.874868E7	7.1318152E7	5.415076E7	9.7065832E7	7.8694432E7	8.4633456E7	8.5898872E7	1.0833036E8	3.7775772E7	6.6861452E7	6.0701156E7	8.679392E7	1.7194484E7	1.5537601E7	1.40299E7	9977395.0	2.4103062E7	1.5781826E7	1.3560856E7	1.5547005E7	3807007.8	7598595.0	1.2903794E7	9024577.0	2.7057844E7	2.56261E7	2.5075924E7	3.2012378E7	2.2521402E7	2.594743E7	2.7912304E7	3.235262E7	2.2684246E7	2.6867548E7	2.4463534E7	2.5796486E7	
sp|Q7ZUP0|AN32A_DANRE	Q7ZUP0	AN32A_DANRE	anp32a	254	Danio rerio	2:Experimental evidence at transcript level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	16	509	509	509	19	18	19	19	16	20	12	22	22	19	18	22	20	25	25	21	20	26	24	24	24	24	25	25	19	18	19	19	16	20	12	22	22	19	18	22	20	25	25	21	20	26	24	24	24	24	25	25	19	18	19	19	16	20	12	22	22	19	18	22	20	25	25	21	20	26	24	24	24	24	25	25	3.16450074E9	3.58820915E9	3.66854554E9	3.13493888E9	2.6431575E9	2.93052032E9	2.37912422E9	2.98498611E9	3.49180518E9	3.23084544E9	3.95153382E9	3.94911488E9	3.27754317E9	3.81884954E9	3.41994189E9	3.23134234E9	3.11925504E9	4.04648525E9	3.89450189E9	3.58756454E9	1.00191375E10	4.18580045E9	3.81196339E9	4.17536077E9	7.3098656E8	8.395929E8	9.0158067E8	7.4026714E8	6.0697997E8	6.8200019E8	6.170889E8	7.5638483E8	8.3005549E8	8.3079488E8	1.00809862E9	9.4395046E8	7.4035718E8	8.7603962E8	7.762089E8	8.3630054E8	7.2186675E8	9.5776352E8	9.3858157E8	8.8460038E8	2.08287667E9	9.8889338E8	9.0306714E8	9.7244403E8	
sp|Q7ZUQ3|STK3_DANRE	Q7ZUQ3	STK3_DANRE	stk3	492	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 3	1.0	0.9989	8	43	43	43	2	1	0	1	0	1	0	0	1	0	2	1	5	2	2	3	4	3	4	4	0	3	2	2	2	1	0	1	0	1	0	0	1	0	2	1	5	2	2	3	4	3	4	4	0	3	2	2	2	1	0	1	0	1	0	0	1	0	2	1	5	2	2	3	4	3	4	4	0	3	2	2	0.0	3749931.2	0.0	4033679.8	0.0	0.0	0.0	0.0	0.0	0.0	3.2137624E7	6752586.0	9.0940096E7	5.721564E7	4.9492352E7	3.296925E7	3.7664692E7	2.8504348E7	4.9992712E7	5.6350768E7	0.0	4.5806412E7	4.066788E7	5.0572236E7	0.0	5219319.0	0.0	5614253.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0623875E7	9398546.0	1.746058E7	1.2293851E7	1.3179377E7	1.2084521E7	1.5895181E7	1.8887254E7	1.2117815E7	1.5396396E7	0.0	1.4953306E7	1.5209013E7	1.4493359E7	
sp|Q7ZUS1|VRK1_DANRE	Q7ZUS1	VRK1_DANRE	vrk1	425	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase VRK1	1.0	0.999	10	106	106	106	3	3	3	3	4	4	5	3	2	3	5	3	4	6	8	8	5	6	6	5	1	5	6	5	3	3	3	3	4	4	5	3	2	3	5	3	4	6	8	8	5	6	6	5	1	5	6	5	3	3	3	3	4	4	5	3	2	3	5	3	4	6	8	8	5	6	6	5	1	5	6	5	4.4368688E7	6.0583004E7	4.5032728E7	1.9343566E7	8.1576816E7	4.633282E7	5.6132216E7	5.3021436E7	4.919444E7	7.905112E7	7.3265744E7	6.5826224E7	8.2383168E7	9.598068E7	9.5905208E7	1.8219752E8	6.9994656E7	8.1787616E7	8.579128E7	9.63716E7	5.405614E7	7.3569056E7	7.9354976E7	7.9652344E7	3.5178592E7	2.3714364E7	4.2460332E7	2.3529902E7	3.5434168E7	3.0660388E7	2.9804552E7	2.4727048E7	4.6498224E7	4.745118E7	4.460248E7	6.0711944E7	4.68039E7	5.6754956E7	5.6273576E7	5.7248792E7	4.0682316E7	5.1696896E7	5.8516332E7	5.8362072E7	4.138806E7	4.1840248E7	4.5384048E7	4.8692E7	
