Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q4VBT1|FA1B1_DANRE	Q4VBT1	FA1B1_DANRE	fabp1b.1	128	Danio rerio	2:Experimental evidence at transcript level	Fatty acid binding protein 1-B.1	1.0	0.999	4	33	33	33	2	1	0	2	2	2	7	2	9	2	0	1	1	0	2	2	1	0	2	2	2	7	2	9	2	0	1	1	0	2	2	1	0	2	2	2	7	2	9	2	0	1	1	0	2	2.097664E7	1.3034034E7	0.0	4.8994164E7	1.9374356E7	2.036304E7	3.15822176E8	9.473764E7	3.3683712E8	3.6533984E7	0.0	1.4253332E7	5.8795684E7	2.3310656E7	2.98278E7	2.4564558E7	2.0800852E7	0.0	7.8189168E7	2.4440858E7	2.5482566E7	2.8179078E7	1.311433E7	5.1519444E7	4.235998E7	0.0	2.2746714E7	9.3831296E7	3.7201184E7	3.839652E7	
sp|Q4VBT2|NOC4L_DANRE	Q4VBT2	NOC4L_DANRE	noc4l	525	Danio rerio	2:Experimental evidence at transcript level	Nucleolar complex protein 4 homolog	1.0	0.999	13	49	49	49	4	2	2	1	3	0	10	7	7	4	2	3	2	1	1	4	2	2	1	3	0	10	7	7	4	2	3	2	1	1	4	2	2	1	3	0	10	7	7	4	2	3	2	1	1	1.7776702E7	1.4340822E7	1684299.5	0.0	5735948.5	0.0	4.62698624E8	6.7668109E8	3.46617408E8	1.17877008E8	1.6359232E7	3.8761564E7	6.0736848E7	3.4238592E7	0.0	7465060.0	4391216.5	2788267.8	0.0	0.0	0.0	3.6122512E7	5.3713816E7	6.2033972E7	2.341176E8	4.3982412E7	4.595964E7	6.3465944E7	1.06737768E8	0.0	
sp|Q4VBV9|NIT2_DANRE	Q4VBV9	NIT2_DANRE	nit2	277	Danio rerio	2:Experimental evidence at transcript level	Omega-amidase NIT2	1.0	0.999	13	105	105	105	4	5	4	6	4	4	4	13	9	10	9	9	7	7	10	4	5	4	6	4	4	4	13	9	10	9	9	7	7	10	4	5	4	6	4	4	4	13	9	10	9	9	7	7	10	5.4276696E7	2.2165204E7	3.0885522E7	5.365138E7	1.8007496E7	1.1384266E7	1.11980992E8	1.97366208E8	1.9621624E8	2.05740832E8	1.53389376E8	1.3049732E8	3.3345744E8	1.55139936E8	1.04184328E8	1.34915648E8	1.13409064E8	6.179334E7	3.620368E7	5.5599612E7	3.4114564E7	3.5067124E7	2.8674036E7	4.330966E7	2.8015058E7	3.5200712E7	2.6558848E7	5.9652468E7	4.7212604E7	3.6482416E7	
sp|Q4VBW0|MTX3_DANRE	Q4VBW0	MTX3_DANRE	mtx3	313	Danio rerio	2:Experimental evidence at transcript level	Metaxin-3	1.0	0.9986	4	7	7	7	0	1	1	0	0	0	2	1	0	0	0	0	0	1	1	0	1	1	0	0	0	2	1	0	0	0	0	0	1	1	0	1	1	0	0	0	2	1	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	9831724.0	0.0	0.0	0.0	0.0	0.0	0.0	2233855.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4VSN1|DUSTY_DANRE	Q4VSN1	DUSTY_DANRE	dstyk	885	Danio rerio	2:Experimental evidence at transcript level	Dual serine/threonine and tyrosine protein kinase	1.0	0.999	14	56	56	56	6	6	3	6	6	7	1	2	2	1	5	4	1	5	1	6	6	3	6	6	7	1	2	2	1	5	4	1	5	1	6	6	3	6	6	7	1	2	2	1	5	4	1	5	1	1.0759215E7	1.9448068E7	4676493.5	5.408534E7	1.3861389E7	3.3060716E7	1.1127853E7	1.6093916E7	1.5255308E7	0.0	4.5833412E7	1.3794597E7	2.034177E7	4.1169672E7	2.5651544E7	4297120.0	1.7020774E7	0.0	2.47841E7	2.372891E7	2.0125716E7	1.0923733E7	1.2036587E7	1.098334E7	0.0	2.4619232E7	1.9843962E7	4.2718196E7	3.1178528E7	2.5181014E7	
sp|Q501S4|CSKMT_DANRE	Q501S4	CSKMT_DANRE	cskmt	254	Danio rerio	2:Experimental evidence at transcript level	Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial	0.9999	0.9989	3	10	10	10	0	0	0	0	1	3	0	0	1	1	0	1	1	1	1	0	0	0	0	1	3	0	0	1	1	0	1	1	1	1	0	0	0	0	1	3	0	0	1	1	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	465038.0	0.0	0.0	5295372.0	0.0	0.0	0.0	2.8767472E7	1.2333289E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8767472E7	1.2333289E7	0.0	
sp|Q501X2|CEP72_DANRE	Q501X2	CEP72_DANRE	cep72	532	Danio rerio	2:Experimental evidence at transcript level	Centrosomal protein of 72 kDa	0.9496	0.9955	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	624281.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q501Z5|GTPB3_DANRE	Q501Z5	GTPB3_DANRE	gtpbp3	500	Danio rerio	2:Experimental evidence at transcript level	tRNA modification GTPase GTPBP3, mitochondrial	1.0	0.999	7	18	18	18	2	1	1	1	3	0	4	0	0	1	1	2	0	2	0	2	1	1	1	3	0	4	0	0	1	1	2	0	2	0	2	1	1	1	3	0	4	0	0	1	1	2	0	2	0	3220533.0	3295773.2	1560490.0	1694287.4	6145900.0	4230061.0	3.889058E7	0.0	0.0	7824739.5	9356003.0	1.7868654E7	0.0	1230836.1	0.0	3220533.0	3295773.2	1560490.0	1694287.4	6145900.0	4230061.0	0.0	0.0	0.0	7824739.5	9356003.0	1.1158556E7	0.0	1230836.1	0.0	
sp|Q502A3|UBAD2_DANRE	Q502A3	UBAD2_DANRE	ubald2	172	Danio rerio	2:Experimental evidence at transcript level	UBA-like domain-containing protein 2	0.5986	0.9751	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	867978.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502B0|RM41_DANRE	Q502B0	RM41_DANRE	mrpl41	135	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein mL41	1.0	0.999	3	11	11	11	3	2	1	0	1	0	1	2	1	0	0	0	0	0	0	3	2	1	0	1	0	1	2	1	0	0	0	0	0	0	3	2	1	0	1	0	1	2	1	0	0	0	0	0	0	2.2381184E7	1.0998453E7	4334419.5	0.0	1.4376327E7	9743375.0	8.6435784E7	9.6935088E7	8.2536928E7	0.0	0.0	0.0	0.0	0.0	0.0	1.1412027E7	1.1996141E7	4727602.0	0.0	1.376559E7	9329456.0	8.6435784E7	9.6935088E7	8.2536928E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502B3|B3GL2_DANRE	Q502B3	B3GL2_DANRE	b3galnt2	491	Danio rerio	2:Experimental evidence at transcript level	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2	1.0	0.9988	6	11	11	11	1	0	1	1	2	1	1	0	1	2	1	0	0	0	0	1	0	1	1	2	1	1	0	1	2	1	0	0	0	0	1	0	1	1	2	1	1	0	1	2	1	0	0	0	0	536529.94	0.0	0.0	422455.0	497519.66	2042979.8	6328303.5	0.0	3645290.5	9537270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	422455.0	272202.7	0.0	6328303.5	0.0	3645290.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502C1|RT24_DANRE	Q502C1	RT24_DANRE	mrps24	163	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein uS3m	1.0	0.998	3	21	21	21	1	2	0	2	2	3	0	1	1	2	2	2	1	2	0	1	2	0	2	2	3	0	1	1	2	2	2	1	2	0	1	2	0	2	2	3	0	1	1	2	2	2	1	2	0	7050494.5	642794.2	0.0	6.2299948E7	3.287829E7	1.2840307E7	0.0	4093830.0	0.0	5.9648548E7	5.1036528E7	3.4053616E7	2.5071482E7	3.7787868E7	1.2406406E7	7002585.0	638426.25	0.0	3.6366364E7	1.792373E7	1.1923205E7	0.0	5684706.0	0.0	3.399246E7	2.8949458E7	1.9633498E7	2.4901116E7	2.0967594E7	1.2322102E7	
sp|Q502D1|GLOD5_DANRE	Q502D1	GLOD5_DANRE	glod5	163	Danio rerio	2:Experimental evidence at transcript level	Glyoxalase domain-containing protein 5	1.0	0.999	3	13	13	13	2	3	4	1	1	2	0	0	0	0	0	0	0	0	0	2	3	4	1	1	2	0	0	0	0	0	0	0	0	0	2	3	4	1	1	2	0	0	0	0	0	0	0	0	0	7234219.5	7764308.0	3204305.0	7585186.0	1559587.5	9284811.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1391184E7	3414947.5	1367129.0	1.1943824E7	2455765.5	7253209.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502E5|SMIM8_DANRE	Q502E5	SMIM8_DANRE	smim8	104	Danio rerio	3:Protein inferred from homology	Small integral membrane protein 8	0.9966	0.999	2	9	9	9	0	1	1	0	0	0	2	2	3	0	0	0	0	0	0	0	1	1	0	0	0	2	2	3	0	0	0	0	0	0	0	1	1	0	0	0	2	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2.1046902E7	2096998.0	6317413.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1046902E7	2096998.0	6317413.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502G2|T41AA_DANRE	Q502G2	T41AA_DANRE	tmem41aa	281	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 41A-A	0.9688	0.9988	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502G5|CA050_DANRE	Q502G5	CA050_DANRE	zgc:112255	189	Danio rerio	2:Experimental evidence at transcript level	Uncharacterized protein C1orf50 homolog	1.0	0.999	3	14	14	14	0	1	1	0	1	0	0	2	1	2	3	1	2	0	0	0	1	1	0	1	0	0	2	1	2	3	1	2	0	0	0	1	1	0	1	0	0	2	1	2	3	1	2	0	0	0.0	6709123.5	8055433.0	0.0	0.0	0.0	0.0	1.6080052E7	2.0606484E7	5.3958032E7	1.3823248E7	1386209.5	5.0115912E7	0.0	0.0	0.0	6709123.5	8055433.0	0.0	0.0	0.0	0.0	1.4575054E7	1.8677838E7	3.4847868E7	8910255.0	2944759.2	3.0434282E7	0.0	0.0	
sp|Q502I3|CEP55_DANRE	Q502I3	CEP55_DANRE	cep55	435	Danio rerio	2:Experimental evidence at transcript level	Centrosomal protein of 55 kDa	1.0	0.999	7	13	13	13	1	3	3	1	0	2	0	0	0	1	1	1	0	0	0	1	3	3	1	0	2	0	0	0	1	1	1	0	0	0	1	3	3	1	0	2	0	0	0	1	1	1	0	0	0	5537693.5	7483049.0	7049369.0	0.0	0.0	8921289.0	0.0	0.0	0.0	2.5295532E7	1.3860329E7	1.3658069E7	0.0	0.0	0.0	2.4247116E7	3938570.2	2042893.4	0.0	0.0	0.0	0.0	0.0	0.0	2.5295532E7	1.3860329E7	1.3658069E7	0.0	0.0	0.0	
sp|Q502I6|NB5R4_DANRE	Q502I6	NB5R4_DANRE	cyb5r4	527	Danio rerio	2:Experimental evidence at transcript level	Cytochrome b5 reductase 4	1.0	0.9989	5	9	9	9	0	0	0	0	0	0	1	3	2	1	0	0	1	0	1	0	0	0	0	0	0	1	3	2	1	0	0	1	0	1	0	0	0	0	0	0	1	3	2	1	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8291808E7	1.0571692E8	0.0	0.0	0.0	2.31328E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0582973E7	0.0	0.0	0.0	0.0	3.2427448E7	0.0	0.0	
sp|Q502I9|FCHO2_DANRE	Q502I9	FCHO2_DANRE	fcho2	848	Danio rerio	2:Experimental evidence at transcript level	F-BAR domain only protein 2	1.0	0.999	8	18	15	18	2	0	0	3	4	3	1	0	1	1	1	0	1	0	1	1	0	0	3	4	2	1	0	1	1	0	0	1	0	1	2	0	0	3	4	3	1	0	1	1	1	0	1	0	1	2036362.2	0.0	0.0	1.2840597E7	6358506.0	7745315.0	0.0	0.0	3685173.5	1.0872481E7	561644.4	0.0	0.0	0.0	0.0	1824284.5	0.0	0.0	1.1273153E7	1.3088095E7	6938676.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502J0|PCAT2_DANRE	Q502J0	PCAT2_DANRE	lpcat2	529	Danio rerio	2:Experimental evidence at transcript level	Lysophosphatidylcholine acyltransferase 2	1.0	0.9989	5	13	13	13	1	2	1	1	0	0	1	1	0	0	1	3	0	1	1	1	2	1	1	0	0	1	1	0	0	1	3	0	1	1	1	2	1	1	0	0	1	1	0	0	1	3	0	1	1	0.0	9268169.0	0.0	8921257.0	0.0	0.0	1.3241265E7	1733121.9	0.0	0.0	9584172.0	7388123.0	0.0	6239013.0	5123494.0	0.0	0.0	0.0	8921257.0	0.0	0.0	0.0	0.0	0.0	0.0	9584172.0	6819670.5	0.0	6239013.0	5123494.0	
sp|Q502J7|DCTN6_DANRE	Q502J7	DCTN6_DANRE	dctn6	195	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 6	0.9656	0.9929	2	5	5	5	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1.2897838E7	0.0	4663596.5	0.0	0.0	0.0	0.0	0.0	0.0	900046.9	0.0	0.0	2.0169388E7	0.0	0.0	1.2897838E7	0.0	4663596.5	0.0	0.0	0.0	0.0	0.0	0.0	900046.9	0.0	0.0	2.0169388E7	0.0	0.0	
sp|Q502K1|EXOG_DANRE	Q502K1	EXOG_DANRE	exog	343	Danio rerio	2:Experimental evidence at transcript level	Nuclease EXOG, mitochondrial	1.0	0.999	9	25	25	25	1	0	0	2	1	2	4	5	3	1	0	1	2	1	2	1	0	0	2	1	2	4	5	3	1	0	1	2	1	2	1	0	0	2	1	2	4	5	3	1	0	1	2	1	2	0.0	0.0	0.0	1.8565644E7	8124561.5	9324097.0	2.28458592E8	1.29417368E8	2.4603496E8	0.0	0.0	0.0	1.9168326E7	1.2216452E7	1.7283234E7	0.0	0.0	0.0	1.8565644E7	8124561.5	7303140.5	1.28703552E8	7.7763752E7	1.17787336E8	0.0	0.0	0.0	1.9168326E7	1.2216452E7	1.5836107E7	
sp|Q502K2|SAMH1_DANRE	Q502K2	SAMH1_DANRE	samhd1	622	Danio rerio	2:Experimental evidence at transcript level	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	1.0	0.999	14	43	43	43	1	0	0	1	0	0	9	7	8	4	4	2	1	3	3	1	0	0	1	0	0	9	7	8	4	4	2	1	3	3	1	0	0	1	0	0	9	7	8	4	4	2	1	3	3	0.0	0.0	0.0	0.0	0.0	0.0	1.11717088E8	9.5367408E7	1.28709488E8	1.0664392E8	1.8171804E7	3174478.8	2.1538338E7	4.1469704E7	3.1535996E7	0.0	0.0	0.0	0.0	0.0	0.0	1.10914088E8	4.6911616E7	4.2893972E7	4.5935016E7	6775473.0	1.2326504E7	3.9117872E7	2.1818496E7	1.6634632E7	
sp|Q502K3|ANR52_DANRE	Q502K3	ANR52_DANRE	ankrd52	1071	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	1.0	0.9968	6	8	8	8	0	0	1	1	0	0	0	1	2	1	0	0	1	1	0	0	0	1	1	0	0	0	1	2	1	0	0	1	1	0	0	0	1	1	0	0	0	1	2	1	0	0	1	1	0	0.0	0.0	161997.33	1204149.5	0.0	0.0	0.0	0.0	1745366.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502K9|SELT2_DANRE	Q502K9	SELT2_DANRE	selenot2	210	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein T2	0.9977	0.999	3	7	7	7	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	9511446.0	8432292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2053704E7	4492789.0	0.0	0.0	0.0	9511446.0	8432292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2053704E7	4492789.0	0.0	0.0	0.0	
sp|Q502L1|ACB5A_DANRE	Q502L1	ACB5A_DANRE	acbd5a	501	Danio rerio	2:Experimental evidence at transcript level	Acyl-CoA-binding domain-containing protein 5A	1.0	0.999	5	13	13	13	1	2	2	0	0	0	1	4	3	0	0	0	0	0	0	1	2	2	0	0	0	1	4	3	0	0	0	0	0	0	1	2	2	0	0	0	1	4	3	0	0	0	0	0	0	4421697.5	3522060.8	2723884.8	0.0	0.0	0.0	0.0	1073854.5	3002459.0	0.0	0.0	0.0	0.0	0.0	0.0	4421697.5	3522060.8	2723884.8	0.0	0.0	0.0	0.0	1073854.5	1635408.4	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q502L2|PGAM5_DANRE	Q502L2	PGAM5_DANRE	pgam5	289	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	10	117	117	117	7	8	6	10	5	6	2	3	6	6	12	17	10	11	8	7	8	6	10	5	6	2	3	6	6	12	17	10	11	8	7	8	6	10	5	6	2	3	6	6	12	17	10	11	8	3.216456E7	2.8095364E7	2.58972E7	6.1619592E7	4.4141484E7	5.4650808E7	6.6717069E8	6.3279616E8	6.6816186E8	3.3910736E8	1.57249728E8	1.21753232E8	5.8014008E7	1.06814528E8	5.6586204E7	8351745.5	1.0117115E7	2.2886748E7	2.246241E7	1.9521052E7	2.849541E7	5.5243904E9	5.2387538E9	5.096255E9	6.5649644E7	2.9927368E7	1.5254613E7	7.0848256E7	4.803476E7	2.6588322E7	
sp|Q502M5|EDC3_DANRE	Q502M5	EDC3_DANRE	edc3	507	Danio rerio	1:Experimental evidence at protein level	Enhancer of mRNA-decapping protein 3	1.0	0.999	11	40	40	40	3	3	6	4	3	2	3	2	2	0	1	2	2	3	4	3	3	6	4	3	2	3	2	2	0	1	2	2	3	4	3	3	6	4	3	2	3	2	2	0	1	2	2	3	4	1.704922E7	8621023.0	1.6246622E7	1.7187424E7	1.09686E7	2224608.5	2.17335552E8	6.1674316E7	5.5254648E7	0.0	9874479.0	1.0373611E7	3.4686672E7	1.8507594E7	1.6622274E7	2.9011376E7	9558998.0	6270998.0	1.2027909E7	7458674.5	3.8211584E7	9.5928984E7	6.9490456E7	6.0119572E7	0.0	7183302.0	7546401.0	1.4334911E7	8350204.5	6705463.5	
sp|Q502P0|AR6P4_DANRE	Q502P0	AR6P4_DANRE	arl6ip4	221	Danio rerio	2:Experimental evidence at transcript level	ADP-ribosylation factor-like protein 6-interacting protein 4	1.0	0.9986	4	8	8	8	0	1	0	0	0	0	2	1	1	0	0	1	1	1	0	0	1	0	0	0	0	2	1	1	0	0	1	1	1	0	0	1	0	0	0	0	2	1	1	0	0	1	1	1	0	0.0	7874555.5	0.0	0.0	0.0	0.0	5.8668172E7	7.515252E7	8603152.0	0.0	0.0	0.0	7342009.0	1523291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8668172E7	7.515252E7	0.0	0.0	0.0	0.0	7342009.0	0.0	0.0	
sp|Q502P7|BANP_DANRE	Q502P7	BANP_DANRE	banp	508	Danio rerio	2:Experimental evidence at transcript level	Protein BANP	1.0	0.999	4	6	6	6	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2086168E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q503B7|B9D1_DANRE	Q503B7	B9D1_DANRE	b9d1	201	Danio rerio	2:Experimental evidence at transcript level	B9 domain-containing protein 1	0.736	0.9865	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q503C8|NUDC1_DANRE	Q503C8	NUDC1_DANRE	nudcd1	585	Danio rerio	2:Experimental evidence at transcript level	NudC domain-containing protein 1	1.0	0.999	18	148	148	148	11	8	7	17	12	14	7	10	13	6	11	8	8	9	7	11	8	7	17	12	14	7	10	13	6	11	8	8	9	7	11	8	7	17	12	14	7	10	13	6	11	8	8	9	7	6.9575744E7	4.3229152E7	1.9299892E7	2.50244336E8	1.00146472E8	7.9346656E7	2.3483256E8	8.8893363E8	1.11916083E9	1.16918528E8	9.8190096E7	5.0562508E7	1.57363936E8	1.06831744E8	5.609364E7	6.4933684E7	4.9306024E7	2.0778084E7	6.9428864E7	5.3530004E7	3.0906918E7	6.3462928E7	8.7153176E7	9.98498E7	4.320328E7	3.2721214E7	2.2444944E7	8.6768704E7	4.2219828E7	1.877152E7	
sp|Q503D6|CCNQ_DANRE	Q503D6	CCNQ_DANRE	ccnq	247	Danio rerio	2:Experimental evidence at transcript level	Cyclin-Q	0.9792	0.9989	2	5	5	5	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7485939.0	3237711.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5852774.5	0.0	7485939.0	3237711.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q503E1|INT11_DANRE	Q503E1	INT11_DANRE	cpsf3l	598	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 11	1.0	0.999	11	44	44	44	2	2	4	5	5	3	2	0	1	4	3	3	5	3	2	2	2	4	5	5	3	2	0	1	4	3	3	5	3	2	2	2	4	5	5	3	2	0	1	4	3	3	5	3	2	8828973.0	9168314.0	8936782.0	4.2749E7	1.6635994E7	1.3356864E7	1.3952715E7	0.0	2.3856708E7	1.4888109E7	4.6226136E7	4.1088108E7	3.539684E7	3.4978872E7	2.2980694E7	7.1771418E8	1.4211007E7	1.1044076E7	2.6178092E7	6934573.5	8444577.0	1.6583187E7	0.0	1.03515576E8	1.4160957E7	1.8351036E7	1.6941322E7	2.8822668E7	9912641.0	1.6390744E7	
