Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TL1a Spectral Count	TL1b Spectral Count	TL2a Spectral Count	TL2b Spectral Count	TL1a Unique Spectral Count	TL1b Unique Spectral Count	TL2a Unique Spectral Count	TL2b Unique Spectral Count	TL1a Total Spectral Count	TL1b Total Spectral Count	TL2a Total Spectral Count	TL2b Total Spectral Count	TL1a Intensity	TL1b Intensity	TL2a Intensity	TL2b Intensity	TL1a MaxLFQ Intensity	TL1b MaxLFQ Intensity	TL2a MaxLFQ Intensity	TL2b MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7ZU42|OLA1_DANRE	Q7ZU42	OLA1_DANRE	ola1	396	Danio rerio	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	24	158	158	158	29	34	66	29	29	34	66	29	29	34	66	29	5.6130222E9	5.1932416E9	1.37979996E10	6.4915564E9	7.1749152E8	5.8372525E8	1.2921641E9	7.3429472E8	
sp|Q7ZU92|PARN_DANRE	Q7ZU92	PARN_DANRE	parn	660	Danio rerio	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	0.8754	0.9976	1	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1.3342016E8	1.67543264E8	7.61338E7	9.428568E7	1.3342016E8	1.67543264E8	7.61338E7	9.428568E7	
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	Danio rerio	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	40	500	500	500	109	135	129	127	109	135	129	127	109	135	129	127	1.4291285E10	1.42087557E10	1.73701816E10	2.03084165E10	1.85918707E9	1.61552947E9	1.86360269E9	2.54067021E9	
sp|Q7ZUG5|RS21_DANRE	Q7ZUG5	RS21_DANRE	rps21	81	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	0.9999	0.9988	2	8	8	8	1	1	3	3	1	1	3	3	1	1	3	3	0.0	8.4700646E8	7.5624282E8	7.4651981E8	0.0	8.4700646E8	7.5624282E8	7.4651981E8	
sp|Q7ZUN8|YKT6_DANRE	Q7ZUN8	YKT6_DANRE	ykt6	198	Danio rerio	2:Experimental evidence at transcript level	Synaptobrevin homolog YKT6	0.6465	0.9604	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUP0|AN32A_DANRE	Q7ZUP0	AN32A_DANRE	anp32a	254	Danio rerio	2:Experimental evidence at transcript level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	11	46	46	46	19	20	3	4	19	20	3	4	19	20	3	4	4.26398438E9	5.8171694E9	1.21809856E9	2.30430541E9	1.1712512E9	1.27041408E9	7.1437984E8	1.17167194E9	
sp|Q7ZUW2|HYOU1_DANRE	Q7ZUW2	HYOU1_DANRE	hyou1	980	Danio rerio	2:Experimental evidence at transcript level	Hypoxia up-regulated protein 1	1.0	0.999	15	89	89	89	23	25	16	25	23	25	16	25	23	25	16	25	2.26529562E9	2.35452211E9	2.85377203E9	3.36736589E9	8.3744858E8	8.2725472E8	7.7735539E8	1.09179763E9	
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	Danio rerio	2:Experimental evidence at transcript level	Histone H2AX	0.9996	0.999	2	17	16	17	7	6	4	0	6	6	4	0	7	6	4	0	9.1007373E8	4.0157552E8	1.7398544E8	0.0	4.49416064E8	4.11169248E8	1.78142E8	0.0	
sp|Q7ZV22|MTAP_DANRE	Q7ZV22	MTAP_DANRE	mtap	280	Danio rerio	2:Experimental evidence at transcript level	S-methyl-5'-thioadenosine phosphorylase	1.0	0.999	3	52	52	52	18	17	11	6	18	17	11	6	18	17	11	6	1.51351706E9	1.41384461E9	1.04074234E9	5.9848691E8	1.25699494E9	1.37161395E9	6.4114938E8	3.46960992E8	
sp|Q7ZV43|TOLIP_DANRE	Q7ZV43	TOLIP_DANRE	tollip	276	Danio rerio	2:Experimental evidence at transcript level	Toll-interacting protein	1.0	0.999	3	7	7	7	1	3	2	1	1	3	2	1	1	3	2	1	1.076048E8	1.50538416E8	1.55640544E8	8.706184E7	1.076048E8	1.4766432E8	1.55640544E8	8.706184E7	
sp|Q7ZV55|EIF3I_DANRE	Q7ZV55	EIF3I_DANRE	eif3i	325	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	10	38	38	38	14	13	7	4	14	13	7	4	14	13	7	4	8.6299834E8	1.04089914E9	1.75747891E9	8.7496678E8	4.6780576E8	4.15503424E8	4.4206576E8	5.23238208E8	
sp|Q7ZV68|VPS29_DANRE	Q7ZV68	VPS29_DANRE	vps29	182	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 29	1.0	0.9985	3	13	13	13	5	4	1	3	5	4	1	3	5	4	1	3	7.3604346E8	6.4919712E8	1.24009856E8	6.5273933E8	3.72591424E8	3.30571936E8	0.0	3.83863904E8	
sp|Q7ZV80|SPF30_DANRE	Q7ZV80	SPF30_DANRE	smndc1	237	Danio rerio	2:Experimental evidence at transcript level	Survival of motor neuron-related-splicing factor 30	1.0	0.999	5	11	11	11	3	3	3	2	3	3	3	2	3	3	3	2	3.5711424E8	4.61389984E8	2.15283744E8	1.18784E8	1.64014896E8	1.55150544E8	1.94699456E8	0.0	
sp|Q7ZV82|RL27_DANRE	Q7ZV82	RL27_DANRE	rpl27	136	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	1.0	0.999	3	12	12	12	5	3	2	2	5	3	2	2	5	3	2	2	1.47823898E9	9.7908314E8	1.04125504E9	1.19967526E9	1.00475334E9	9.0458746E8	8.5735456E8	1.19967526E9	
sp|Q7ZV96|RL10_DANRE	Q7ZV96	RL10_DANRE	rpl10	215	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL16	1.0	0.9983	4	20	20	20	7	7	4	2	7	7	4	2	7	7	4	2	3.99826074E9	3.84611891E9	3.31666048E9	1.55972787E9	1.76353024E9	1.75147174E9	1.71352205E9	1.89191859E9	
sp|Q7ZVA6|IF4A3_DANRE	Q7ZVA6	IF4A3_DANRE	eif4a3	406	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic initiation factor 4A-III	1.0	0.999	15	56	56	56	9	11	29	7	9	11	29	7	9	11	29	7	1.53617536E9	2.88571085E9	5.2700165E9	8.6323814E8	4.03024864E8	3.96608768E8	9.4822662E8	3.52308736E8	
sp|Q7ZVB2|A9A1A_DANRE	Q7ZVB2	A9A1A_DANRE	aldh9a1a	508	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase A	1.0	0.999	40	758	720	758	197	220	162	179	188	210	153	169	197	220	162	179	4.7537619E10	5.3752005E10	3.5445576E10	5.8797871E10	4.08877466E9	4.19716531E9	2.72156083E9	4.991873E9	
sp|Q7ZVF3|SDHA_DANRE	Q7ZVF3	SDHA_DANRE	sdha	661	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	17	187	187	187	51	54	45	37	51	54	45	37	51	54	45	37	7.4005427E9	7.788841E9	8.0986348E9	7.8083564E9	1.59141888E9	1.32047334E9	1.50263002E9	1.6432128E9	
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	38	1017	5	1017	179	205	466	167	0	0	5	0	179	205	466	167	1.65966971E11	2.06659895E11	3.2976588E11	2.00556577E11	3.16185641E10	3.23516396E10	1.39588895E11	3.14245345E10	
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	38	8	8	1020	0	1	7	0	0	1	7	0	179	206	468	167	0.0	1.343752E8	1.31708288E9	0.0	0.0	9.5469488E7	1.02756518E9	0.0	
sp|Q7ZVK3|SIR2_DANRE	Q7ZVK3	SIR2_DANRE	sirt2	379	Danio rerio	1:Experimental evidence at protein level	NAD-dependent protein deacetylase sirtuin-2	1.0	0.9989	3	5	5	5	2	3	0	0	2	3	0	0	2	3	0	0	3.02456864E8	4.38067168E8	0.0	0.0	3.02456864E8	4.2066432E8	0.0	0.0	
sp|Q7ZVR1|WDR75_DANRE	Q7ZVR1	WDR75_DANRE	wdr75	832	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 75	0.7616	0.9777	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	4.2212516E7	0.0	0.0	0.0	0.0	
sp|Q7ZVX6|UBA3_DANRE	Q7ZVX6	UBA3_DANRE	uba3	462	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 catalytic subunit	1.0	0.999	13	46	46	46	11	14	14	7	11	14	14	7	11	14	14	7	2.2197929E9	1.77462067E9	1.7258944E9	1.99973619E9	5.3892301E8	4.234424E8	3.59720896E8	4.56983296E8	
sp|Q7ZVY5|CISY_DANRE	Q7ZVY5	CISY_DANRE	cs	468	Danio rerio	2:Experimental evidence at transcript level	Citrate synthase, mitochondrial	1.0	0.999	18	163	163	163	38	40	64	21	38	40	64	21	38	40	64	21	1.30664622E10	1.27292621E10	1.31681423E10	1.08878828E10	2.31306701E9	2.15343053E9	1.9325449E9	1.7153609E9	
sp|Q7ZVZ6|PREP_DANRE	Q7ZVZ6	PREP_DANRE	pitrm1	1023	Danio rerio	2:Experimental evidence at transcript level	Presequence protease, mitochondrial	1.0	0.9987	8	20	20	20	5	8	2	5	5	8	2	5	5	8	2	5	3.52065485E9	4.00185805E9	6.1525448E7	5.6814264E9	1.77423936E9	1.77779878E9	8.2840934E8	3.19581645E9	
sp|Q7ZW00|AGK_DANRE	Q7ZW00	AGK_DANRE	agk	422	Danio rerio	2:Experimental evidence at transcript level	Acylglycerol kinase, mitochondrial	0.9998	0.9988	2	4	4	4	1	1	0	2	1	1	0	2	1	1	0	2	2.33462528E9	1.06683443E9	1.0489545E9	2.22805581E9	2.01079642E9	1.08973466E9	1.01320947E9	1.80093466E9	
sp|Q7ZW38|SPS1_DANRE	Q7ZW38	SPS1_DANRE	sephs1	392	Danio rerio	1:Experimental evidence at protein level	Selenide, water dikinase 1	0.9999	0.9989	2	7	7	7	2	3	1	1	2	3	1	1	2	3	1	1	1.86947536E8	2.90321952E8	0.0	7.39532E7	1.86947536E8	2.90321952E8	0.0	7.39532E7	
sp|Q7ZW47|STAU2_DANRE	Q7ZW47	STAU2_DANRE	stau2	606	Danio rerio	2:Experimental evidence at transcript level	Double-stranded RNA-binding protein Staufen homolog 2	1.0	0.999	4	11	11	11	5	2	3	1	5	2	3	1	5	2	3	1	1.82414656E8	8.968544E7	1.51356032E8	7.9984208E7	5.1226604E7	9.914848E7	7.2459528E7	8.842364E7	
sp|Q7ZWD4|UAP1L_DANRE	Q7ZWD4	UAP1L_DANRE	uap1l1	505	Danio rerio	2:Experimental evidence at transcript level	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1.0	0.999	8	21	21	21	9	7	2	3	9	7	2	3	9	7	2	3	2.16937728E9	2.04378931E9	6.9032634E8	1.27320538E9	4.71772128E8	3.96552352E8	3.01213728E8	3.10199616E8	
sp|Q7ZWE3|LARP7_DANRE	Q7ZWE3	LARP7_DANRE	larp7	555	Danio rerio	2:Experimental evidence at transcript level	La-related protein 7	0.3664	0.9712	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZWE9|KCY_DANRE	Q7ZWE9	KCY_DANRE	cmpk	196	Danio rerio	2:Experimental evidence at transcript level	UMP-CMP kinase	1.0	0.999	3	10	10	10	2	1	3	4	2	1	3	4	2	1	3	4	1.92809296E8	1.26705512E8	1.15606528E8	3.13501536E8	1.71421664E8	0.0	1.64505104E8	1.71545904E8	
sp|Q7ZWF0|RAE1L_DANRE	Q7ZWF0	RAE1L_DANRE	rae1	368	Danio rerio	2:Experimental evidence at transcript level	mRNA export factor	0.7924	0.9955	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	0.0	5.1583076E7	4.3001156E7	5.924498E7	0.0	5.1583076E7	4.3001156E7	5.924498E7	
sp|Q7ZWG9|SGMR1_DANRE	Q7ZWG9	SGMR1_DANRE	sigmar1	222	Danio rerio	2:Experimental evidence at transcript level	Sigma non-opioid intracellular receptor 1	0.9773	0.9985	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.8050754E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZWJ4|RL18A_DANRE	Q7ZWJ4	RL18A_DANRE	rpl18a	176	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL20	1.0	0.999	7	70	70	70	20	18	17	15	20	18	17	15	20	18	17	15	5.2974413E9	5.268503E9	5.3141069E9	4.09696435E9	1.93727898E9	1.94915814E9	2.14162842E9	1.87341862E9	
sp|Q7ZWJ7|RL34_DANRE	Q7ZWJ7	RL34_DANRE	rpl34	117	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL34	1.0	0.9977	4	32	32	32	9	13	6	4	9	13	6	4	9	13	6	4	2.54294016E9	2.4575744E9	1.62276762E9	3.7330528E8	1.05543661E9	1.35699597E9	6.8003059E8	4.86145184E8	
sp|Q802F3|SEP15_DANRE	Q802F3	SEP15_DANRE	selenof	153	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein F	0.7487	0.9834	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q803A7|SPCS_DANRE	Q803A7	SPCS_DANRE	sepsecs	490	Danio rerio	2:Experimental evidence at transcript level	O-phosphoseryl-tRNA(Sec) selenium transferase	1.0	0.999	3	6	6	6	1	1	3	1	1	1	3	1	1	1	3	1	1.6733296E8	0.0	1.9792216E7	0.0	0.0	0.0	0.0	0.0	
sp|Q803D2|LIS1B_DANRE	Q803D2	LIS1B_DANRE	pafah1b1b	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog B	1.0	0.9984	4	5	5	13	0	1	2	2	0	1	2	2	2	3	4	4	0.0	1.22778792E8	2.58917696E8	1.91561792E8	0.0	1.22778792E8	2.58917696E8	1.38786576E8	
sp|Q803F5|APMAP_DANRE	Q803F5	APMAP_DANRE	apmap	415	Danio rerio	2:Experimental evidence at transcript level	Adipocyte plasma membrane-associated protein	1.0	0.999	3	17	17	17	4	6	5	2	4	6	5	2	4	6	5	2	9.834537E8	1.03990067E9	8.5547213E8	4.05760768E8	5.9051245E8	4.73564032E8	4.4350528E8	3.28723456E8	
sp|Q803F6|RSSA_DANRE	Q803F6	RSSA_DANRE	rpsa	308	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	9	89	89	89	27	31	19	12	27	31	19	12	27	31	19	12	8.169002E9	8.3110441E9	7.0532137E9	3.59828045E9	2.93230592E9	3.88429184E9	2.7229481E9	2.63110861E9	
sp|Q803G5|SAM5A_DANRE	Q803G5	SAM5A_DANRE	samm50a	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog A	1.0	0.999	12	65	53	65	18	16	14	17	14	13	12	14	18	16	14	17	3.27258061E9	2.6131223E9	2.57621248E9	3.26827878E9	6.5559258E8	4.31899072E8	4.35720896E8	5.9462074E8	
sp|Q803K4|SETD6_DANRE	Q803K4	SETD6_DANRE	setd6	460	Danio rerio	2:Experimental evidence at transcript level	N-lysine methyltransferase setd6	1.0	0.9968	3	14	14	14	5	4	4	1	5	4	4	1	5	4	4	1	7.1898989E8	7.9823923E8	6.8078771E8	6.0720666E8	4.40909024E8	4.58594528E8	4.14956992E8	3.7847504E8	
sp|Q803R5|CMTR1_DANRE	Q803R5	CMTR1_DANRE	cmtr1	829	Danio rerio	2:Experimental evidence at transcript level	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	0.9799	0.9915	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q803S3|MEMO1_DANRE	Q803S3	MEMO1_DANRE	memo1	297	Danio rerio	2:Experimental evidence at transcript level	Protein MEMO1	0.9994	0.999	2	9	9	9	4	3	2	0	4	3	2	0	4	3	2	0	3.56439744E8	3.52671264E8	3.66720928E8	0.0	2.74951648E8	3.52671264E8	3.66720928E8	0.0	
sp|Q803W1|SCRN3_DANRE	Q803W1	SCRN3_DANRE	scrn3	417	Danio rerio	2:Experimental evidence at transcript level	Secernin-3	0.9339	0.9988	1	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	0.0	0.0	1.2757784E8	0.0	0.0	0.0	0.0	0.0	
sp|Q804W2|PRV7_DANRE	Q804W2	PRV7_DANRE	pvalb7	109	Danio rerio	3:Protein inferred from homology	Parvalbumin-7	1.0	0.9987	4	12	12	12	4	6	1	1	4	6	1	1	4	6	1	1	2.3390424E8	3.41560224E8	8.4201472E7	0.0	1.50485552E8	1.22720424E8	9.396988E7	0.0	
sp|Q8AWW7|RUVB1_DANRE	Q8AWW7	RUVB1_DANRE	ruvbl1	456	Danio rerio	2:Experimental evidence at transcript level	RuvB-like 1	1.0	0.999	20	195	195	195	54	48	39	54	54	48	39	54	54	48	39	54	1.26000312E10	1.06446541E10	9.0391695E9	1.38218742E10	1.31437504E9	1.0703737E9	9.644144E8	1.27179725E9	
sp|Q8AXZ4|CNT1A_DANRE	Q8AXZ4	CNT1A_DANRE	cntn1a	1032	Danio rerio	2:Experimental evidence at transcript level	Contactin-1a	1.0	0.999	6	9	9	9	1	2	2	4	1	2	2	4	1	2	2	4	3.6257832E7	1.468792E8	1.02970936E8	4.29191936E8	6.8840272E7	4.8120928E7	1.24775568E8	2.31129616E8	
sp|Q8AYN0|OPSR2_DANRE	Q8AYN0	OPSR2_DANRE	opn1lw2	356	Danio rerio	1:Experimental evidence at protein level	Red-sensitive opsin-2	1.0	0.999	7	131	22	131	31	30	31	39	5	2	6	9	31	30	31	39	2.73655373E9	4.3384392E9	4.3949942E9	5.463724E9	1.87856064E9	2.83859174E9	2.01505114E9	2.84273562E9	
sp|Q8JFV8|VAT1_DANRE	Q8JFV8	VAT1_DANRE	vat1	484	Danio rerio	2:Experimental evidence at transcript level	Synaptic vesicle membrane protein VAT-1 homolog	1.0	0.999	25	310	310	310	82	93	68	67	82	93	68	67	82	93	68	67	1.73318595E10	2.0838187E10	1.38372639E10	1.94860933E10	2.96369946E9	3.32089805E9	2.64431027E9	3.38678784E9	
sp|Q8JGR4|RL24_DANRE	Q8JGR4	RL24_DANRE	rpl24	157	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein eL24	1.0	0.999	4	21	21	21	7	12	1	1	7	12	1	1	7	12	1	1	3.41130624E9	2.26059264E9	1.47961792E8	3.22815872E8	1.76429491E9	7.974663E8	1.66206128E8	3.6262048E8	
sp|Q8JGS9|RS18_DANRE	Q8JGS9	RS18_DANRE	rps18	152	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13	1.0	0.9989	9	49	49	49	15	10	15	9	15	10	15	9	15	10	15	9	4.5620214E9	3.03230208E9	4.3899868E9	3.65480909E9	1.47550989E9	1.07598042E9	1.3857719E9	1.22442778E9	
sp|Q8JGW0|TSP4B_DANRE	Q8JGW0	TSP4B_DANRE	thbs4b	949	Danio rerio	2:Experimental evidence at transcript level	Thrombospondin-4-B	1.0	0.9969	2	10	10	10	2	2	2	4	2	2	2	4	2	2	2	4	1.31442592E8	1.291914E8	0.0	3.42444544E8	1.31442592E8	1.291914E8	0.0	3.42444544E8	
sp|Q8JH70|ALDCB_DANRE	Q8JH70	ALDCB_DANRE	aldocb	363	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-B	1.0	0.999	19	291	161	291	77	102	68	44	50	60	33	18	77	102	68	44	2.19377111E10	2.27249091E10	1.45355459E10	1.15928484E10	5.090135E9	5.2434278E9	4.04813312E9	3.16942874E9	
sp|Q8JH71|ALDOB_DANRE	Q8JH71	ALDOB_DANRE	aldob	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase B	1.0	0.999	15	175	140	175	45	52	43	35	36	41	35	28	45	52	43	35	1.80792566E10	2.03883192E10	2.11635794E10	1.74343864E10	4.6616202E9	4.7521649E9	6.9711795E9	6.5445801E9	
sp|Q8JHJ1|RL35_DANRE	Q8JHJ1	RL35_DANRE	rpl35	123	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	0.9999	0.9988	2	10	10	10	4	6	0	0	4	6	0	0	4	6	0	0	1.51494989E9	1.54797466E9	0.0	0.0	1.03054438E9	1.03538861E9	0.0	0.0	
sp|Q8JIU7|NACA_DANRE	Q8JIU7	NACA_DANRE	naca	215	Danio rerio	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha	0.9981	0.9924	2	5	5	5	3	1	0	1	3	1	0	1	3	1	0	1	2.36983472E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8QFX6|NRP1A_DANRE	Q8QFX6	NRP1A_DANRE	nrp1a	923	Danio rerio	2:Experimental evidence at transcript level	Neuropilin-1a	0.9998	0.9984	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8UVK2|SPT6H_DANRE	Q8UVK2	SPT6H_DANRE	supt6h	1726	Danio rerio	1:Experimental evidence at protein level	Transcription elongation factor SPT6	0.9434	0.999	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	3.7137432E7	0.0	1.0996796E8	1.29302816E8	3.7137432E7	0.0	1.0996796E8	1.29302816E8	
sp|Q90275|CADH2_DANRE	Q90275	CADH2_DANRE	cdh2	893	Danio rerio	1:Experimental evidence at protein level	Cadherin-2	1.0	0.999	3	11	11	11	2	3	3	3	2	3	3	3	2	3	3	3	1.91102256E8	5.5844115E8	3.92731648E8	9.0452659E8	2.1724848E8	2.47519312E8	3.9928608E8	5.25111648E8	
sp|Q90460|C166A_DANRE	Q90460	C166A_DANRE	alcama	564	Danio rerio	1:Experimental evidence at protein level	CD166 antigen homolog A	1.0	0.999	8	20	20	20	4	7	5	4	4	7	5	4	4	7	5	4	1.01698125E9	1.19200166E9	4.6085376E8	1.33096397E9	4.1270864E8	3.26343712E8	5.02943488E8	1.21813094E9	
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	Danio rerio	2:Experimental evidence at transcript level	Heat shock cognate 71 kDa protein	1.0	0.999	41	950	950	950	235	253	230	232	235	253	230	232	235	253	230	232	8.7619297E10	8.9366544E10	8.8105959E10	7.5920155E10	9.2460114E9	9.2995604E9	9.0804183E9	1.07465533E10	
sp|Q90474|H90A1_DANRE	Q90474	H90A1_DANRE	hsp90a.1	725	Danio rerio	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha 1	1.0	0.999	22	57	57	224	15	19	14	9	15	19	14	9	58	61	64	41	3.67221043E9	6.0244818E9	3.45020416E9	2.08346918E9	8.5213101E8	1.08035584E9	1.29921536E9	1.21843648E9	
sp|Q90478|L1CA1_DANRE	Q90478	L1CA1_DANRE	nadl1.1	1197	Danio rerio	2:Experimental evidence at transcript level	Neural cell adhesion molecule L1.1 (Fragment)	0.9936	0.9975	2	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q90479|L1CA2_DANRE	Q90479	L1CA2_DANRE	nadl1.2	216	Danio rerio	2:Experimental evidence at transcript level	Neural cell adhesion molecule L1.2 (Fragment)	0.8813	0.9977	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	0.0	1.31782728E8	1.41232704E8	0.0	0.0	1.31782728E8	1.41232704E8	0.0	
sp|Q90486|HBB1_DANRE	Q90486	HBB1_DANRE	ba1	148	Danio rerio	1:Experimental evidence at protein level	Hemoglobin subunit beta-1	1.0	0.999	2	67	42	67	21	21	13	12	14	14	7	7	21	21	13	12	1.83153377E10	1.77009009E10	1.07766323E10	1.15265188E10	7.9868641E9	7.8337347E9	4.6355185E9	4.8597084E9	
sp|Q90487|HBA_DANRE	Q90487	HBA_DANRE	hbaa1	143	Danio rerio	2:Experimental evidence at transcript level	Hemoglobin subunit alpha	1.0	0.9987	2	32	32	32	10	9	6	7	10	9	6	7	10	9	6	7	6.765312E9	7.9580017E9	4.28131738E9	4.9292769E9	6.765312E9	7.9580017E9	4.28131738E9	4.9292769E9	
sp|Q90XG0|TPISB_DANRE	Q90XG0	TPISB_DANRE	tpi1b	248	Danio rerio	2:Experimental evidence at transcript level	Triosephosphate isomerase B	1.0	0.999	17	172	130	172	57	51	38	26	42	40	30	18	57	51	38	26	1.90317261E10	9.3950761E9	1.02922865E10	8.4422006E9	2.7412393E9	2.16381978E9	1.64850278E9	1.96998067E9	
sp|Q90Y50|CXAR_DANRE	Q90Y50	CXAR_DANRE	cxadr	372	Danio rerio	2:Experimental evidence at transcript level	Coxsackievirus and adenovirus receptor homolog	0.9968	0.9981	2	14	14	14	5	4	4	1	5	4	4	1	5	4	4	1	3.58239328E8	2.19982448E8	1.2929184E8	5.381396E7	2.46210496E8	2.19982448E8	1.2929184E8	5.381396E7	
sp|Q90YL4|S61A2_DANRE	Q90YL4	S61A2_DANRE	sec61al2	476	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec61 subunit alpha-like 2	1.0	0.9988	4	22	0	22	6	6	6	4	0	0	0	0	6	6	6	4	1.66903654E9	1.39089421E9	1.86085094E9	1.10115174E9	6.7572166E8	8.8935494E8	7.2969274E8	6.697625E8	sp|Q90ZM2|S61A1_DANRE
sp|Q90YM8|CYFP1_DANRE	Q90YM8	CYFP1_DANRE	cyfip1	1253	Danio rerio	2:Experimental evidence at transcript level	Cytoplasmic FMR1-interacting protein 1 homolog	1.0	0.9987	6	12	12	12	3	4	2	3	3	4	2	3	3	4	2	3	6.3429664E8	4.22367808E8	3.51250848E8	4.7327872E8	3.22261696E8	2.63365408E8	2.32000352E8	3.1184848E8	
sp|Q90Z10|RL13_DANRE	Q90Z10	RL13_DANRE	rpl13	211	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL13	1.0	0.9989	8	88	88	88	19	32	20	17	19	32	20	17	19	32	20	17	8.0071506E9	7.5534208E9	9.0619914E9	7.7495721E9	2.67070592E9	2.61102566E9	2.7204224E9	2.30789299E9	
sp|Q90Z37|CADH1_DANRE	Q90Z37	CADH1_DANRE	cdh1	864	Danio rerio	1:Experimental evidence at protein level	Cadherin-1	1.0	0.999	4	9	9	9	0	2	1	6	0	2	1	6	0	2	1	6	0.0	2.03591488E8	2.78664032E8	1.37045862E9	0.0	1.42568992E8	2.54989648E8	4.54636032E8	
sp|Q91398|CSK2B_DANRE	Q91398	CSK2B_DANRE	csnk2b	215	Danio rerio	2:Experimental evidence at transcript level	Casein kinase II subunit beta	0.9993	0.999	2	5	5	5	2	1	2	0	2	1	2	0	2	1	2	0	1.5509112E8	3.099012E7	1.54352592E8	0.0	8.8238776E7	3.099012E7	1.54352592E8	0.0	
