Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|Q6PBV6|NHP2_DANRE,Q6PBV6,NHP2_DANRE,nhp2,150,Danio rerio,2:Experimental evidence at transcript level,H/ACA ribonucleoprotein complex subunit 2-like protein,1,0.999,4,25,25,25,4,2,3,2,1,1,2,1,1,1,1,2,2,1,1,4,2,3,2,1,1,2,1,1,1,1,2,2,1,1,4,2,3,2,1,1,2,1,1,1,1,2,2,1,1,23282074,8403779,22205862,21951920,5622785.5,1097638.8,21885476,1254502.4,796143.56,4021974.8,4227608.5,15323410,11282178,6143335,6948027,6800818,7591857.5,5053321,5046620.5,7247859.5,3448195.5,4829306,3940977.2,2501058.2,5184389,8199354,4645379.5,6613424,7918856,4574570,
sp|Q6PBW5|RP65A_DANRE,Q6PBW5,RP65A_DANRE,rpe65a,531,Danio rerio,2:Experimental evidence at transcript level,Retinoid isomerohydrolase,1,0.999,9,38,38,38,4,1,1,8,1,0,5,1,1,4,1,2,7,0,2,4,1,1,8,1,0,5,1,1,4,1,2,7,0,2,4,1,1,8,1,0,5,1,1,4,1,2,7,0,2,18629322,641617.6,4306942.5,62020180,14615089,0,36576916,1601377.5,12899675,27685550,1765763,18190794,61952556,0,15973568,18757688,4052903.5,5793524.5,14538939,5221215,0,11943168,2702614.8,7678846,19431510,3279468.8,7502298,22359508,0,5879302.5,
sp|Q6PBY0|GNB5B_DANRE,Q6PBY0,GNB5B_DANRE,gnb5b,395,Danio rerio,2:Experimental evidence at transcript level,Guanine nucleotide-binding protein subunit beta-5b,0.9784,0.9838,2,5,5,5,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,29375284,0,19555412,34419464,0,0,21076214,0,0,0,0,0,0,0,33833196,29375284,0,19555412,34419464,0,0,21076214,0,0,0,0,0,0,0,33833196,
sp|Q6PBY1|RS3A_DANRE,Q6PBY1,RS3A_DANRE,rps3a,267,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS1,1,0.999,15,100,100,100,6,9,7,2,7,5,6,8,5,9,10,7,5,8,6,6,9,7,2,7,5,6,8,5,9,10,7,5,8,6,6,9,7,2,7,5,6,8,5,9,10,7,5,8,6,317760864,505156064,461810336,395641824,606981700,301089280,403692480,367039328,258281488,248758992,497935552,372433952,314579104,635547900,399099616,108451944,192828016,185583840,128160568,272024736,178675264,122252544,207027920,169184032,113831784,210973520,165775712,110589728,244646784,133560824,
sp|Q6PBY3|EDF1_DANRE,Q6PBY3,EDF1_DANRE,edf1,146,Danio rerio,2:Experimental evidence at transcript level,Endothelial differentiation-related factor 1 homolog,0.9144,0.9985,1,5,5,5,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5555501,4204225.5,0,0,0,0,8892200,0,2309299,5651678,0,0,0,0,0,5555501,4204225.5,0,0,0,0,8892200,0,2309299,5651678,0,
sp|Q6PC14|RL23_DANRE,Q6PC14,RL23_DANRE,rpl23,140,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL14,1,0.999,5,35,35,35,2,2,2,2,4,2,3,2,2,2,3,2,3,2,2,2,2,2,2,4,2,3,2,2,2,3,2,3,2,2,2,2,2,2,4,2,3,2,2,2,3,2,3,2,2,55942100,110288048,108882208,78212776,159494016,112149528,89333088,133899872,110348840,77477488,170913968,113177472,63432984,151208608,94445864,51544464,91947184,80619952,44073664,91379808,90117960,72530984,103638920,87223704,72004312,137158768,85105904,56463264,122589680,65233132,
sp|Q6PC29|143G1_DANRE,Q6PC29,143G1_DANRE,ywhag1,247,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein gamma-1,1,0.999,8,53,43,106,5,3,4,5,3,1,5,3,2,5,3,2,5,5,2,4,3,3,4,3,1,4,3,1,3,3,1,4,4,2,9,7,7,10,6,3,8,7,5,10,5,5,10,8,6,172381152,91853064,57925128,204597024,84404512,8722128,175227856,75562688,47178752,169600768,30290054,35506340,203027952,101755072,76559952,56509076,36188188,21537946,70347392,38910004,21246696,58555724,34496060,27519608,58139316,27556166,23473286,68745808,34206160,34298672,
sp|Q6PC30|CSN5_DANRE,Q6PC30,CSN5_DANRE,cops5,334,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 5,0.9987,0.9989,2,8,8,8,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,11485967,16537622,6047824.5,4163042,9009773,5758478,0,4514516.5,0,0,7964952,6471838,0,4918417.5,23995858,11485967,16537622,6047824.5,4163042,9009773,5758478,0,4514516.5,0,0,7964952,6471838,0,4918417.5,23995858,
sp|Q6PC54|SN25B_DANRE,Q6PC54,SN25B_DANRE,snap25b,203,Danio rerio,2:Experimental evidence at transcript level,Synaptosomal-associated protein 25-B,1,0.9989,6,9,9,48,0,3,1,0,2,0,0,0,0,0,2,0,0,0,1,0,3,1,0,2,0,0,0,0,0,2,0,0,0,1,2,5,3,2,6,2,3,4,3,2,5,3,2,3,3,0,32455312,12399128,0,23308846,0,0,0,0,0,18360192,0,0,1816873.4,22218556,0,21886434,10283653,0,11871223,0,0,0,0,0,10048617,0,0,5582485.5,15848061,
sp|Q6PC69|RL10A_DANRE,Q6PC69,RL10A_DANRE,rpl10a,216,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL1,1,0.999,10,90,90,90,5,7,5,7,7,5,6,4,4,9,6,5,8,6,6,5,7,5,7,7,5,6,4,4,9,6,5,8,6,6,5,7,5,7,7,5,6,4,4,9,6,5,8,6,6,545941380,378553216,460970144,616573700,425765408,435702240,368486048,279447936,356711200,804862400,383867456,405485696,643824830,360273696,433626816,191589856,182430688,226006944,220846432,224530800,236579136,186159520,185388256,242841408,260387792,239500960,238692352,230495984,197918416,191473744,
sp|Q6PC91|BT3L4_DANRE,Q6PC91,BT3L4_DANRE,btf3l4,158,Danio rerio,2:Experimental evidence at transcript level,Transcription factor BTF3 homolog 4,1,0.999,5,39,39,39,2,6,2,2,4,2,2,3,2,1,3,2,2,3,3,2,6,2,2,4,2,2,3,2,1,3,2,2,3,3,2,6,2,2,4,2,2,3,2,1,3,2,2,3,3,40817728,115796896,57366396,35897824,80528656,47063688,34834152,54853324,53033640,0,69307912,54652444,34254188,73535040,83081408,22825442,41189600,31945148,19814698,40093464,26346208,19512858,28465662,29659674,0,36600084,30581486,18708506,37172064,43876036,
sp|Q6PCR6|ZFR_DANRE,Q6PCR6,ZFR_DANRE,zfr,1074,Danio rerio,2:Experimental evidence at transcript level,Zinc finger RNA-binding protein,0.9999,0.9981,2,17,17,17,1,2,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,2,2,1,29965782,18900524,14062959,29522896,9117345,19127938,14164918,10847122,16757276,27904484,0,16418600,34619360,20587980,18330038,27427478,13195156,12871731,18850516,25988700,17507672,12965053,30919376,15337821,25540786,0,11202361,21731304,14126268,16777360,
sp|Q6PCR7|EIF3A_DANRE,Q6PCR7,EIF3A_DANRE,eif3a,1267,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit A,1,0.999,18,96,96,96,3,13,6,8,9,4,5,9,3,5,7,5,7,6,6,3,13,6,8,9,4,5,9,3,5,7,5,7,6,6,3,13,6,8,9,4,5,9,3,5,7,5,7,6,6,34825328,121322128,88558728,81097720,87243208,45411944,33959388,96058560,30233394,38220712,48239600,56905248,51838500,80701104,442321088,16262523,29195504,21362882,28010718,23525732,20941570,27988172,22521746,30542794,24712322,17109332,21413582,30379284,21701560,31257828,
sp|Q6PD83|5MP2A_DANRE,Q6PD83,5MP2A_DANRE,bzw1a,419,Danio rerio,2:Experimental evidence at transcript level,eIF5-mimic protein 2-A,1,0.9988,6,13,7,13,0,1,0,1,1,1,2,0,1,2,0,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,0,1,2,0,0,0,2,2,0,6741143.5,57358104,24071616,2018828.4,31036366,12131493,0,32088142,6647289.5,0,0,0,2241132.8,27554524,0,22540276,17639052,9702009,6750331,13896410,21270792,0,14367338,18139474,0,0,0,7493647.5,10877983,
sp|Q6PD99|MRPA_DANRE,Q6PD99,MRPA_DANRE,marcksl1a,213,Danio rerio,2:Experimental evidence at transcript level,MARCKS-related protein 1-A,1,0.999,7,199,199,199,16,13,13,13,14,12,11,13,13,11,11,13,18,13,15,16,13,13,13,14,12,11,13,13,11,11,13,18,13,15,16,13,13,13,14,12,11,13,13,11,11,13,18,13,15,523198304,531009088,413548704,455102144,400060192,353406720,513395680,405293792,406358880,417405312,408349632,390785728,420030336,541313790,415402528,135604576,115276664,94960288,129529872,101008704,86939064,117592136,95822312,92248384,95761360,102127504,90855920,123901248,126600160,86904544,
sp|Q6PE25|EF1G_DANRE,Q6PE25,EF1G_DANRE,eef1g,442,Danio rerio,2:Experimental evidence at transcript level,Elongation factor 1-gamma,1,0.999,17,71,71,71,6,4,3,9,3,5,10,3,4,5,5,2,9,3,0,6,4,3,9,3,5,10,3,4,5,5,2,9,3,0,6,4,3,9,3,5,10,3,4,5,5,2,9,3,0,73666208,35566496,62499064,212284096,56028024,27550392,163419648,29084314,31820760,86665168,46222960,276120288,120914512,52512224,4417174.5,34366000,13075221,16429993,46350984,25142178,16835496,32889850,21930036,19346468,67242160,21958924,15394134,37956008,33102768,8257775,
sp|Q6PEH5|UB2V2_DANRE,Q6PEH5,UB2V2_DANRE,ube2v2,145,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-conjugating enzyme E2 variant 2,0.9922,0.994,2,17,17,17,0,2,1,1,1,1,1,2,1,1,1,1,1,2,1,0,2,1,1,1,1,1,2,1,1,1,1,1,2,1,0,2,1,1,1,1,1,2,1,1,1,1,1,2,1,35505556,79880520,38177764,102203040,80019000,32233100,103167224,87478688,38450216,48564100,28401182,45132544,106735768,78113776,114718416,48035356,35354596,51650576,57248904,32070748,43608060,60000208,36996584,52019176,65702216,38423868,61059676,52853344,40598160,54081436,
sp|Q6PFJ1|NGDN_DANRE,Q6PFJ1,NGDN_DANRE,ngdn,315,Danio rerio,2:Experimental evidence at transcript level,Neuroguidin,0.9938,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6936919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PFJ9|ARI1_DANRE,Q6PFJ9,ARI1_DANRE,arih1,527,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase arih1,0.4186,0.9784,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PFL6|CCD43_DANRE,Q6PFL6,CCD43_DANRE,ccdc43,213,Danio rerio,2:Experimental evidence at transcript level,Coiled-coil domain-containing protein 43,1,0.999,1,16,16,16,1,2,0,1,2,0,0,2,1,0,2,1,1,2,1,1,2,0,1,2,0,0,2,1,0,2,1,1,2,1,1,2,0,1,2,0,0,2,1,0,2,1,1,2,1,591896.7,2672265.5,0,639483.8,2300169.5,0,0,2171653.5,616852.56,0,2321283,625125.9,482285.9,2513043,834856.3,591896.7,1612440.9,0,639483.8,1490175.2,0,0,1389324,616852.56,0,1522400.1,625125.9,482285.9,1659457.1,834856.3,
sp|Q6PFM4|LNPB_DANRE,Q6PFM4,LNPB_DANRE,lnpkb,402,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum junction formation protein lunapark-B,0.9075,0.9779,2,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,2191435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PFQ2|EIF3C_DANRE,Q6PFQ2,EIF3C_DANRE,eif3c,926,Danio rerio,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit C,1,0.9988,6,18,18,18,0,4,0,1,2,0,0,2,1,1,2,1,0,3,1,0,4,0,1,2,0,0,2,1,1,2,1,0,3,1,0,4,0,1,2,0,0,2,1,1,2,1,0,3,1,0,49410096,40466028,60808116,39159292,0,0,53283984,40810340,99302600,31571216,38820880,66678736,43661612,61606768,0,39440804,40466028,60808116,36753592,0,0,46117416,40810340,99302600,31571216,38820880,66678736,33757376,46311240,
sp|Q6PG34|CDKAL_DANRE,Q6PG34,CDKAL_DANRE,cdkal1,547,Danio rerio,2:Experimental evidence at transcript level,Threonylcarbamoyladenosine tRNA methylthiotransferase,0.2788,0.9605,1,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PH19|GATM_DANRE,Q6PH19,GATM_DANRE,gatm,422,Danio rerio,2:Experimental evidence at transcript level,"Glycine amidinotransferase, mitochondrial",1,0.999,8,38,38,38,5,1,2,5,1,2,5,1,1,3,1,2,6,0,3,5,1,2,5,1,2,5,1,1,3,1,2,6,0,3,5,1,2,5,1,2,5,1,1,3,1,2,6,0,3,100900376,27413786,41071544,79131944,9029419,14726736,32867256,4201872.5,7979157.5,238246624,13604993,52048288,99862984,0,87865072,62671552,17792626,18038874,56737348,9044077,14306461,35966516,4208693.5,7992110.5,143325040,13627079,29338968,32818780,0,37183380,
sp|Q6PH57|GBB1_DANRE,Q6PH57,GBB1_DANRE,gnb1,340,Danio rerio,2:Experimental evidence at transcript level,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,1,0.999,10,49,49,49,6,0,1,8,3,2,2,1,3,8,3,1,6,3,2,6,0,1,8,3,2,2,1,3,8,3,1,6,3,2,6,0,1,8,3,2,2,1,3,8,3,1,6,3,2,120364816,32852786,43484244,143786496,26156976,24161942,66544752,31539188,45442068,278261824,55307416,30662912,155837392,81124368,40265008,36835568,23351414,24404280,37124980,37311748,34465924,88771456,26444496,31101832,40817728,41829076,30770906,43647072,43382096,24767432,
sp|Q6PHD9|SBP1_DANRE,Q6PHD9,SBP1_DANRE,selenbp1,457,Danio rerio,2:Experimental evidence at transcript level,Methanethiol oxidase,1,0.999,4,28,28,28,2,2,1,3,1,2,5,1,2,2,0,1,4,0,2,2,2,1,3,1,2,5,1,2,2,0,1,4,0,2,2,2,1,3,1,2,5,1,2,2,0,1,4,0,2,12067458,7433016,9431880,15894528,4447433.5,9650586,13470492,5286168,7294779,6699517.5,0,8166849,18062762,0,17675592,8360232,5018947.5,6872150.5,8808481,4464166.5,6754738,8191754,5306056.5,5365487,0,0,8197575.5,8970730,0,13057044,
sp|Q6PHF0|CHM1A_DANRE,Q6PHF0,CHM1A_DANRE,chmp1a,198,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 1a,0.6495,0.9915,1,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1063901.9,0,0,2160652,0,0,0,0,0,0,0,0,0,0,0,1063901.9,0,0,2160652,0,0,0,0,
sp|Q6PHH3|PD10A_DANRE,Q6PHH3,PD10A_DANRE,pdcd10a,210,Danio rerio,1:Experimental evidence at protein level,Programmed cell death protein 10-A,1,0.9988,2,7,0,7,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,3222631,0,9633172,13148772,4727051.5,0,0,0,0,5848165.5,0,5522419.5,12558875,0,7435933.5,3222631,0,9633172,13148772,4727051.5,0,0,0,0,5848165.5,0,5522419.5,12558875,0,7435933.5,
sp|Q6PHK6|PURB_DANRE,Q6PHK6,PURB_DANRE,purb,297,Danio rerio,2:Experimental evidence at transcript level,Transcriptional regulator protein Pur-beta,1,0.9974,3,19,19,19,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,22675118,5384085,17479600,28696440,9899511,10177098,14750439,10247476,11119689,4417913.5,7277930,9820698,26938020,7956381.5,5129557.5,13157670,5245723,10574666,15116072,9645110,9915563,14371377,9984133,10833932,6771169.5,7090899.5,9568323,16161381,7751915.5,7861880,
sp|Q6PI20|H33_DANRE,Q6PI20,H33_DANRE,h3f3a,136,Danio rerio,2:Experimental evidence at transcript level,Histone H3.3,1,0.999,13,42,42,162,2,5,3,3,2,2,2,2,2,5,2,3,2,3,4,2,5,3,3,2,2,2,2,2,5,2,3,2,3,4,10,12,11,10,6,6,9,8,9,27,9,9,15,9,12,10750075,392065760,29308572,11634551,15217199,10902680,4921692,14589602,6596722,901350780,18328668,4380188,9515884,47897212,160071488,14696726,217907232,15360761,6079437.5,13920513,6836839.5,3060497.8,8899121,4354145,532317504,12253661,2546807.2,6078758.5,26765802,98609944,
sp|Q6PI52|CALM_DANRE,Q6PI52,CALM_DANRE,calm1a,149,Danio rerio,2:Experimental evidence at transcript level,Calmodulin,1,0.999,16,549,549,549,39,33,28,41,30,32,50,48,48,51,25,26,37,35,26,39,33,28,41,30,32,50,48,48,51,25,26,37,35,26,39,33,28,41,30,32,50,48,48,51,25,26,37,35,26,32102942700,20504547300,28505106400,30701484000,22818287600,27194533900,33692401700,25812594700,30154510300,26339909600,18911062000,27040032800,30514882600,30418677800,27872528400,20143118300,12739945500,12928822300,17870856200,10988677100,12827298800,20820043800,15704034300,14171708400,17354709000,10818559000,12976292900,18626760700,13846069200,14147272700,
sp|Q6Q415|RL36_DANRE,Q6Q415,RL36_DANRE,rpl36,105,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL36,1,0.9988,2,14,14,14,1,2,1,0,2,1,0,2,0,0,2,0,0,3,0,1,2,1,0,2,1,0,2,0,0,2,0,0,3,0,1,2,1,0,2,1,0,2,0,0,2,0,0,3,0,5560438,97852336,29725478,9343137,111984128,15846467,0,83806568,0,0,86053592,12750282,0,93936104,30278280,7331889,51788412,16580454,8874611,60794024,20894854,0,46286300,0,0,46610460,12110899,0,50139048,16939830,
sp|Q6Q420|RS15A_DANRE,Q6Q420,RS15A_DANRE,rps15a,130,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS8,1,0.9983,5,13,13,13,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,3,0,0,2,0,0,3,0,0,3,0,0,93956128,0,29276098,118073456,5775849.5,0,102533032,8085780.5,0,98020192,0,0,137309792,0,19720034,49137164,0,14942007,58499024,5775849.5,0,56540992,8085780.5,0,53063124,0,0,66665092,0,19720034,
sp|Q6Q7X9|KLH31_DANRE,Q6Q7X9,KLH31_DANRE,klhl31,635,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 31,1,0.999,10,67,67,67,6,5,4,6,5,3,7,4,2,4,4,3,5,4,5,6,5,4,6,5,3,7,4,2,4,4,3,5,4,5,6,5,4,6,5,3,7,4,2,4,4,3,5,4,5,59178712,69397008,97068288,92112272,73055208,44174952,82039968,43682340,29133920,73140352,41736824,76924704,85992120,33823476,109448432,18623966,23686918,29938236,21857764,23394022,23172438,17612560,20579462,22824152,25840080,18113178,29265934,20656266,20793890,31517804,
sp|Q6TEL1|RA21A_DANRE,Q6TEL1,RA21A_DANRE,rad21a,643,Danio rerio,1:Experimental evidence at protein level,Double-strand-break repair protein rad21 homolog A,1,0.9989,4,24,24,24,1,2,1,2,2,2,1,2,1,1,3,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,1,2,2,1,24463148,29048580,13653209,16922526,26590208,12909229,18615428,26459084,15363438,64369096,33585840,16629412,14753318,13936321,45151624,24463148,29048580,13653209,13907574,22072500,10115342,18615428,21866896,15363438,64369096,23775852,16629412,12249441,11541528,45151624,
sp|Q6TEN1|RAP1B_DANRE,Q6TEN1,RAP1B_DANRE,rap1b,184,Danio rerio,2:Experimental evidence at transcript level,Ras-related protein Rap-1b,1,0.999,7,55,55,55,5,2,4,5,4,5,3,3,1,5,2,6,4,2,4,5,2,4,5,4,5,3,3,1,5,2,6,4,2,4,5,2,4,5,4,5,3,3,1,5,2,6,4,2,4,41978200,41893164,64997532,27086544,10562374,31284526,26717960,7667547,18307244,151829680,2191703.8,71912080,31365856,7387559,133728600,21602262,77163056,18577598,11158860,8422040,15306978,8218339,2508291.2,23005550,78705184,5387139,17464254,18552128,6200834.5,53361260,
sp|Q6TEP1|F91A1_DANRE,Q6TEP1,F91A1_DANRE,fam91a1,831,Danio rerio,2:Experimental evidence at transcript level,Protein FAM91A1,1,0.9989,3,9,9,9,1,2,1,1,1,0,0,1,0,0,2,0,0,0,0,1,2,1,1,1,0,0,1,0,0,2,0,0,0,0,1,2,1,1,1,0,0,1,0,0,2,0,0,0,0,6650628.5,2330359.5,2861231.8,5792581.5,0,0,0,0,0,0,1331577.4,0,0,0,0,6650628.5,0,2861231.8,5792581.5,0,0,0,0,0,0,1331577.4,0,0,0,0,
sp|Q6TGS6|SYYC_DANRE,Q6TGS6,SYYC_DANRE,yars1,529,Danio rerio,2:Experimental evidence at transcript level,"Tyrosine--tRNA ligase, cytoplasmic",1,0.9988,9,39,39,39,4,5,3,4,1,1,4,1,3,2,4,2,3,0,2,4,5,3,4,1,1,4,1,3,2,4,2,3,0,2,4,5,3,4,1,1,4,1,3,2,4,2,3,0,2,80379232,36484204,58367304,88226416,11303657,17547018,77459728,33524914,38943856,21476808,32330420,24509872,33031202,19234374,60929176,25016624,13637709,22812170,27364670,12140161,18845550,29020940,17575534,20941404,11360686,16294361,15086950,17374900,20657776,21499220,
sp|Q6TGV7|ABRAL_DANRE,Q6TGV7,ABRAL_DANRE,abracl,81,Danio rerio,3:Protein inferred from homology,Costars family protein ABRACL,1,0.999,2,11,11,11,0,3,0,1,1,0,0,0,0,3,0,0,0,1,2,0,3,0,1,1,0,0,0,0,3,0,0,0,1,2,0,3,0,1,1,0,0,0,0,3,0,0,0,1,2,0,22069828,0,1166499,1624170.8,0,0,0,0,10967885,0,0,0,1694682.6,8185031.5,0,15706292,0,1262251.5,1757491.5,0,0,0,0,4555386.5,0,0,0,1833791.4,6305616,
sp|Q6TGY8|EMC2_DANRE,Q6TGY8,EMC2_DANRE,emc2,297,Danio rerio,2:Experimental evidence at transcript level,ER membrane protein complex subunit 2,1,0.999,2,12,12,12,2,1,1,1,0,1,0,0,1,2,1,0,1,0,1,2,1,1,1,0,1,0,0,1,2,1,0,1,0,1,2,1,1,1,0,1,0,0,1,2,1,0,1,0,1,29284300,19216836,24656266,19476168,13625293,904659.6,0,0,16728063,40625176,1125406.5,0,22077900,0,26772624,18493162,14237443,12700008,11134189,9065189,8086896.5,0,0,11129526,27728008,10060188,0,12011112,0,17933684,
sp|Q6TH01|C10_DANRE,Q6TH01,C10_DANRE,si:dkey-29f10.1,122,Danio rerio,2:Experimental evidence at transcript level,Protein C10,1,0.999,3,12,12,12,0,2,1,1,2,0,0,0,0,1,1,1,1,1,1,0,2,1,1,2,0,0,0,0,1,1,1,1,1,1,0,2,1,1,2,0,0,0,0,1,1,1,1,1,1,0,21253838,11587693,22863138,5594584,0,0,4401175,0,17477654,1183139,18309572,15858747,0,12225652,0,6156970,4911813.5,9394709,17572126,0,0,13823726,0,54895864,0,7865961,6722236.5,0,38399760,
sp|Q6TH15|EIF3D_DANRE,Q6TH15,EIF3D_DANRE,eif3d,552,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit D,0.9999,0.999,2,5,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3760313.5,6578428,0,0,9531219,4550415.5,0,0,0,0,0,0,0,7917164.5,5846658,3760313.5,6578428,0,0,9531219,4550415.5,0,0,0,0,0,0,0,7917164.5,5846658,
