Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,170928_MW_1 Spectral Count,170928_MW_2 Spectral Count,170928_MW_3 Spectral Count,170928_MW_4 Spectral Count,170928_MW_5 Spectral Count,170928_MW_6 Spectral Count,170928_MW_1 Unique Spectral Count,170928_MW_2 Unique Spectral Count,170928_MW_3 Unique Spectral Count,170928_MW_4 Unique Spectral Count,170928_MW_5 Unique Spectral Count,170928_MW_6 Unique Spectral Count,170928_MW_1 Total Spectral Count,170928_MW_2 Total Spectral Count,170928_MW_3 Total Spectral Count,170928_MW_4 Total Spectral Count,170928_MW_5 Total Spectral Count,170928_MW_6 Total Spectral Count,170928_MW_1_6dpf_Intensity,170928_MW_2_6dpf_Intensity,170928_MW_3_6dpf_Intensity,170928_MW_4_6dpf_Intensity,170928_MW_5_6dpf_Intensity,170928_MW_6_6dpf_Intensity,170928_MW_1 MaxLFQ_6dpf_Intensity,170928_MW_2 MaxLFQ_6dpf_Intensity,170928_MW_3 MaxLFQ_6dpf_Intensity,170928_MW_4 MaxLFQ_6dpf_Intensity,170928_MW_5 MaxLFQ_6dpf_Intensity,170928_MW_6 MaxLFQ_6dpf_Intensity,Indistinguishable Proteins
sp|Q7ZWB7|BBS5_DANRE,Q7ZWB7,BBS5_DANRE,bbs5,342,Danio rerio,2:Experimental evidence at transcript level,BBSome complex member BBS5,0.9157,0.9975,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZWD4|UAP1L_DANRE,Q7ZWD4,UAP1L_DANRE,uap1l1,505,Danio rerio,2:Experimental evidence at transcript level,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,1,0.9989,3,6,6,6,1,0,1,1,2,1,1,0,1,1,2,1,1,0,1,1,2,1,0,0,0,13083964,0,0,0,0,0,0,0,0,
sp|Q7ZWE9|KCY_DANRE,Q7ZWE9,KCY_DANRE,cmpk,196,Danio rerio,2:Experimental evidence at transcript level,UMP-CMP kinase,1,0.999,3,9,9,9,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,23828450,0,26286176,0,38687976,11237541,27472478,0,14002927,0,23869230,0,
sp|Q7ZWF0|RAE1L_DANRE,Q7ZWF0,RAE1L_DANRE,rae1,368,Danio rerio,2:Experimental evidence at transcript level,mRNA export factor,0.9898,0.9813,3,3,3,3,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,12274775,0,0,0,0,0,0,0,
sp|Q7ZWJ3|OSTC_DANRE,Q7ZWJ3,OSTC_DANRE,ostc,149,Danio rerio,2:Experimental evidence at transcript level,Oligosaccharyltransferase complex subunit ostc,0.9585,0.9988,1,7,7,7,0,2,1,0,2,2,0,2,1,0,2,2,0,2,1,0,2,2,0,1059303.1,12078710,0,1809297,1267514.4,0,1059303.1,12078710,0,1809297,1267514.4,
sp|Q7ZWJ4|RL18A_DANRE,Q7ZWJ4,RL18A_DANRE,rpl18a,176,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL20,1,0.999,9,40,40,40,11,8,7,3,7,4,11,8,7,3,7,4,11,8,7,3,7,4,1390794240,926292030,968659580,462956736,704817730,383478528,702084480,358509376,412746112,216847328,403976928,240799408,
sp|Q7ZWJ7|RL34_DANRE,Q7ZWJ7,RL34_DANRE,rpl34,117,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL34,1,0.9982,5,20,20,20,3,3,3,4,5,2,3,3,3,4,5,2,3,3,3,4,5,2,72745280,155929664,99632960,32759746,197284800,70082368,56442268,48257400,69380072,54886312,65976356,40872708,
sp|Q802W2|A9A1B_DANRE,Q802W2,A9A1B_DANRE,aldh9a1b,518,Danio rerio,2:Experimental evidence at transcript level,4-trimethylaminobutyraldehyde dehydrogenase B,1,0.999,8,12,12,18,3,3,2,2,1,1,3,3,2,2,1,1,4,4,4,2,2,2,38239372,16274390,0,121199264,8431180,16117184,20436598,23605126,0,86816800,7239893,13839901,
sp|Q803C3|HDAC3_DANRE,Q803C3,HDAC3_DANRE,hdac3,428,Danio rerio,2:Experimental evidence at transcript level,Histone deacetylase 3,0.7773,0.9923,1,3,3,3,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,19691074,0,33985156,0,31457338,0,19691074,0,33985156,0,31457338,
sp|Q803F5|APMAP_DANRE,Q803F5,APMAP_DANRE,apmap,415,Danio rerio,2:Experimental evidence at transcript level,Adipocyte plasma membrane-associated protein,0.9999,0.999,2,16,16,16,2,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,34323824,74500024,67318056,99760696,117804376,0,34323824,74500024,67318056,78969280,93077008,0,
sp|Q803F6|RSSA_DANRE,Q803F6,RSSA_DANRE,rpsa,308,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS2,1,0.999,12,96,96,96,15,18,18,11,16,18,15,18,18,11,16,18,15,18,18,11,16,18,3284460290,3634528260,3876218370,4174891520,4610256900,4333517300,814512320,892501890,902460220,1078990720,1068022460,970142140,
sp|Q803G5|SAM5A_DANRE,Q803G5,SAM5A_DANRE,samm50a,469,Danio rerio,2:Experimental evidence at transcript level,Sorting and assembly machinery component 50 homolog A,1,0.999,5,10,4,10,0,3,1,2,2,2,0,2,0,1,1,0,0,3,1,2,2,2,0,128800048,30861220,0,25504736,43826812,0,56140816,30861220,0,0,43826812,
sp|Q803M3|TEX10_DANRE,Q803M3,TEX10_DANRE,tex10,933,Danio rerio,2:Experimental evidence at transcript level,Testis-expressed protein 10 homolog,0.8984,0.9969,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23027908,0,0,0,0,0,0,0,
sp|Q803T2|STRP1_DANRE,Q803T2,STRP1_DANRE,strip1,813,Danio rerio,1:Experimental evidence at protein level,Striatin-interacting protein 1 homolog,0.999,0.9948,2,4,4,4,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,40456688,0,0,0,36695676,0,40456688,0,0,0,36695676,
sp|Q8AWW7|RUVB1_DANRE,Q8AWW7,RUVB1_DANRE,ruvbl1,456,Danio rerio,2:Experimental evidence at transcript level,RuvB-like 1,1,0.999,6,31,31,31,5,4,6,5,5,6,5,4,6,5,5,6,5,4,6,5,5,6,120739408,200867216,206873680,424421920,147849200,238123152,92927656,99219288,71205784,127634512,61923724,106147280,
sp|Q8AXZ4|CNT1A_DANRE,Q8AXZ4,CNT1A_DANRE,cntn1a,1032,Danio rerio,2:Experimental evidence at transcript level,Contactin-1a,1,0.9985,3,7,7,7,0,2,0,3,1,1,0,2,0,3,1,1,0,2,0,3,1,1,0,0,0,29261938,2070314.2,0,0,0,0,9306648,5766224,0,
sp|Q8AYM8|OPSG2_DANRE,Q8AYM8,OPSG2_DANRE,opn1mw2,349,Danio rerio,1:Experimental evidence at protein level,Green-sensitive opsin-2,0.9999,0.9986,6,12,12,57,2,2,2,0,2,4,2,2,2,0,2,4,11,9,10,7,9,11,0,0,4459582,0,71399312,7373093,0,0,4459582,0,71399312,7373093,
sp|Q8AYN0|OPSR2_DANRE,Q8AYN0,OPSR2_DANRE,opn1lw2,356,Danio rerio,1:Experimental evidence at protein level,Red-sensitive opsin-2,1,0.999,6,80,43,80,13,13,14,14,13,13,9,6,9,6,6,7,13,13,14,14,13,13,2055315330,1762070270,1342873600,1601597060,1660289020,1920687740,734913790,491402848,523320384,456999008,520800640,524959072,
sp|Q8JFV8|VAT1_DANRE,Q8JFV8,VAT1_DANRE,vat1,484,Danio rerio,2:Experimental evidence at transcript level,Synaptic vesicle membrane protein VAT-1 homolog,1,0.999,25,159,159,159,24,25,24,28,22,36,24,25,24,28,22,36,24,25,24,28,22,36,1761041660,2467757570,2098622080,2780723460,1705995390,2651125760,286116896,361395008,332625536,420968672,327819840,372991040,
sp|Q8JGR4|RL24_DANRE,Q8JGR4,RL24_DANRE,rpl24,157,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein eL24,1,0.999,4,12,12,12,1,2,2,1,3,3,1,2,2,1,3,3,1,2,2,1,3,3,334747264,238084480,176362288,90426240,519889344,210742112,214323824,189269680,140225344,106842856,199569344,93080872,
sp|Q8JGR6|NCBP2_DANRE,Q8JGR6,NCBP2_DANRE,ncbp2,155,Danio rerio,2:Experimental evidence at transcript level,Nuclear cap-binding protein subunit 2,0.5375,0.9772,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q8JGS9|RS18_DANRE,Q8JGS9,RS18_DANRE,rps18,152,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS13,1,0.999,10,45,45,45,6,8,9,7,9,6,6,8,9,7,9,6,6,8,9,7,9,6,2276839170,1914027520,1201997440,1861039490,2254141950,756193280,819408380,649766910,962756030,777114240,783645630,509236000,
sp|Q8JH70|ALDCB_DANRE,Q8JH70,ALDCB_DANRE,aldocb,363,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase C-B,1,0.999,24,187,171,187,30,32,30,31,33,31,27,28,27,29,31,29,30,32,30,31,33,31,5371726300,6926471200,6680046600,6770402300,7070070800,7641526300,749428990,890067260,901772610,908742780,908495230,960328000,
sp|Q8JH71|ALDOB_DANRE,Q8JH71,ALDOB_DANRE,aldob,364,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase B,1,0.999,15,70,62,74,8,13,11,12,16,10,6,12,9,11,15,9,9,14,12,12,17,10,1033052160,1353637760,1108321790,1304920060,1289389950,1396330110,594648060,725906750,669360900,799211010,771390080,746895420,
sp|Q8JHJ1|RL35_DANRE,Q8JHJ1,RL35_DANRE,rpl35,123,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL29,0.7798,0.9924,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19571518,0,0,0,0,0,0,0,0,0,
sp|Q8JIU7|NACA_DANRE,Q8JIU7,NACA_DANRE,naca,215,Danio rerio,1:Experimental evidence at protein level,Nascent polypeptide-associated complex subunit alpha,1,0.999,4,16,16,16,3,2,1,2,5,3,3,2,1,2,5,3,3,2,1,2,5,3,251030560,186908848,96177760,101680896,413307584,311984160,111894464,165999824,108664480,114882080,189593536,159796864,
sp|Q8QFX6|NRP1A_DANRE,Q8QFX6,NRP1A_DANRE,nrp1a,923,Danio rerio,2:Experimental evidence at transcript level,Neuropilin-1a,0.9507,0.9986,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q8UUZ1|MB212_DANRE,Q8UUZ1,MB212_DANRE,mab21l2,359,Danio rerio,1:Experimental evidence at protein level,Protein mab-21-like 2,0.9891,0.9891,2,2,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q8UVJ6|VANG2_DANRE,Q8UVJ6,VANG2_DANRE,vangl2,526,Danio rerio,1:Experimental evidence at protein level,Vang-like protein 2,0.5356,0.977,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,439909952,0,0,350647264,0,0,439909952,0,0,350647264,0,
sp|Q8UVK2|SPT6H_DANRE,Q8UVK2,SPT6H_DANRE,supt6h,1726,Danio rerio,1:Experimental evidence at protein level,Transcription elongation factor SPT6,1,0.9787,4,7,7,7,0,1,2,2,1,1,0,1,2,2,1,1,0,1,2,2,1,1,0,25023906,38595644,213433856,0,0,0,38758500,29990124,104722032,0,0,
sp|Q90275|CADH2_DANRE,Q90275,CADH2_DANRE,cdh2,893,Danio rerio,1:Experimental evidence at protein level,Cadherin-2,0.9979,0.999,2,5,5,5,0,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0,0,13719193,0,0,22967254,0,0,13719193,0,0,22967254,
sp|Q90460|C166A_DANRE,Q90460,C166A_DANRE,alcama,564,Danio rerio,1:Experimental evidence at protein level,CD166 antigen homolog A,0.9028,0.9971,1,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,12330416,8961281,0,0,0,0,12330416,8961281,0,0,0,
sp|Q90473|HSP7C_DANRE,Q90473,HSP7C_DANRE,hspa8,649,Danio rerio,2:Experimental evidence at transcript level,Heat shock cognate 71 kDa protein,1,0.999,31,330,330,330,49,57,57,63,52,52,49,57,57,63,52,52,49,57,57,63,52,52,8702687200,12852536300,9690978300,13552368600,9659694100,11169756200,1249847810,1592327550,1335308540,1854085760,1406794620,1545612420,
sp|Q90474|H90A1_DANRE,Q90474,H90A1_DANRE,hsp90a.1,725,Danio rerio,1:Experimental evidence at protein level,Heat shock protein HSP 90-alpha 1,1,0.999,25,49,49,141,8,7,7,6,10,11,8,7,7,6,10,11,21,21,24,21,26,28,1195703420,1145474050,717151100,628979580,796478530,2175397380,392287680,407465472,394578976,403401216,402809056,532925632,
sp|Q90481|NX22A_DANRE,Q90481,NX22A_DANRE,nkx2.2a,269,Danio rerio,2:Experimental evidence at transcript level,Homeobox protein Nkx-2.2a,0.4796,0.9714,1,4,4,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,141922272,198480224,175882080,197636688,169408320,236138272,141922272,198480224,175882080,197636688,169408320,236138272,
sp|Q90486|HBB1_DANRE,Q90486,HBB1_DANRE,ba1,148,Danio rerio,1:Experimental evidence at protein level,Hemoglobin subunit beta-1,1,0.999,3,11,6,11,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,302075712,606335170,857927680,673384130,595442560,520240352,688378620,378918784,597027330,374541088,397973184,333768960,
sp|Q90487|HBA_DANRE,Q90487,HBA_DANRE,hbaa1,143,Danio rerio,2:Experimental evidence at transcript level,Hemoglobin subunit alpha,0.988,0.9866,2,8,8,8,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,412105600,226457360,488640064,262423584,274326656,227823088,412105600,226457360,488640064,262423584,274326656,227823088,
sp|Q90XG0|TPISB_DANRE,Q90XG0,TPISB_DANRE,tpi1b,248,Danio rerio,2:Experimental evidence at transcript level,Triosephosphate isomerase B,1,0.999,20,126,93,126,23,20,28,16,23,16,19,13,22,11,18,10,23,20,28,16,23,16,1875501950,2353541380,3073435140,3017140740,3474332670,2660656900,410468800,493280544,609299010,540242050,571242750,498789920,
sp|Q90Y50|CXAR_DANRE,Q90Y50,CXAR_DANRE,cxadr,372,Danio rerio,2:Experimental evidence at transcript level,Coxsackievirus and adenovirus receptor homolog,0.9367,0.9982,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q90YM8|CYFP1_DANRE,Q90YM8,CYFP1_DANRE,cyfip1,1253,Danio rerio,2:Experimental evidence at transcript level,Cytoplasmic FMR1-interacting protein 1 homolog,1,0.999,13,35,35,35,4,4,7,9,4,7,4,4,7,9,4,7,4,4,7,9,4,7,362620608,570781060,326136928,531297920,259092544,538843460,172458448,195467872,217541584,174923472,162126032,170178848,
sp|Q90Z10|RL13_DANRE,Q90Z10,RL13_DANRE,rpl13,211,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL13,1,0.999,11,56,56,56,12,10,9,6,11,8,12,10,9,6,11,8,12,10,9,6,11,8,1968223740,1887766530,1186304510,1266953220,1804758910,1016137660,493957536,466145344,371351808,340456832,494766816,291401408,
sp|Q90ZM2|S61A1_DANRE,Q90ZM2,S61A1_DANRE,sec61al1,476,Danio rerio,2:Experimental evidence at transcript level,Protein transport protein Sec61 subunit alpha-like 1,1,0.999,9,25,1,25,4,5,4,4,6,2,0,0,0,0,1,0,4,5,4,4,6,2,187950752,88283328,34454820,77085744,157756112,100204008,62453516,46074688,51754248,43299492,85007488,44198392,
sp|Q91398|CSK2B_DANRE,Q91398,CSK2B_DANRE,csnk2b,215,Danio rerio,2:Experimental evidence at transcript level,Casein kinase II subunit beta,1,0.9988,2,9,9,9,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,0,43463776,58319824,44617392,46393992,36815196,0,43463776,58319824,44617392,46393992,36815196,
sp|Q92005|EF1A_DANRE,Q92005,EF1A_DANRE,eef1a,462,Danio rerio,2:Experimental evidence at transcript level,Elongation factor 1-alpha,1,0.999,27,511,511,511,83,91,70,65,119,83,83,91,70,65,119,83,83,91,70,65,119,83,15166264300,20503908400,18736035800,20476991500,23860391900,20693069800,6031079900,6132915200,5663614000,5724570100,7242665500,5786361900,
sp|Q92051|CAHZ_DANRE,Q92051,CAHZ_DANRE,cahz,260,Danio rerio,1:Experimental evidence at protein level,Carbonic anhydrase,1,0.998,3,8,8,8,1,3,1,1,2,0,1,3,1,1,2,0,1,3,1,1,2,0,71528920,26123788,47577220,19507794,35395704,47700188,71528920,26123788,47577220,19507794,30042538,47700188,
sp|Q98TZ8|FLOT2_DANRE,Q98TZ8,FLOT2_DANRE,flot2a,428,Danio rerio,2:Experimental evidence at transcript level,Flotillin-2a,1,0.999,27,167,167,167,22,28,30,31,31,25,22,28,30,31,31,25,22,28,30,31,31,25,1274095100,1859723260,2075023100,2199885060,2754359300,2847294460,235178752,310391584,299717824,352209600,371376800,334534272,
sp|Q9DDE3|ACES_DANRE,Q9DDE3,ACES_DANRE,ache,634,Danio rerio,1:Experimental evidence at protein level,Acetylcholinesterase,1,0.999,5,15,15,15,0,3,1,2,7,2,0,3,1,2,7,2,0,3,1,2,7,2,0,3191560.5,2266934.2,37821756,38256972,1420121.5,0,3191560.5,8904300,19140158,15084097,1420121.5,
sp|Q9DDT5|SPT5H_DANRE,Q9DDT5,SPT5H_DANRE,supt5h,1084,Danio rerio,1:Experimental evidence at protein level,Transcription elongation factor SPT5,0.9998,0.9941,3,3,3,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,59148104,29800904,36914544,0,0,33128366,29800904,29800904,36914544,0,0,33128366,
sp|Q9DGE0|MP2K6_DANRE,Q9DGE0,MP2K6_DANRE,map2k6,361,Danio rerio,1:Experimental evidence at protein level,Dual specificity mitogen-activated protein kinase kinase 6,0.5502,0.9783,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9DGE1|MK14B_DANRE,Q9DGE1,MK14B_DANRE,mapk14b,348,Danio rerio,1:Experimental evidence at protein level,Mitogen-activated protein kinase 14B,1,0.9989,3,12,6,12,2,1,1,1,4,3,1,0,0,0,3,2,2,1,1,1,4,3,53675660,57420412,69411168,69317728,83971016,78856264,53735172,57420412,69411168,69317728,89598968,62481092,
sp|Q9DGK4|TCTP_DANRE,Q9DGK4,TCTP_DANRE,tpt1,171,Danio rerio,2:Experimental evidence at transcript level,Translationally-controlled tumor protein homolog,1,0.9989,3,4,4,4,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,28751108,0,25844490,0,0,0,28751108,0,25844490,0,0,
sp|Q9I8V0|PRV2_DANRE,Q9I8V0,PRV2_DANRE,pvalb2,109,Danio rerio,3:Protein inferred from homology,Parvalbumin-2,1,0.999,12,86,86,86,10,12,18,15,16,15,10,12,18,15,16,15,10,12,18,15,16,15,784173380,1030524670,2379283970,1998152830,2640149500,2147384320,218372992,292480736,591456320,587124610,581829890,568602560,
sp|Q9I9N6|ASC_DANRE,Q9I9N6,ASC_DANRE,pycard,203,Danio rerio,1:Experimental evidence at protein level,Apoptosis-associated speck-like protein containing a CARD,0.9678,0.9711,2,4,4,4,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9IBD0|CELF1_DANRE,Q9IBD0,CELF1_DANRE,celf1,501,Danio rerio,1:Experimental evidence at protein level,CUGBP Elav-like family member 1,0.9894,0.9972,3,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9IBD1|CELF3_DANRE,Q9IBD1,CELF3_DANRE,celf3,452,Danio rerio,2:Experimental evidence at transcript level,CUGBP Elav-like family member 3,0.9608,0.9989,1,5,5,5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9MIY0|NU5M_DANRE,Q9MIY0,NU5M_DANRE,mt-nd5,606,Danio rerio,3:Protein inferred from homology,NADH-ubiquinone oxidoreductase chain 5,1,0.999,3,19,19,19,5,4,3,2,2,3,5,4,3,2,2,3,5,4,3,2,2,3,114532896,16389469,56203624,38140324,6032922,22648696,71279984,11470276,28692400,20274686,23750910,17791280,
sp|Q9MIY1|NU4M_DANRE,Q9MIY1,NU4M_DANRE,mt-nd4,460,Danio rerio,3:Protein inferred from homology,NADH-ubiquinone oxidoreductase chain 4,0.896,0.9969,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45752132,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9MIY5|ATP6_DANRE,Q9MIY5,ATP6_DANRE,mt-atp6,227,Danio rerio,3:Protein inferred from homology,ATP synthase subunit a,0.9892,0.999,1,8,8,8,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,132914000,47899504,80329176,20621588,82687720,47742456,132914000,47899504,80329176,20621588,82687720,47742456,
sp|Q9MIY7|COX2_DANRE,Q9MIY7,COX2_DANRE,mt-co2,230,Danio rerio,3:Protein inferred from homology,Cytochrome c oxidase subunit 2,1,0.999,4,41,41,41,8,7,7,5,8,6,8,7,7,5,8,6,8,7,7,5,8,6,1254329090,669531390,584052540,686825920,405513984,503439040,592660420,264384640,355290976,345466208,218295936,605033470,
sp|Q9PT92|CATA_DANRE,Q9PT92,CATA_DANRE,cat,526,Danio rerio,2:Experimental evidence at transcript level,Catalase,1,0.999,10,41,41,41,9,8,9,7,4,4,9,8,9,7,4,4,9,8,9,7,4,4,415042464,502841152,553095940,474103744,227989712,371810560,111337656,121788960,134431472,120277768,81223624,94507384,
sp|Q9PTF3|NDK3_DANRE,Q9PTF3,NDK3_DANRE,nme3,169,Danio rerio,2:Experimental evidence at transcript level,Nucleoside diphosphate kinase 3,1,0.999,5,47,47,47,7,6,10,4,10,10,7,6,10,4,10,10,7,6,10,4,10,10,565563260,755626620,928745860,929487300,1289471360,1078912380,614389570,437721120,469496704,489450688,869778500,623690180,
sp|Q9PTN2|VDRA_DANRE,Q9PTN2,VDRA_DANRE,vdra,453,Danio rerio,1:Experimental evidence at protein level,Vitamin D3 receptor A,0.8939,0.9436,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q9PTP1|PCNA_DANRE,Q9PTP1,PCNA_DANRE,pcna,260,Danio rerio,1:Experimental evidence at protein level,Proliferating cell nuclear antigen,1,0.999,6,25,25,25,4,4,5,3,5,4,4,4,5,3,5,4,4,4,5,3,5,4,47266496,72698936,29839038,47414952,71417248,100632672,28211860,42626036,99902472,43873564,40502256,51268472,
sp|Q9PU58|NIPS2_DANRE,Q9PU58,NIPS2_DANRE,nipsnap2,286,Danio rerio,2:Experimental evidence at transcript level,Protein NipSnap homolog 2,1,0.9983,3,6,6,6,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,211247280,0,158602096,132216928,0,115788688,192380880,0,158602096,132216928,0,115788688,
sp|Q9PUE4|COPG2_DANRE,Q9PUE4,COPG2_DANRE,copg2,873,Danio rerio,2:Experimental evidence at transcript level,Coatomer subunit gamma-2,1,0.999,19,100,100,100,12,16,19,15,15,23,12,16,19,15,15,23,12,16,19,15,15,23,237214640,511115008,291114144,290857952,395877472,556021630,41467564,90391680,105842544,114993560,109640880,130276752,
sp|Q9PV90|RLA0_DANRE,Q9PV90,RLA0_DANRE,rplp0,319,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL10,1,0.999,12,121,121,121,22,18,21,18,21,21,22,18,21,18,21,21,22,18,21,18,21,21,2468684800,2461064450,2189824510,2289949700,2768493060,2608782080,391032928,398785024,404649120,321874048,427740640,369540416,
sp|Q9PVF7|PLAKA_DANRE,Q9PVF7,PLAKA_DANRE,jupa,729,Danio rerio,1:Experimental evidence at protein level,Junction plakoglobin a,1,0.999,15,49,40,49,8,10,9,8,7,7,7,9,7,7,5,5,8,10,9,8,7,7,92536368,185025248,404647424,240927968,126288256,152607104,87460624,101684936,110450360,80743664,71855272,81375704,
sp|Q9PVF8|CTNA1_DANRE,Q9PVF8,CTNA1_DANRE,ctnna1,907,Danio rerio,1:Experimental evidence at protein level,Catenin alpha-1,1,0.999,12,32,29,32,5,7,6,4,4,6,4,6,6,4,4,5,5,7,6,4,4,6,38590604,754502780,202063728,629444990,506954272,695718080,153674800,327245376,145204000,293525696,364213184,314106336,
sp|Q9PVK4|LDHBA_DANRE,Q9PVK4,LDHBA_DANRE,ldhba,334,Danio rerio,2:Experimental evidence at transcript level,L-lactate dehydrogenase B-A chain,1,0.999,20,137,88,137,26,23,24,18,27,19,17,16,15,10,20,10,26,23,24,18,27,19,6217378300,6272631300,5299742200,5029511200,6313690600,5886828000,1985628670,1848513660,1617011330,1474892420,1841132540,1691065600,
sp|Q9PVK5|LDHA_DANRE,Q9PVK5,LDHA_DANRE,ldha,333,Danio rerio,2:Experimental evidence at transcript level,L-lactate dehydrogenase A chain,1,0.999,9,24,24,47,4,3,4,4,5,4,4,3,4,4,5,4,10,6,9,7,8,7,599916160,735233660,730677700,758245570,869537410,614569980,322935840,362874976,388100416,299678112,459393696,314439200,
sp|Q9PW80|IF2B3_DANRE,Q9PW80,IF2B3_DANRE,igf2bp3,582,Danio rerio,1:Experimental evidence at protein level,Insulin-like growth factor 2 mRNA-binding protein 3,1,0.999,16,67,67,76,10,10,13,13,10,11,10,10,13,13,10,11,11,12,14,14,11,14,546198910,848648700,507203072,1096694400,777836350,1020142140,177596976,212269408,176702640,281199488,229682336,225400064,
sp|Q9W6A5|OPSG1_DANRE,Q9W6A5,OPSG1_DANRE,opn1mw1,349,Danio rerio,1:Experimental evidence at protein level,Green-sensitive opsin-1,1,0.999,8,86,41,86,20,12,15,11,14,14,11,5,7,4,7,7,20,12,15,11,14,14,4328205800,2910554620,3387314180,2186270210,3356851710,2091712260,1450630020,1153614590,1426080770,973167680,932174590,964438590,
sp|Q9W6A8|OP1S2_DANRE,Q9W6A8,OP1S2_DANRE,opn1sw2,354,Danio rerio,1:Experimental evidence at protein level,"Opsin-1, short-wave-sensitive 2",1,0.999,4,59,59,59,11,11,10,8,9,10,11,11,10,8,9,10,11,11,10,8,9,10,2924758020,1834120450,1409694720,1421804540,2773450500,1444460930,1018155650,942430720,913321470,916433660,823727300,952050430,
sp|Q9W6A9|OP1S1_DANRE,Q9W6A9,OP1S1_DANRE,opn1sw1,336,Danio rerio,1:Experimental evidence at protein level,"Opsin-1, short-wave-sensitive 1",1,0.999,14,215,215,215,35,42,36,33,35,34,35,42,36,33,35,34,35,42,36,33,35,34,17273817100,17209968600,15987614700,11519632400,11640604700,12400856100,5158281200,5786527700,5602044400,3873171460,3985264130,4288996860,
